county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 032,"District Judge, 380th Judicial District",,Ben Smith,REP,789,31,197,1017
Collin,PCT 032,"District Judge, 401st Judicial District",,Mark Rusch,REP,784,32,197,1013
Collin,PCT 032,"District Judge, 416th Judicial District",,Chris Oldner,REP,787,31,196,1014
Collin,PCT 032,"Judge, County Court at Law Number 2",,Barnett Walker,REP,783,31,198,1012
Collin,PCT 032,Sheriff,,Terry G. Box,REP,802,35,203,1040
Collin,PCT 032,County Tax Assessor-Collector,,Kenneth L. Maun,REP,815,32,213,1060
Collin,PCT 032,District Clerk,,Andrea Stroh Thompso,REP,793,31,197,1021
Collin,PCT 032,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,791,30,198,1019
Collin,PCT 032,"Constable, Precinct No. 3",,Sammy Knapp,REP,781,30,198,1009
Collin,PCT 033,Straight Party,,Republican,REP,697,24,241,962
Collin,PCT 033,Straight Party,,Democrat,DEM,119,1,67,187
Collin,PCT 033,Straight Party,,Libertarian,LIB,5,0,6,11
Collin,PCT 033,Straight Party,,Green,GRN,1,0,0,1
Collin,PCT 033,President/Vice-President,,Romney/Ryan,REP,987,39,369,1395
Collin,PCT 033,President/Vice-President,,Obama/Biden,DEM,197,6,110,313
Collin,PCT 033,President/Vice-President,,Johnson/Gray,LIB,11,0,10,21
Collin,PCT 033,President/Vice-President,,Stein/Honkala,GRN,5,0,1,6
Collin,PCT 033,President/Vice-President,,Write-in 50,NP,6,0,5,11
Collin,PCT 033,U.S. Senate,,Ted Cruz,REP,939,35,341,1315
Collin,PCT 033,U.S. Senate,,Paul Sadler,DEM,209,8,122,339
Collin,PCT 033,U.S. Senate,,John Jay Myers,LIB,17,0,11,28
Collin,PCT 033,U.S. Senate,,David B. Collins,GRN,9,0,3,12
Collin,PCT 033,U.S. House,4,Ralph M. Hall,REP,938,34,362,1334
Collin,PCT 033,U.S. House,4,VaLinda Hathcox,DEM,193,3,102,298
Collin,PCT 033,U.S. House,4,Thomas Griffing,LIB,38,0,16,54
Collin,PCT 033,U.S. House,4,Write-in 40,NP,0,0,0,0
Collin,PCT 033,Railroad Commissioner,,Christi Craddick,REP,929,35,337,1301
Collin,PCT 033,Railroad Commissioner,,Dale Henry,DEM,190,6,106,302
Collin,PCT 033,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,16,0,15,31
Collin,PCT 033,Railroad Commissioner,,Chris Kennedy,GRN,11,0,7,18
Collin,PCT 033,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,929,36,334,1299
Collin,PCT 033,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,70,1,65,136
Collin,PCT 033,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,47,2,18,67
Collin,PCT 033,"Justice, Supreme Court, Place 2",,Don Willett,REP,945,37,353,1335
Collin,PCT 033,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,94,3,60,157
Collin,PCT 033,"Justice, Supreme Court, Place 4",,John Devine,REP,927,37,340,1304
Collin,PCT 033,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,76,1,60,137
Collin,PCT 033,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,35,2,15,52
Collin,PCT 033,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,892,36,326,1254
Collin,PCT 033,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,198,5,113,316
Collin,PCT 033,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,28,1,14,43
Collin,PCT 033,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,15,0,5,20
Collin,PCT 033,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,910,33,332,1275
Collin,PCT 033,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,192,6,105,303
Collin,PCT 033,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,31,1,22,54
Collin,PCT 033,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,918,35,349,1302
Collin,PCT 033,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,110,3,65,178
Collin,PCT 033,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,927,34,353,1314
Collin,PCT 033,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,101,4,63,168
Collin,PCT 033,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,921,33,339,1293
Collin,PCT 033,"Member, State Board of Education, District 12",,Lois Parrott,DEM,210,4,114,328
Collin,PCT 033,State Senate,30,Craig Estes,REP,933,32,350,1315
Collin,PCT 033,State Senate,30,Richard Wells Forsyt,LIB,98,4,62,164
Collin,PCT 033,State Representative,89,Jodie Laubenberg,REP,988,29,375,1392
Collin,PCT 033,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,968,30,369,1367
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,926,33,340,1299
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,194,4,111,309
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,930,33,337,1300
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,192,4,113,309
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,921,33,337,1291
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,198,4,110,312
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,951,30,368,1349
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,920,33,333,1286
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,199,4,116,319
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,926,33,340,1299
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,189,4,106,299
Collin,PCT 033,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,955,30,371,1356
Collin,PCT 033,"District Judge, 199th Judicial District",,Angela Tucker,REP,946,28,370,1344
Collin,PCT 033,"District Judge, 380th Judicial District",,Ben Smith,REP,950,29,365,1344
Collin,PCT 033,"District Judge, 401st Judicial District",,Mark Rusch,REP,949,29,365,1343
Collin,PCT 033,"District Judge, 416th Judicial District",,Chris Oldner,REP,947,29,366,1342
Collin,PCT 033,"Judge, County Court at Law Number 2",,Barnett Walker,REP,952,29,366,1347
Collin,PCT 033,Sheriff,,Terry G. Box,REP,962,29,377,1368
Collin,PCT 033,County Tax Assessor-Collector,,Kenneth L. Maun,REP,969,29,380,1378
Collin,PCT 033,District Clerk,,Andrea Stroh Thompso,REP,953,29,367,1349
Collin,PCT 033,"Constable, Precinct No. 2",,Joe Barton,REP,979,29,382,1390
Collin,PCT 034,Straight Party,,Republican,REP,666,75,187,928
Collin,PCT 034,Straight Party,,Democrat,DEM,451,33,156,640
Collin,PCT 034,Straight Party,,Libertarian,LIB,5,2,3,10
Collin,PCT 034,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 034,President/Vice-President,,Romney/Ryan,REP,951,121,270,1342
Collin,PCT 034,President/Vice-President,,Obama/Biden,DEM,748,81,272,1101
Collin,PCT 034,President/Vice-President,,Johnson/Gray,LIB,17,3,9,29
Collin,PCT 034,President/Vice-President,,Stein/Honkala,GRN,3,1,3,7
Collin,PCT 034,President/Vice-President,,Write-in 50,NP,4,0,0,4
Collin,PCT 034,U.S. Senate,,Ted Cruz,REP,947,114,271,1332
Collin,PCT 034,U.S. Senate,,Paul Sadler,DEM,696,75,237,1008
Collin,PCT 034,U.S. Senate,,John Jay Myers,LIB,21,5,11,37
Collin,PCT 034,U.S. Senate,,David B. Collins,GRN,11,1,8,20
Collin,PCT 034,U.S. House,3,Sam Johnson,REP,1146,124,340,1610
Collin,PCT 034,Railroad Commissioner,,Christi Craddick,REP,946,110,269,1325
Collin,PCT 034,Railroad Commissioner,,Dale Henry,DEM,616,57,196,869
Collin,PCT 034,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,44,7,32,83
Collin,PCT 034,Railroad Commissioner,,Chris Kennedy,GRN,18,3,10,31
Collin,PCT 034,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,997,114,289,1400
Collin,PCT 034,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,219,23,73,315
Collin,PCT 034,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,96,8,41,145
Collin,PCT 034,"Justice, Supreme Court, Place 2",,Don Willett,REP,1025,118,302,1445
Collin,PCT 034,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,282,27,98,407
Collin,PCT 034,"Justice, Supreme Court, Place 4",,John Devine,REP,1004,114,296,1414
Collin,PCT 034,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,234,29,75,338
Collin,PCT 034,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,88,7,32,127
Collin,PCT 034,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,919,111,250,1280
Collin,PCT 034,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,665,62,230,957
Collin,PCT 034,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,37,7,19,63
Collin,PCT 034,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,10,2,8,20
Collin,PCT 034,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,921,114,255,1290
Collin,PCT 034,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,662,58,229,949
Collin,PCT 034,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,34,8,17,59
Collin,PCT 034,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,1017,122,295,1434
Collin,PCT 034,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,269,20,91,380
Collin,PCT 034,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,1016,118,286,1420
Collin,PCT 034,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,257,24,97,378
Collin,PCT 034,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,933,99,268,1300
Collin,PCT 034,"Member, State Board of Education, District 12",,Lois Parrott,DEM,684,65,228,977
Collin,PCT 034,State Senate,8,Ken Paxton,REP,935,99,273,1307
Collin,PCT 034,State Senate,8,"Jack G.B. Ternan, Jr",DEM,656,57,217,930
Collin,PCT 034,State Senate,8,Ed Kless,LIB,36,6,15,57
Collin,PCT 034,State Representative,66,Van Taylor,REP,1068,114,314,1496
Collin,PCT 034,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,1079,117,314,1510
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,959,104,261,1324
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,649,59,231,939
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,947,102,263,1312
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,655,62,229,946
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,932,102,264,1298
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,668,59,229,956
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,1062,115,312,1489
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,940,102,264,1306
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,659,60,229,948
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,941,106,268,1315
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,655,57,223,935
Collin,PCT 034,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,1061,114,311,1486
Collin,PCT 034,"District Judge, 199th Judicial District",,Angela Tucker,REP,1064,111,310,1485
Collin,PCT 034,"District Judge, 380th Judicial District",,Ben Smith,REP,1056,110,305,1471
Collin,PCT 034,"District Judge, 401st Judicial District",,Mark Rusch,REP,1050,110,304,1464
Collin,PCT 034,"District Judge, 416th Judicial District",,Chris Oldner,REP,1052,112,303,1467
Collin,PCT 034,"Judge, County Court at Law Number 2",,Barnett Walker,REP,1047,110,306,1463
Collin,PCT 034,Sheriff,,Terry G. Box,REP,1056,110,312,1478
Collin,PCT 034,County Tax Assessor-Collector,,Kenneth L. Maun,REP,1082,110,317,1509
Collin,PCT 034,District Clerk,,Andrea Stroh Thompso,REP,1056,110,309,1475
Collin,PCT 034,"County Commissioner, Precinct 1",,Matt Shaheen,REP,1064,109,311,1484
Collin,PCT 034,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,1045,111,307,1463
Collin,PCT 034,"Constable, Precinct No. 3",,Sammy Knapp,REP,1048,108,308,1464
Collin,PCT 035,Straight Party,,Republican,REP,228,9,145,382
Collin,PCT 035,Straight Party,,Democrat,DEM,50,1,42,93
Collin,PCT 035,Straight Party,,Libertarian,LIB,2,0,0,2
Collin,PCT 035,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 035,President/Vice-President,,Romney/Ryan,REP,328,12,193,533
Collin,PCT 035,President/Vice-President,,Obama/Biden,DEM,86,2,71,159
Collin,PCT 035,President/Vice-President,,Johnson/Gray,LIB,6,0,1,7
Collin,PCT 035,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 035,President/Vice-President,,Write-in 50,NP,0,0,2,2
Collin,PCT 035,U.S. Senate,,Ted Cruz,REP,317,12,183,512
Collin,PCT 035,U.S. Senate,,Paul Sadler,DEM,80,2,63,145
Collin,PCT 035,U.S. Senate,,John Jay Myers,LIB,8,0,6,14
Collin,PCT 035,U.S. Senate,,David B. Collins,GRN,2,0,3,5
Collin,PCT 035,U.S. House,4,Ralph M. Hall,REP,328,11,193,532
Collin,PCT 035,U.S. House,4,VaLinda Hathcox,DEM,72,1,55,128
Collin,PCT 035,U.S. House,4,Thomas Griffing,LIB,8,2,7,17
Collin,PCT 035,U.S. House,4,Write-in 40,NP,1,0,0,1
Collin,PCT 035,Railroad Commissioner,,Christi Craddick,REP,303,11,181,495
Collin,PCT 035,Railroad Commissioner,,Dale Henry,DEM,77,2,62,141
Collin,PCT 035,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,10,0,3,13
Collin,PCT 035,Railroad Commissioner,,Chris Kennedy,GRN,3,0,8,11
Collin,PCT 035,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,305,11,188,504
Collin,PCT 035,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,39,1,25,65
Collin,PCT 035,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,5,0,4,9
Collin,PCT 035,"Justice, Supreme Court, Place 2",,Don Willett,REP,318,12,194,524
Collin,PCT 035,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,37,0,24,61
Collin,PCT 035,"Justice, Supreme Court, Place 4",,John Devine,REP,309,12,186,507
Collin,PCT 035,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,36,0,27,63
Collin,PCT 035,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,6,0,5,11
Collin,PCT 035,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,294,11,175,480
Collin,PCT 035,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,82,2,64,148
Collin,PCT 035,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,11,0,8,19
Collin,PCT 035,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,3,0,3,6
Collin,PCT 035,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,302,11,180,493
Collin,PCT 035,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,77,2,62,141
Collin,PCT 035,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,9,0,6,15
Collin,PCT 035,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,308,11,191,510
Collin,PCT 035,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,39,1,21,61
Collin,PCT 035,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,300,11,187,498
Collin,PCT 035,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,41,1,25,67
Collin,PCT 035,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,308,11,185,504
Collin,PCT 035,"Member, State Board of Education, District 12",,Lois Parrott,DEM,79,2,61,142
Collin,PCT 035,State Senate,30,Craig Estes,REP,303,11,188,502
Collin,PCT 035,State Senate,30,Richard Wells Forsyt,LIB,43,1,23,67
Collin,PCT 035,State Representative,89,Jodie Laubenberg,REP,325,11,198,534
Collin,PCT 035,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,323,12,195,530
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,309,11,181,501
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,77,2,67,146
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,308,11,182,501
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,78,2,65,145
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,305,11,179,495
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,78,2,66,146
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,317,11,195,523
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,302,11,181,494
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,82,2,67,151
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,305,11,183,499
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,79,2,65,146
Collin,PCT 035,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,318,11,196,525
Collin,PCT 035,"District Judge, 199th Judicial District",,Angela Tucker,REP,317,12,194,523
Collin,PCT 035,"District Judge, 380th Judicial District",,Ben Smith,REP,314,12,195,521
Collin,PCT 035,"District Judge, 401st Judicial District",,Mark Rusch,REP,315,12,196,523
Collin,PCT 035,"District Judge, 416th Judicial District",,Chris Oldner,REP,314,12,195,521
Collin,PCT 035,"Judge, County Court at Law Number 2",,Barnett Walker,REP,315,12,195,522
Collin,PCT 035,Sheriff,,Terry G. Box,REP,325,12,197,534
Collin,PCT 035,County Tax Assessor-Collector,,Kenneth L. Maun,REP,324,13,199,536
Collin,PCT 035,District Clerk,,Andrea Stroh Thompso,REP,313,12,195,520
Collin,PCT 035,"Constable, Precinct No. 2",,Joe Barton,REP,320,12,200,532
Collin,PCT 036,Straight Party,,Republican,REP,541,13,122,676
Collin,PCT 036,Straight Party,,Democrat,DEM,113,1,47,161
Collin,PCT 036,Straight Party,,Libertarian,LIB,4,0,4,8
Collin,PCT 036,Straight Party,,Green,GRN,0,0,1,1
Collin,PCT 036,President/Vice-President,,Romney/Ryan,REP,819,16,194,1029
Collin,PCT 036,President/Vice-President,,Obama/Biden,DEM,236,4,78,318
Collin,PCT 036,President/Vice-President,,Johnson/Gray,LIB,9,0,6,15
Collin,PCT 036,President/Vice-President,,Stein/Honkala,GRN,0,0,1,1
Collin,PCT 036,President/Vice-President,,Write-in 50,NP,2,0,3,5
Collin,PCT 036,U.S. Senate,,Ted Cruz,REP,778,14,175,967
Collin,PCT 036,U.S. Senate,,Paul Sadler,DEM,254,4,86,344
Collin,PCT 036,U.S. Senate,,John Jay Myers,LIB,14,1,12,27
Collin,PCT 036,U.S. Senate,,David B. Collins,GRN,3,0,1,4
Collin,PCT 036,U.S. House,3,Sam Johnson,REP,838,16,204,1058
Collin,PCT 036,Railroad Commissioner,,Christi Craddick,REP,776,15,177,968
Collin,PCT 036,Railroad Commissioner,,Dale Henry,DEM,210,2,65,277
Collin,PCT 036,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,15,1,12,28
Collin,PCT 036,Railroad Commissioner,,Chris Kennedy,GRN,6,0,3,9
Collin,PCT 036,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,800,16,181,997
Collin,PCT 036,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,49,0,33,82
Collin,PCT 036,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,41,2,5,48
Collin,PCT 036,"Justice, Supreme Court, Place 2",,Don Willett,REP,808,15,193,1016
Collin,PCT 036,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,83,2,32,117
Collin,PCT 036,"Justice, Supreme Court, Place 4",,John Devine,REP,795,15,184,994
Collin,PCT 036,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,62,1,30,93
Collin,PCT 036,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,40,1,8,49
Collin,PCT 036,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,761,15,176,952
Collin,PCT 036,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,215,3,75,293
Collin,PCT 036,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,20,0,11,31
Collin,PCT 036,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,7,0,1,8
Collin,PCT 036,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,748,15,169,932
Collin,PCT 036,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,234,3,78,315
Collin,PCT 036,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,20,0,12,32
Collin,PCT 036,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,804,15,184,1003
Collin,PCT 036,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,86,0,33,119
Collin,PCT 036,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,785,15,183,983
Collin,PCT 036,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,94,0,33,127
Collin,PCT 036,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,768,13,179,960
Collin,PCT 036,"Member, State Board of Education, District 12",,Lois Parrott,DEM,242,5,76,323
