county,precinct,office,district,party,candidate,absentee_votes,early_votes,election_day,votes
Harrison,16,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,8,22,28,58
Harrison,16,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,7,2,9
Harrison,16,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,0,1
Harrison,16,"Justice, Supreme Court, Place 9",,,Eva Guzman,9,178,105,292
Harrison,16,"Justice, Supreme Court, Place 9",,,Savannah Robinson,8,26,31,65
Harrison,16,"Justice, Supreme Court, Place 9",,,Don Fulton,0,9,5,14
Harrison,16,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,2,1,3
Harrison,16,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,10,183,108,301
Harrison,16,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",7,24,31,62
Harrison,16,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,6,3,9
Harrison,16,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,2,0,2
Harrison,16,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,8,186,109,303
Harrison,16,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,8,26,29,63
Harrison,16,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,3,4,7
Harrison,16,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,0,0,0
Harrison,16,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,9,183,105,297
Harrison,16,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,8,23,30,61
Harrison,16,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,9,6,15
Harrison,16,"Member, State Board of Education, District 9",,,Keven M. Ellis,10,186,110,306
Harrison,16,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,7,24,29,60
Harrison,16,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,5,3,8
Harrison,16,State Senate,1,Republican,Bryan Hughes,10,190,114,314
Harrison,16,State Representative,9,Republican,Chris Paddie,11,189,118,318
Harrison,16,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,10,188,115,313
Harrison,16,"District Judge, 71st Judicial District",,,Brad Morin,11,187,114,312
Harrison,16,Sheriff,,,Tom McCool,11,185,115,311
Harrison,16,Tax Assessor-Collector,,,Veronica King,12,188,123,323
Harrison,16,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,11,191,113,315
Harrison,16,"Constable, Precinct No. 4",,,Darryl Griffin,11,187,113,311
Harrison,16,"Trustee, Place 1 Harleton",,,Charlie Mangham,3,45,38,86
Harrison,16,"Trustee, Place 1 Harleton",,,Kevin Wright,5,113,67,185
Harrison,16,"Trustee, Place 2 Harleton",,,Brad Nixon,6,81,52,139
Harrison,16,"Trustee, Place 2 Harleton",,,Randy Pilkington,2,75,52,129
Harrison,16,"Trustee, Place 3 Harleton",,,Mike Bullock,8,139,82,229
Harrison,16,"Trustee, Place 5 Harleton",,,Brian Degner,8,133,81,222
Harrison,16,"Trustee, Place 6 Harleton",,,Pat McGill,6,95,51,152
Harrison,16,"Trustee, Place 6 Harleton",,,Paul D. Wilson,2,54,50,106
Harrison,17,Straight Party,,,Republican Party,19,174,57,250
Harrison,17,Straight Party,,,Democratic Party,33,198,76,307
Harrison,17,Straight Party,,,Libertarian Party,0,2,0,2
Harrison,17,Straight Party,,,Green Party,0,1,1,2
Harrison,17,President and Vice President,,Republican,Donald J. Trump / Mike Pence,20,357,115,492
Harrison,17,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,39,291,122,452
Harrison,17,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,3,1,4
Harrison,17,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,1,1
Harrison,17,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,17,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,17,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,17,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,17,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,17,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,17,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,17,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,2,3
Harrison,17,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,17,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,17,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,17,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,17,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,17,U.S. House,1,Republican,Louie Gohmert,19,356,116,491
Harrison,17,U.S. House,1,Democratic,Shirley J. McKellar,39,282,110,431
Harrison,17,U.S. House,1,Libertarian,Phil Gray,0,2,2,4
Harrison,17,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,17,Railroad Commissioner,,Republican,Wayne Christian,19,334,105,458
Harrison,17,Railroad Commissioner,,Democratic,Grady Yarbrough,39,285,116,440
Harrison,17,Railroad Commissioner,,Libertarian,Mark Miller,0,9,2,11
Harrison,17,Railroad Commissioner,,Green,Martina Salinas,0,5,7,12
Harrison,17,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,19,341,106,466
Harrison,17,"Justice, Supreme Court, Place 3",,,Mike Westergren,39,276,111,426
Harrison,17,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,10,6,16
Harrison,17,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,6,9
Harrison,17,"Justice, Supreme Court, Place 5",,,Paul Green,19,329,110,458
Harrison,17,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,39,288,115,442
Harrison,17,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,10,3,13
Harrison,17,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,4,1,5
Harrison,17,"Justice, Supreme Court, Place 9",,,Eva Guzman,19,328,107,454
Harrison,17,"Justice, Supreme Court, Place 9",,,Savannah Robinson,39,283,114,436
Harrison,17,"Justice, Supreme Court, Place 9",,,Don Fulton,0,13,4,17
Harrison,17,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,5,4,9
Harrison,17,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,19,331,109,459
Harrison,17,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",38,284,112,434
Harrison,17,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,14,2,16
Harrison,17,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,3,3,6
Harrison,17,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,19,334,107,460
Harrison,17,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,39,285,113,437
Harrison,17,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,6,3,9
Harrison,17,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,3,4,7
Harrison,17,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,19,333,105,457
Harrison,17,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,39,280,113,432
Harrison,17,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,14,7,21
Harrison,17,"Member, State Board of Education, District 9",,,Keven M. Ellis,19,334,103,456
Harrison,17,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,39,288,119,446
Harrison,17,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,5,4,9
Harrison,17,State Senate,1,Republican,Bryan Hughes,21,394,127,542
Harrison,17,State Representative,9,Republican,Chris Paddie,22,395,141,558
Harrison,17,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,20,390,136,546
Harrison,17,"District Judge, 71st Judicial District",,,Brad Morin,22,407,139,568
Harrison,17,Sheriff,,,Tom McCool,26,415,148,589
Harrison,17,Tax Assessor-Collector,,,Veronica King,26,426,151,603
Harrison,17,"Constable, Precinct No. 2",,,Brant Moore,41,395,164,600
Harrison,17,"Trustee, Place 3 Karnack",,,Lacy D. Warren,4,65,30,99
Harrison,17,"Trustee, Place 3 Karnack",,,Jimmy P. Theodos,11,64,39,114
Harrison,18,Straight Party,,,Republican Party,14,173,34,221
Harrison,18,Straight Party,,,Democratic Party,1,30,9,40
Harrison,18,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,18,Straight Party,,,Green Party,0,1,0,1
Harrison,18,President and Vice President,,Republican,Donald J. Trump / Mike Pence,18,337,65,420
Harrison,18,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,4,59,16,79
Harrison,18,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,5,5,10
Harrison,18,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,2,0,2
Harrison,18,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,18,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,18,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,18,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,18,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,18,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,18,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,18,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,1,2
Harrison,18,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,18,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,18,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,18,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,18,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,18,U.S. House,1,Republican,Louie Gohmert,19,338,68,425
Harrison,18,U.S. House,1,Democratic,Shirley J. McKellar,2,53,18,73
Harrison,18,U.S. House,1,Libertarian,Phil Gray,1,9,1,11
Harrison,18,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,18,Railroad Commissioner,,Republican,Wayne Christian,19,324,63,406
Harrison,18,Railroad Commissioner,,Democratic,Grady Yarbrough,2,49,18,69
Harrison,18,Railroad Commissioner,,Libertarian,Mark Miller,0,16,3,19
Harrison,18,Railroad Commissioner,,Green,Martina Salinas,0,1,3,4
Harrison,18,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,20,323,60,403
Harrison,18,"Justice, Supreme Court, Place 3",,,Mike Westergren,1,58,18,77
Harrison,18,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,7,2,9
Harrison,18,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,2,5,7
Harrison,18,"Justice, Supreme Court, Place 5",,,Paul Green,19,327,66,412
Harrison,18,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,1,52,15,68
Harrison,18,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,9,2,11
Harrison,18,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,1,2,3
Harrison,18,"Justice, Supreme Court, Place 9",,,Eva Guzman,20,329,63,412
Harrison,18,"Justice, Supreme Court, Place 9",,,Savannah Robinson,1,49,17,67
Harrison,18,"Justice, Supreme Court, Place 9",,,Don Fulton,0,9,2,11
Harrison,18,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,2,2,4
Harrison,18,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,19,328,65,412
Harrison,18,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",1,50,17,68
Harrison,18,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,10,1,11
Harrison,18,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,0,2,2
Harrison,18,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,19,328,67,414
Harrison,18,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,1,55,15,71
Harrison,18,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,4,1,5
Harrison,18,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,1,2,3
Harrison,18,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,19,325,66,410
Harrison,18,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,1,54,15,70
Harrison,18,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,8,4,12
Harrison,18,"Member, State Board of Education, District 9",,,Keven M. Ellis,20,323,62,405
Harrison,18,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,1,59,22,82
Harrison,18,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,9,1,10
Harrison,18,State Senate,1,Republican,Bryan Hughes,20,342,72,434
Harrison,18,State Representative,9,Republican,Chris Paddie,20,345,75,440
Harrison,18,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,19,341,74,434
Harrison,18,"District Judge, 71st Judicial District",,,Brad Morin,20,351,76,447
Harrison,18,Sheriff,,,Tom McCool,20,350,80,450
Harrison,18,Tax Assessor-Collector,,,Veronica King,20,353,76,449
Harrison,18,"County Commissioner, Precinct No. 1",,,William D. Hatfield,20,347,73,440
Harrison,18,"Constable, Precinct No. 1",,,John C. Hickey Jr,20,329,75,424
Harrison,18,"Trustee, Place 3 Karnack",,,Lacy D. Warren,0,1,0,1
Harrison,18,"Trustee, Place 3 Karnack",,,Jimmy P. Theodos,0,0,0,0
Harrison,19,Straight Party,,,Republican Party,32,694,209,935
Harrison,19,Straight Party,,,Democratic Party,10,122,64,196
Harrison,19,Straight Party,,,Libertarian Party,0,4,3,7
Harrison,19,Straight Party,,,Green Party,0,0,2,2
Harrison,19,President and Vice President,,Republican,Donald J. Trump / Mike Pence,48,1200,375,1623
Harrison,19,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,23,215,87,325
Harrison,19,President and Vice President,,Libertarian,Gary Johnson / William Weld,1,36,9,46
Harrison,19,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,1,6,7
Harrison,19,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,2,1,3
Harrison,19,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,19,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,19,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,19,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,19,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,19,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,19,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,6,0,6
Harrison,19,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,19,President and Vice President,,,Robert Morrow / Todd Sanders (W),1,0,0,1
Harrison,19,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,19,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,1,0,1
Harrison,19,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,19,U.S. House,1,Republican,Louie Gohmert,52,1200,373,1625
Harrison,19,U.S. House,1,Democratic,Shirley J. McKellar,20,219,89,328
Harrison,19,U.S. House,1,Libertarian,Phil Gray,0,25,10,35
Harrison,19,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,19,Railroad Commissioner,,Republican,Wayne Christian,50,1168,348,1566
Harrison,19,Railroad Commissioner,,Democratic,Grady Yarbrough,18,208,91,317
Harrison,19,Railroad Commissioner,,Libertarian,Mark Miller,0,37,22,59
Harrison,19,Railroad Commissioner,,Green,Martina Salinas,0,9,10,19
Harrison,19,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,48,1167,364,1579
Harrison,19,"Justice, Supreme Court, Place 3",,,Mike Westergren,19,212,85,316
Harrison,19,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,29,15,45
Harrison,19,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,7,8,15
Harrison,19,"Justice, Supreme Court, Place 5",,,Paul Green,47,1169,363,1579
Harrison,19,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,19,207,82,308
Harrison,19,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,32,16,50
Harrison,19,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,7,10
Harrison,19,"Justice, Supreme Court, Place 9",,,Eva Guzman,47,1147,353,1547
Harrison,19,"Justice, Supreme Court, Place 9",,,Savannah Robinson,20,209,83,312
Harrison,19,"Justice, Supreme Court, Place 9",,,Don Fulton,1,45,23,69
Harrison,19,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,7,7,14
Harrison,19,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,47,1162,355,1564
Harrison,19,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",21,215,89,325
Harrison,19,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,30,18,48
Harrison,19,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,1,6,7
Harrison,19,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,47,1178,365,1590
Harrison,19,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,21,208,86,315
Harrison,19,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,22,10,32
Harrison,19,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,3,8,11
Harrison,19,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,48,1160,362,1570
Harrison,19,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,20,210,92,322
Harrison,19,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,39,15,54
Harrison,19,"Member, State Board of Education, District 9",,,Keven M. Ellis,47,1152,357,1556
Harrison,19,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,20,219,94,333
Harrison,19,"Member, State Board of Education, District 9",,,Anastasia Wilford,1,33,16,50
Harrison,19,State Senate,1,Republican,Bryan Hughes,58,1230,389,1677
Harrison,19,State Representative,9,Republican,Chris Paddie,57,1235,391,1683
Harrison,19,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,54,1227,388,1669
Harrison,19,"District Judge, 71st Judicial District",,,Brad Morin,55,1240,390,1685
Harrison,19,Sheriff,,,Tom McCool,56,1247,397,1700
Harrison,19,Tax Assessor-Collector,,,Veronica King,56,1249,393,1698
Harrison,19,"County Commissioner, Precinct No. 3",,,Phillip G. Mauldin,56,1248,388,1692
Harrison,19,"Constable, Precinct No. 3",,,Jim Weatherall,54,1242,393,1689
Harrison,19,Proposition County JP3,,,For,41,884,290,1215
Harrison,19,Proposition County JP3,,,Against,20,361,133,514
Harrison,20,Straight Party,,,Republican Party,28,441,221,690
Harrison,20,Straight Party,,,Democratic Party,10,117,89,216
Harrison,20,Straight Party,,,Libertarian Party,0,3,2,5
Harrison,20,Straight Party,,,Green Party,0,1,1,2
Harrison,20,President and Vice President,,Republican,Donald J. Trump / Mike Pence,34,783,395,1212
Harrison,20,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,21,185,124,330
Harrison,20,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,9,7,16
Harrison,20,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,3,5,8
Harrison,20,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),1,0,0,1
Harrison,20,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,20,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,20,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,20,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,20,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,20,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,20,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,2,1,3
Harrison,20,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,20,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,20,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,20,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,20,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,20,U.S. House,1,Republican,Louie Gohmert,35,762,388,1185
Harrison,20,U.S. House,1,Democratic,Shirley J. McKellar,21,189,125,335
Harrison,20,U.S. House,1,Libertarian,Phil Gray,0,16,9,25
Harrison,20,U.S. House,1,,Renee Culler (W),0,1,0,1
Harrison,20,Railroad Commissioner,,Republican,Wayne Christian,36,743,374,1153
Harrison,20,Railroad Commissioner,,Democratic,Grady Yarbrough,19,181,124,324
Harrison,20,Railroad Commissioner,,Libertarian,Mark Miller,1,26,14,41
Harrison,20,Railroad Commissioner,,Green,Martina Salinas,0,14,7,21
Harrison,20,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,37,740,378,1155
Harrison,20,"Justice, Supreme Court, Place 3",,,Mike Westergren,17,182,120,319
Harrison,20,"Justice, Supreme Court, Place 3",,,Kathie Glass,1,27,17,45
Harrison,20,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,8,4,12
Harrison,20,"Justice, Supreme Court, Place 5",,,Paul Green,37,741,386,1164
Harrison,20,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,16,187,116,319
Harrison,20,"Justice, Supreme Court, Place 5",,,Tom Oxford,1,22,10,33
Harrison,20,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1,6,7,14
Harrison,20,"Justice, Supreme Court, Place 9",,,Eva Guzman,34,719,375,1128
Harrison,20,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19,188,126,333
Harrison,20,"Justice, Supreme Court, Place 9",,,Don Fulton,2,32,11,45
Harrison,20,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,14,5,19
Harrison,20,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,36,737,371,1144
Harrison,20,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",20,188,127,335
Harrison,20,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,28,15,43
Harrison,20,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,6,4,10
Harrison,20,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,38,735,376,1149
Harrison,20,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,16,195,128,339
Harrison,20,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,24,11,35
Harrison,20,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,1,5,4,10
Harrison,20,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,38,739,377,1154
Harrison,20,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,16,188,120,324
Harrison,20,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,1,33,20,54
Harrison,20,"Member, State Board of Education, District 9",,,Keven M. Ellis,35,737,374,1146
Harrison,20,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,20,196,126,342
Harrison,20,"Member, State Board of Education, District 9",,,Anastasia Wilford,1,24,16,41
Harrison,20,State Senate,1,Republican,Bryan Hughes,43,813,425,1281
Harrison,20,State Representative,9,Republican,Chris Paddie,43,814,424,1281
Harrison,20,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,43,808,422,1273
Harrison,20,"District Judge, 71st Judicial District",,,Brad Morin,44,812,422,1278
Harrison,20,Sheriff,,,Tom McCool,45,828,433,1306
Harrison,20,Tax Assessor-Collector,,,Veronica King,47,823,431,1301
Harrison,20,"County Commissioner, Precinct No. 1",,,William D. Hatfield,44,797,410,1251
Harrison,20,"Constable, Precinct No. 1",,,John C. Hickey Jr,44,814,426,1284
Harrison,20,"Trustee, Place 3 Karnack",,,Lacy D. Warren,0,3,0,3
Harrison,20,"Trustee, Place 3 Karnack",,,Jimmy P. Theodos,0,3,0,3
Harrison,21,Straight Party,,,Republican Party,9,118,60,187
Harrison,21,Straight Party,,,Democratic Party,13,65,15,93
Harrison,21,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,21,Straight Party,,,Green Party,0,0,1,1
Harrison,21,President and Vice President,,Republican,Donald J. Trump / Mike Pence,14,234,100,348
Harrison,21,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,19,102,31,152
Harrison,21,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,3,2,5
Harrison,21,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,1,1
Harrison,21,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,21,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,21,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,21,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,21,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,21,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,21,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,21,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,0,1
Harrison,21,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,21,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,21,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,21,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,21,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,21,U.S. House,1,Republican,Louie Gohmert,14,229,98,341
Harrison,21,U.S. House,1,Democratic,Shirley J. McKellar,20,102,29,151
Harrison,21,U.S. House,1,Libertarian,Phil Gray,0,3,3,6
Harrison,21,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,21,Railroad Commissioner,,Republican,Wayne Christian,13,212,96,321
Harrison,21,Railroad Commissioner,,Democratic,Grady Yarbrough,21,103,27,151
Harrison,21,Railroad Commissioner,,Libertarian,Mark Miller,0,8,5,13
Harrison,21,Railroad Commissioner,,Green,Martina Salinas,0,3,3,6
Harrison,21,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,13,214,97,324
Harrison,21,"Justice, Supreme Court, Place 3",,,Mike Westergren,19,102,27,148
Harrison,21,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,8,5,13
Harrison,21,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,1,1,2,4
Harrison,21,"Justice, Supreme Court, Place 5",,,Paul Green,14,223,97,334
