county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting,election_day_paper,election_day,absentee/provisional
Rockwall,003C,U.S. House,4,REP,UNDER VOTES,98,14,33,20,29,2
Rockwall,003D,U.S. House,4,REP,UNDER VOTES,203,16,61,39,81,6
Rockwall,0004,U.S. House,4,REP,UNDER VOTES,115,11,37,21,38,8
Rockwall,004A,U.S. House,4,REP,UNDER VOTES,197,11,46,56,77,7
Rockwall,004B,U.S. House,4,REP,UNDER VOTES,63,9,14,17,21,2
Rockwall,004C,U.S. House,4,REP,UNDER VOTES,72,2,13,35,21,1
Rockwall,0001,Railroad Commissioner,,REP,Weston Martinez,150,19,44,19,63,5
Rockwall,001A,Railroad Commissioner,,REP,Weston Martinez,84,6,13,26,35,4
Rockwall,001B,Railroad Commissioner,,REP,Weston Martinez,135,24,35,20,55,1
Rockwall,001C,Railroad Commissioner,,REP,Weston Martinez,97,15,24,15,39,4
Rockwall,0002,Railroad Commissioner,,REP,Weston Martinez,105,13,42,13,31,6
Rockwall,002A,Railroad Commissioner,,REP,Weston Martinez,120,18,33,17,44,8
Rockwall,002B,Railroad Commissioner,,REP,Weston Martinez,43,2,7,10,23,1
Rockwall,002C,Railroad Commissioner,,REP,Weston Martinez,150,30,57,42,19,2
Rockwall,0003,Railroad Commissioner,,REP,Weston Martinez,4,1,2,0,1,0
Rockwall,003A,Railroad Commissioner,,REP,Weston Martinez,39,3,6,15,14,1
Rockwall,003B,Railroad Commissioner,,REP,Weston Martinez,77,7,10,36,21,3
Rockwall,003C,Railroad Commissioner,,REP,Weston Martinez,80,9,26,14,27,4
Rockwall,003D,Railroad Commissioner,,REP,Weston Martinez,146,24,45,25,50,2
Rockwall,0004,Railroad Commissioner,,REP,Weston Martinez,59,10,13,13,15,8
Rockwall,004A,Railroad Commissioner,,REP,Weston Martinez,133,18,32,34,48,1
Rockwall,004B,Railroad Commissioner,,REP,Weston Martinez,32,4,1,14,10,3
Rockwall,004C,Railroad Commissioner,,REP,Weston Martinez,65,9,6,25,24,1
Rockwall,0001,Railroad Commissioner,,REP,John Greytok,63,16,19,9,15,4
Rockwall,001A,Railroad Commissioner,,REP,John Greytok,41,10,11,13,6,1
Rockwall,001B,Railroad Commissioner,,REP,John Greytok,77,18,17,10,27,5
Rockwall,001C,Railroad Commissioner,,REP,John Greytok,45,9,17,10,8,1
Rockwall,0002,Railroad Commissioner,,REP,John Greytok,57,11,18,3,20,5
Rockwall,002A,Railroad Commissioner,,REP,John Greytok,44,4,10,5,21,4
Rockwall,002B,Railroad Commissioner,,REP,John Greytok,30,5,8,9,5,3
Rockwall,002C,Railroad Commissioner,,REP,John Greytok,78,11,21,33,12,1
Rockwall,0003,Railroad Commissioner,,REP,John Greytok,6,0,4,1,1,0
Rockwall,003A,Railroad Commissioner,,REP,John Greytok,20,5,7,6,1,1
Rockwall,003B,Railroad Commissioner,,REP,John Greytok,26,5,8,13,0,0
Rockwall,003C,Railroad Commissioner,,REP,John Greytok,59,7,19,16,16,1
Rockwall,003D,Railroad Commissioner,,REP,John Greytok,93,14,15,10,51,3
Rockwall,0004,Railroad Commissioner,,REP,John Greytok,36,9,9,6,9,3
Rockwall,004A,Railroad Commissioner,,REP,John Greytok,66,11,17,17,20,1
Rockwall,004B,Railroad Commissioner,,REP,John Greytok,17,0,1,11,5,0
Rockwall,004C,Railroad Commissioner,,REP,John Greytok,35,4,4,20,7,0
Rockwall,0001,Railroad Commissioner,,REP,Lance N. Christian,225,36,67,39,71,12
Rockwall,001A,Railroad Commissioner,,REP,Lance N. Christian,137,16,28,53,30,10
Rockwall,001B,Railroad Commissioner,,REP,Lance N. Christian,183,24,56,25,71,7
Rockwall,001C,Railroad Commissioner,,REP,Lance N. Christian,146,27,36,24,48,11
Rockwall,0002,Railroad Commissioner,,REP,Lance N. Christian,186,44,51,22,51,18
Rockwall,002A,Railroad Commissioner,,REP,Lance N. Christian,174,27,40,24,66,17
Rockwall,002B,Railroad Commissioner,,REP,Lance N. Christian,70,7,17,19,24,3
Rockwall,002C,Railroad Commissioner,,REP,Lance N. Christian,251,47,70,84,42,8
Rockwall,0003,Railroad Commissioner,,REP,Lance N. Christian,12,4,4,1,2,1
Rockwall,003A,Railroad Commissioner,,REP,Lance N. Christian,26,2,3,14,6,1
Rockwall,003B,Railroad Commissioner,,REP,Lance N. Christian,71,11,24,21,15,0
Rockwall,003C,Railroad Commissioner,,REP,Lance N. Christian,123,16,47,38,17,5
Rockwall,003D,Railroad Commissioner,,REP,Lance N. Christian,152,15,53,32,49,3
Rockwall,0004,Railroad Commissioner,,REP,Lance N. Christian,107,23,37,19,20,8
Rockwall,004A,Railroad Commissioner,,REP,Lance N. Christian,173,20,36,38,64,15
Rockwall,004B,Railroad Commissioner,,REP,Lance N. Christian,42,10,1,18,11,2
Rockwall,004C,Railroad Commissioner,,REP,Lance N. Christian,59,9,5,24,17,4
Rockwall,0001,Railroad Commissioner,,REP,Doug Jeffrey,163,25,45,30,59,4
Rockwall,001A,Railroad Commissioner,,REP,Doug Jeffrey,85,9,13,30,25,8
Rockwall,001B,Railroad Commissioner,,REP,Doug Jeffrey,155,26,43,20,55,11
Rockwall,001C,Railroad Commissioner,,REP,Doug Jeffrey,138,20,37,38,38,5
Rockwall,0002,Railroad Commissioner,,REP,Doug Jeffrey,128,14,48,20,42,4
Rockwall,002A,Railroad Commissioner,,REP,Doug Jeffrey,100,14,34,13,34,5
Rockwall,002B,Railroad Commissioner,,REP,Doug Jeffrey,40,5,7,11,15,2
Rockwall,002C,Railroad Commissioner,,REP,Doug Jeffrey,165,22,53,62,25,3
Rockwall,0003,Railroad Commissioner,,REP,Doug Jeffrey,11,0,4,4,1,2
Rockwall,003A,Railroad Commissioner,,REP,Doug Jeffrey,31,0,6,14,10,1
Rockwall,003B,Railroad Commissioner,,REP,Doug Jeffrey,100,6,21,45,28,0
Rockwall,003C,Railroad Commissioner,,REP,Doug Jeffrey,104,18,31,28,25,2
Rockwall,003D,Railroad Commissioner,,REP,Doug Jeffrey,160,21,43,20,71,5
Rockwall,0004,Railroad Commissioner,,REP,Doug Jeffrey,66,9,17,13,20,7
Rockwall,004A,Railroad Commissioner,,REP,Doug Jeffrey,88,6,16,32,31,3
Rockwall,004B,Railroad Commissioner,,REP,Doug Jeffrey,31,6,3,18,4,0
Rockwall,004C,Railroad Commissioner,,REP,Doug Jeffrey,42,6,1,22,10,3
Rockwall,0001,Railroad Commissioner,,REP,Ron Hale,145,27,42,27,43,6
Rockwall,001A,Railroad Commissioner,,REP,Ron Hale,98,19,22,30,23,4
Rockwall,001B,Railroad Commissioner,,REP,Ron Hale,155,21,39,20,65,10
Rockwall,001C,Railroad Commissioner,,REP,Ron Hale,133,13,33,47,32,8
Rockwall,0002,Railroad Commissioner,,REP,Ron Hale,146,17,56,18,40,15
Rockwall,002A,Railroad Commissioner,,REP,Ron Hale,134,25,32,19,48,10
Rockwall,002B,Railroad Commissioner,,REP,Ron Hale,66,7,19,18,20,2
Rockwall,002C,Railroad Commissioner,,REP,Ron Hale,175,26,53,66,24,6
Rockwall,0003,Railroad Commissioner,,REP,Ron Hale,8,2,1,0,4,1
Rockwall,003A,Railroad Commissioner,,REP,Ron Hale,36,3,2,18,12,1
Rockwall,003B,Railroad Commissioner,,REP,Ron Hale,95,7,18,50,18,2
Rockwall,003C,Railroad Commissioner,,REP,Ron Hale,89,11,27,26,24,1
Rockwall,003D,Railroad Commissioner,,REP,Ron Hale,159,32,40,33,47,7
Rockwall,0004,Railroad Commissioner,,REP,Ron Hale,92,9,21,26,24,12
Rockwall,004A,Railroad Commissioner,,REP,Ron Hale,155,12,24,50,59,10
Rockwall,004B,Railroad Commissioner,,REP,Ron Hale,56,9,4,30,12,1
Rockwall,004C,Railroad Commissioner,,REP,Ron Hale,77,7,8,40,21,1
Rockwall,0001,Railroad Commissioner,,REP,Gary Gates,189,44,66,21,45,13
Rockwall,001A,Railroad Commissioner,,REP,Gary Gates,103,20,26,32,19,6
Rockwall,001B,Railroad Commissioner,,REP,Gary Gates,168,32,59,19,45,13
Rockwall,001C,Railroad Commissioner,,REP,Gary Gates,109,29,22,21,35,2
Rockwall,0002,Railroad Commissioner,,REP,Gary Gates,153,47,46,20,30,10
Rockwall,002A,Railroad Commissioner,,REP,Gary Gates,122,27,36,22,30,7
Rockwall,002B,Railroad Commissioner,,REP,Gary Gates,72,10,16,19,25,2
Rockwall,002C,Railroad Commissioner,,REP,Gary Gates,225,41,83,76,23,2
Rockwall,0003,Railroad Commissioner,,REP,Gary Gates,11,3,4,0,3,1
Rockwall,003A,Railroad Commissioner,,REP,Gary Gates,24,2,5,9,5,3
Rockwall,003B,Railroad Commissioner,,REP,Gary Gates,67,7,25,24,11,0
Rockwall,003C,Railroad Commissioner,,REP,Gary Gates,100,17,36,22,16,9
Rockwall,003D,Railroad Commissioner,,REP,Gary Gates,170,32,34,36,55,13
Rockwall,0004,Railroad Commissioner,,REP,Gary Gates,94,22,20,24,22,6
Rockwall,004A,Railroad Commissioner,,REP,Gary Gates,152,31,33,32,51,5
Rockwall,004B,Railroad Commissioner,,REP,Gary Gates,38,11,2,16,7,2
Rockwall,004C,Railroad Commissioner,,REP,Gary Gates,68,14,3,42,9,0
Rockwall,0001,Railroad Commissioner,,REP,Wayne Christian,185,34,64,34,44,9
Rockwall,001A,Railroad Commissioner,,REP,Wayne Christian,95,10,26,37,16,6
Rockwall,001B,Railroad Commissioner,,REP,Wayne Christian,191,32,68,29,55,7
Rockwall,001C,Railroad Commissioner,,REP,Wayne Christian,154,46,33,37,33,5
Rockwall,0002,Railroad Commissioner,,REP,Wayne Christian,194,29,68,21,54,22
Rockwall,002A,Railroad Commissioner,,REP,Wayne Christian,154,32,50,16,44,12
Rockwall,002B,Railroad Commissioner,,REP,Wayne Christian,71,11,19,17,17,7
Rockwall,002C,Railroad Commissioner,,REP,Wayne Christian,211,39,76,71,16,9
Rockwall,0003,Railroad Commissioner,,REP,Wayne Christian,14,3,6,1,2,2
Rockwall,003A,Railroad Commissioner,,REP,Wayne Christian,29,7,6,7,5,4
Rockwall,003B,Railroad Commissioner,,REP,Wayne Christian,80,10,13,39,15,3
Rockwall,003C,Railroad Commissioner,,REP,Wayne Christian,160,30,51,38,28,13
Rockwall,003D,Railroad Commissioner,,REP,Wayne Christian,209,43,70,25,60,11
Rockwall,0004,Railroad Commissioner,,REP,Wayne Christian,106,18,21,41,21,5
Rockwall,004A,Railroad Commissioner,,REP,Wayne Christian,157,20,30,41,63,3
Rockwall,004B,Railroad Commissioner,,REP,Wayne Christian,43,11,1,23,4,4
Rockwall,004C,Railroad Commissioner,,REP,Wayne Christian,81,15,4,38,19,5
Rockwall,0001,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,Railroad Commissioner,,REP,OVER VOTES,2,0,0,2,0,0
Rockwall,0003,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,Railroad Commissioner,,REP,UNDER VOTES,551,74,178,73,196,30
Rockwall,001A,Railroad Commissioner,,REP,UNDER VOTES,244,27,61,69,80,7
Rockwall,001B,Railroad Commissioner,,REP,UNDER VOTES,497,89,150,77,173,8
Rockwall,001C,Railroad Commissioner,,REP,UNDER VOTES,410,64,115,90,132,9
Rockwall,0002,Railroad Commissioner,,REP,UNDER VOTES,473,68,150,78,151,26
Rockwall,002A,Railroad Commissioner,,REP,UNDER VOTES,462,94,108,79,156,25
Rockwall,002B,Railroad Commissioner,,REP,UNDER VOTES,149,16,38,43,50,2
Rockwall,002C,Railroad Commissioner,,REP,UNDER VOTES,510,78,244,64,106,18
Rockwall,0003,Railroad Commissioner,,REP,UNDER VOTES,42,5,15,8,9,5
Rockwall,003A,Railroad Commissioner,,REP,UNDER VOTES,75,6,17,20,26,6
Rockwall,003B,Railroad Commissioner,,REP,UNDER VOTES,157,20,39,58,36,4
Rockwall,003C,Railroad Commissioner,,REP,UNDER VOTES,455,70,146,114,105,20
Rockwall,003D,Railroad Commissioner,,REP,UNDER VOTES,404,42,109,77,161,15
Rockwall,0004,Railroad Commissioner,,REP,UNDER VOTES,249,41,63,50,81,14
Rockwall,004A,Railroad Commissioner,,REP,UNDER VOTES,378,37,75,113,138,15
Rockwall,004B,Railroad Commissioner,,REP,UNDER VOTES,97,26,11,32,25,3
Rockwall,004C,Railroad Commissioner,,REP,UNDER VOTES,131,9,13,70,37,2
Rockwall,0001,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,688,133,207,100,213,35
Rockwall,001A,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,372,52,80,129,92,19
Rockwall,001B,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,634,104,202,83,221,24
Rockwall,001C,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,502,97,118,105,159,23
Rockwall,0002,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,554,91,191,69,161,42
Rockwall,002A,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,512,96,133,81,161,41
Rockwall,002B,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,215,23,53,58,74,7
Rockwall,002C,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,729,116,247,245,101,20
Rockwall,0003,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,29,4,9,4,9,3
Rockwall,003A,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,112,14,20,40,31,7
Rockwall,003B,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,274,25,62,121,63,3
Rockwall,003C,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,400,57,141,83,99,20
Rockwall,003D,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,561,91,147,95,211,17
Rockwall,0004,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,291,51,73,58,80,29
Rockwall,004A,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,502,53,101,142,183,23
Rockwall,004B,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,130,20,3,72,31,4
Rockwall,004C,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,209,26,12,110,59,2
Rockwall,0001,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,542,82,165,110,159,26
Rockwall,001A,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,312,46,63,105,72,26
Rockwall,001B,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,522,92,153,72,173,32
Rockwall,001C,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,393,74,104,103,97,15
Rockwall,0002,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,493,89,173,59,128,44
Rockwall,002A,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,412,75,115,47,144,31
Rockwall,002B,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,201,27,43,53,65,13
Rockwall,002C,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,608,98,202,218,78,12
Rockwall,0003,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,33,9,13,4,5,2
Rockwall,003A,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,96,7,11,46,25,7
Rockwall,003B,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,239,30,53,100,50,6
Rockwall,003C,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,402,61,125,124,74,18
Rockwall,003D,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,578,94,154,94,206,30
Rockwall,0004,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,306,50,63,96,68,29
Rockwall,004A,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,467,70,90,113,174,20
Rockwall,004B,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,130,36,6,53,26,9
Rockwall,004C,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,229,41,14,109,53,12
Rockwall,0001,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,446,60,153,47,164,22
Rockwall,001A,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,203,19,57,56,70,1
Rockwall,001B,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,405,70,112,65,152,6
Rockwall,001C,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,337,52,95,74,109,7
Rockwall,0002,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,395,63,115,67,130,20
Rockwall,002A,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,386,70,95,67,138,16
Rockwall,002B,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,125,13,35,35,40,2
Rockwall,002C,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,453,80,208,60,88,17
Rockwall,0003,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,46,5,18,7,9,7
Rockwall,003A,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,72,7,21,17,23,4
Rockwall,003B,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,160,18,43,65,31,3
Rockwall,003C,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,368,60,117,89,85,17
Rockwall,003D,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,354,38,108,69,127,12
Rockwall,0004,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,212,40,65,38,64,5
Rockwall,004A,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,333,32,72,102,117,10
Rockwall,004B,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,96,21,15,37,21,2
Rockwall,004C,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,120,6,18,62,32,2
Rockwall,0001,"Justice, Supreme Court, Place 5",,REP,Rick Green,605,103,179,99,207,17
Rockwall,001A,"Justice, Supreme Court, Place 5",,REP,Rick Green,339,43,72,118,84,22
Rockwall,001B,"Justice, Supreme Court, Place 5",,REP,Rick Green,584,104,180,75,204,21
Rockwall,001C,"Justice, Supreme Court, Place 5",,REP,Rick Green,452,77,103,120,136,16
Rockwall,0002,"Justice, Supreme Court, Place 5",,REP,Rick Green,484,62,174,62,142,44
Rockwall,002A,"Justice, Supreme Court, Place 5",,REP,Rick Green,436,68,122,65,156,25
Rockwall,002B,"Justice, Supreme Court, Place 5",,REP,Rick Green,219,27,46,57,80,9
Rockwall,002C,"Justice, Supreme Court, Place 5",,REP,Rick Green,627,98,226,198,92,13
Rockwall,0003,"Justice, Supreme Court, Place 5",,REP,Rick Green,23,5,10,1,5,2
Rockwall,003A,"Justice, Supreme Court, Place 5",,REP,Rick Green,103,10,21,39,23,10
Rockwall,003B,"Justice, Supreme Court, Place 5",,REP,Rick Green,297,31,55,137,69,5
Rockwall,003C,"Justice, Supreme Court, Place 5",,REP,Rick Green,403,50,129,112,96,16
Rockwall,003D,"Justice, Supreme Court, Place 5",,REP,Rick Green,613,93,159,97,237,27
Rockwall,0004,"Justice, Supreme Court, Place 5",,REP,Rick Green,309,42,71,83,84,29
Rockwall,004A,"Justice, Supreme Court, Place 5",,REP,Rick Green,512,53,92,130,214,23
Rockwall,004B,"Justice, Supreme Court, Place 5",,REP,Rick Green,139,29,4,62,35,9
Rockwall,004C,"Justice, Supreme Court, Place 5",,REP,Rick Green,245,38,17,121,62,7
Rockwall,0001,"Justice, Supreme Court, Place 5",,REP,Paul Green,492,86,150,75,149,32
Rockwall,001A,"Justice, Supreme Court, Place 5",,REP,Paul Green,288,44,65,92,73,14
Rockwall,001B,"Justice, Supreme Court, Place 5",,REP,Paul Green,495,81,144,66,171,33
Rockwall,001C,"Justice, Supreme Court, Place 5",,REP,Paul Green,369,77,108,72,94,18
Rockwall,0002,"Justice, Supreme Court, Place 5",,REP,Paul Green,466,100,161,46,124,35
Rockwall,002A,"Justice, Supreme Court, Place 5",,REP,Paul Green,425,82,116,60,127,40
Rockwall,002B,"Justice, Supreme Court, Place 5",,REP,Paul Green,176,20,45,44,57,10
Rockwall,002C,"Justice, Supreme Court, Place 5",,REP,Paul Green,624,106,196,227,77,18
Rockwall,0003,"Justice, Supreme Court, Place 5",,REP,Paul Green,32,6,9,6,9,2
Rockwall,003A,"Justice, Supreme Court, Place 5",,REP,Paul Green,94,11,11,40,28,4
Rockwall,003B,"Justice, Supreme Court, Place 5",,REP,Paul Green,204,20,56,84,41,3
Rockwall,003C,"Justice, Supreme Court, Place 5",,REP,Paul Green,327,58,113,68,72,16
Rockwall,003D,"Justice, Supreme Court, Place 5",,REP,Paul Green,473,76,131,90,162,14
Rockwall,0004,"Justice, Supreme Court, Place 5",,REP,Paul Green,249,53,63,60,51,22
Rockwall,004A,"Justice, Supreme Court, Place 5",,REP,Paul Green,419,67,87,115,133,17
Rockwall,004B,"Justice, Supreme Court, Place 5",,REP,Paul Green,106,20,4,57,21,4
Rockwall,004C,"Justice, Supreme Court, Place 5",,REP,Paul Green,170,25,9,85,43,8
Rockwall,0001,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,1,0,0,1,0,0
Rockwall,0003,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,572,86,196,76,180,34
Rockwall,001A,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,260,30,63,80,77,10
Rockwall,001B,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,482,81,143,79,171,8
Rockwall,001C,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,411,69,106,90,135,11
Rockwall,0002,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,492,81,144,87,153,27
Rockwall,002A,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,449,91,105,70,160,23
Rockwall,002B,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,146,16,40,45,42,3
Rockwall,002C,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,505,90,235,64,98,18
Rockwall,0003,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,53,7,21,8,9,8
Rockwall,003A,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,83,7,20,24,28,4
Rockwall,003B,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,172,22,47,65,34,4
Rockwall,003C,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,440,70,141,116,90,23
Rockwall,003D,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,407,54,119,71,145,18
Rockwall,0004,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,251,46,67,49,77,12
Rockwall,004A,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,371,35,84,112,127,13
Rockwall,004B,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,111,28,16,43,22,2
Rockwall,004C,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,143,10,18,75,39,1
Rockwall,0001,"Justice, Supreme Court, Place 9",,REP,Joe Pool,589,91,177,99,198,24
Rockwall,001A,"Justice, Supreme Court, Place 9",,REP,Joe Pool,332,45,73,110,86,18
Rockwall,001B,"Justice, Supreme Court, Place 9",,REP,Joe Pool,575,92,174,71,213,25
Rockwall,001C,"Justice, Supreme Court, Place 9",,REP,Joe Pool,445,78,103,126,128,10
Rockwall,0002,"Justice, Supreme Court, Place 9",,REP,Joe Pool,498,77,165,64,155,37
Rockwall,002A,"Justice, Supreme Court, Place 9",,REP,Joe Pool,433,80,112,53,161,27
