county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,021-MONTE VISTA RET CTR,"CITY REP OF EL PASO, DIST 1",,PETER SVARZBEIN,NP,326,72,0,26,424
El Paso,021-MONTE VISTA RET CTR,"CITY REP OF EL PASO, DIST 1",,CARLOS F CORRAL,NP,118,32,0,9,159
El Paso,021-MONTE VISTA RET CTR,"CITY REP OF EL PASO, DIST 1",,RICK BONART,NP,280,43,0,24,347
El Paso,021-MONTE VISTA RET CTR,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,519,112,0,48,679
El Paso,021-MONTE VISTA RET CTR,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,436,84,0,40,560
El Paso,021-MONTE VISTA RET CTR,Straight Party,,REPUBLICAN,REP,268,68,0,20,356
El Paso,021-MONTE VISTA RET CTR,Straight Party,,DEMOCRAT,DEM,288,65,0,43,396
El Paso,021-MONTE VISTA RET CTR,Straight Party,,LIBERTARIAN,LIB,3,1,0,1,5
El Paso,021-MONTE VISTA RET CTR,U.S. Senate,,TED CRUZ,REP,455,103,0,30,588
El Paso,021-MONTE VISTA RET CTR,U.S. Senate,,BETO OROURKE,DEM,592,125,0,74,791
El Paso,021-MONTE VISTA RET CTR,U.S. Senate,,NEAL M DIKEMAN,LIB,2,1,0,1,4
El Paso,021-MONTE VISTA RET CTR,U.S. House,16,RICK SEEBERGER,REP,469,105,0,29,603
El Paso,021-MONTE VISTA RET CTR,U.S. House,16,VERONICA ESCOBAR,DEM,529,106,0,67,702
El Paso,021-MONTE VISTA RET CTR,U.S. House,16,BEN MENDOZA,IND,34,11,0,4,49
El Paso,021-MONTE VISTA RET CTR,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,021-MONTE VISTA RET CTR,GOVERNOR,,GREG ABBOTT,REP,537,129,0,39,705
El Paso,021-MONTE VISTA RET CTR,GOVERNOR,,LUPE VALDEZ,DEM,475,94,0,59,628
El Paso,021-MONTE VISTA RET CTR,GOVERNOR,,MARK JAY TIPPETTS,LIB,22,4,0,4,30
El Paso,021-MONTE VISTA RET CTR,Lieutenant Governor,,DAN PATRICK,REP,497,119,0,30,646
El Paso,021-MONTE VISTA RET CTR,Lieutenant Governor,,MIKE COLLIER,DEM,489,96,0,67,652
El Paso,021-MONTE VISTA RET CTR,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,34,3,0,4,41
El Paso,021-MONTE VISTA RET CTR,Attorney General,,KEN PAXTON,REP,474,116,0,27,617
El Paso,021-MONTE VISTA RET CTR,Attorney General,,JUSTIN NELSON,DEM,513,98,0,68,679
El Paso,021-MONTE VISTA RET CTR,Attorney General,,MICHAEL RAY HARRIS,LIB,31,5,0,5,41
El Paso,021-MONTE VISTA RET CTR,Comptroller	of Public Accounts,,GLENN HEGAR,REP,471,113,0,29,613
El Paso,021-MONTE VISTA RET CTR,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,472,88,0,66,626
El Paso,021-MONTE VISTA RET CTR,Comptroller	of Public Accounts,,BEN SANDERS,LIB,55,12,0,5,72
El Paso,021-MONTE VISTA RET CTR,Commissioner of the General Land Office,,GEORGE P BUSH,REP,518,121,0,35,674
El Paso,021-MONTE VISTA RET CTR,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,462,89,0,62,613
El Paso,021-MONTE VISTA RET CTR,Commissioner of the General Land Office,,MATT PINA,LIB,33,8,0,3,44
El Paso,021-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,466,113,0,30,609
El Paso,021-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,501,91,0,66,658
El Paso,021-MONTE VISTA RET CTR,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,33,7,0,4,44
El Paso,021-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,480,114,0,29,623
El Paso,021-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,476,90,0,66,632
El Paso,021-MONTE VISTA RET CTR,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,42,7,0,4,53
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,482,115,0,31,628
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,518,98,0,68,684
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,492,115,0,31,638
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,506,96,0,67,669
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,488,108,0,31,627
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,512,106,0,68,686
El Paso,021-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,484,111,0,29,624
El Paso,021-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,496,96,0,66,658
El Paso,021-MONTE VISTA RET CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,27,9,0,3,39
El Paso,021-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,500,116,0,35,651
El Paso,021-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,501,99,0,63,663
El Paso,021-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,555,122,0,40,717
El Paso,021-MONTE VISTA RET CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,253,43,0,22,318
El Paso,021-MONTE VISTA RET CTR,STATE REPRESENTATIVE,77,EVELINA LINA ORTEGA,DEM,582,126,0,60,768
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,577,123,0,60,760
El Paso,021-MONTE VISTA RET CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,587,124,0,63,774
El Paso,021-MONTE VISTA RET CTR,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,572,122,0,61,755
El Paso,021-MONTE VISTA RET CTR,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,589,122,0,60,771
El Paso,021-MONTE VISTA RET CTR,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,588,129,0,60,777
El Paso,021-MONTE VISTA RET CTR,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,583,121,0,60,764
El Paso,021-MONTE VISTA RET CTR,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,577,122,0,60,759
El Paso,021-MONTE VISTA RET CTR,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,570,122,0,60,752
El Paso,021-MONTE VISTA RET CTR,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,591,129,0,61,781
El Paso,021-MONTE VISTA RET CTR,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,589,127,0,63,779
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,569,123,0,60,752
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,563,122,0,60,745
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,570,124,0,60,754
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,574,124,0,60,758
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,570,123,0,61,754
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,595,127,0,64,786
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,563,122,0,61,746
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,563,121,0,60,744
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,568,124,0,60,752
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,581,124,0,63,768
El Paso,021-MONTE VISTA RET CTR,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,562,121,0,61,744
El Paso,021-MONTE VISTA RET CTR,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,569,125,0,62,756
El Paso,021-MONTE VISTA RET CTR,COUNTY CLERK,,DELIA BRIONES,DEM,575,124,0,61,760
El Paso,021-MONTE VISTA RET CTR,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,550,122,0,34,706
El Paso,021-MONTE VISTA RET CTR,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,455,95,0,62,612
El Paso,021-MONTE VISTA RET CTR,JUSTICE OF THE PEACE 7,,IDA GARDNER,REP,527,120,0,33,680
El Paso,021-MONTE VISTA RET CTR,JUSTICE OF THE PEACE 7,,STEPHANIE FRIETZE,DEM,483,91,0,65,639
El Paso,022-WESTERN HILLS UMC,EPISD TAX PROP,,FOR,NP,454,176,1,46,677
El Paso,022-WESTERN HILLS UMC,EPISD TAX PROP,,AGAINST,NP,432,144,0,26,602
El Paso,022-WESTERN HILLS UMC,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,138,59,0,7,204
El Paso,022-WESTERN HILLS UMC,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,119,55,0,3,177
El Paso,022-WESTERN HILLS UMC,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,116,39,0,20,175
El Paso,022-WESTERN HILLS UMC,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,322,89,1,30,442
El Paso,022-WESTERN HILLS UMC,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,78,23,0,1,102
El Paso,022-WESTERN HILLS UMC,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,448,178,1,45,672
El Paso,022-WESTERN HILLS UMC,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,377,118,0,27,522
El Paso,022-WESTERN HILLS UMC,Straight Party,,REPUBLICAN,REP,187,72,0,15,274
El Paso,022-WESTERN HILLS UMC,Straight Party,,DEMOCRAT,DEM,378,147,0,34,559
El Paso,022-WESTERN HILLS UMC,Straight Party,,LIBERTARIAN,LIB,5,1,0,1,7
El Paso,022-WESTERN HILLS UMC,U.S. Senate,,TED CRUZ,REP,300,119,0,22,441
El Paso,022-WESTERN HILLS UMC,U.S. Senate,,BETO OROURKE,DEM,646,233,1,58,938
El Paso,022-WESTERN HILLS UMC,U.S. Senate,,NEAL M DIKEMAN,LIB,4,1,0,0,5
El Paso,022-WESTERN HILLS UMC,U.S. House,16,RICK SEEBERGER,REP,314,118,0,26,458
El Paso,022-WESTERN HILLS UMC,U.S. House,16,VERONICA ESCOBAR,DEM,579,209,1,52,841
El Paso,022-WESTERN HILLS UMC,U.S. House,16,BEN MENDOZA,IND,40,14,0,2,56
El Paso,022-WESTERN HILLS UMC,U.S. House,16,Write-In,NP,3,2,0,0,5
El Paso,022-WESTERN HILLS UMC,GOVERNOR,,GREG ABBOTT,REP,358,144,1,31,534
El Paso,022-WESTERN HILLS UMC,GOVERNOR,,LUPE VALDEZ,DEM,559,193,0,47,799
El Paso,022-WESTERN HILLS UMC,GOVERNOR,,MARK JAY TIPPETTS,LIB,27,7,0,2,36
El Paso,022-WESTERN HILLS UMC,Lieutenant Governor,,DAN PATRICK,REP,329,133,1,25,488
El Paso,022-WESTERN HILLS UMC,Lieutenant Governor,,MIKE COLLIER,DEM,577,195,0,54,826
El Paso,022-WESTERN HILLS UMC,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,29,10,0,1,40
El Paso,022-WESTERN HILLS UMC,Attorney General,,KEN PAXTON,REP,320,127,1,24,472
El Paso,022-WESTERN HILLS UMC,Attorney General,,JUSTIN NELSON,DEM,588,192,0,53,833
El Paso,022-WESTERN HILLS UMC,Attorney General,,MICHAEL RAY HARRIS,LIB,26,17,0,3,46
El Paso,022-WESTERN HILLS UMC,Comptroller	of Public Accounts,,GLENN HEGAR,REP,318,118,1,26,463
El Paso,022-WESTERN HILLS UMC,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,546,183,0,48,777
El Paso,022-WESTERN HILLS UMC,Comptroller	of Public Accounts,,BEN SANDERS,LIB,54,28,0,5,87
El Paso,022-WESTERN HILLS UMC,Commissioner of the General Land Office,,GEORGE P BUSH,REP,343,126,1,34,504
El Paso,022-WESTERN HILLS UMC,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,551,191,0,42,784
El Paso,022-WESTERN HILLS UMC,Commissioner of the General Land Office,,MATT PINA,LIB,27,14,0,2,43
El Paso,022-WESTERN HILLS UMC,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,303,118,0,25,446
El Paso,022-WESTERN HILLS UMC,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,573,193,0,48,814
El Paso,022-WESTERN HILLS UMC,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,42,15,1,3,61
El Paso,022-WESTERN HILLS UMC,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,320,122,1,28,471
El Paso,022-WESTERN HILLS UMC,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,556,188,0,48,792
El Paso,022-WESTERN HILLS UMC,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,41,17,0,1,59
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,315,124,0,25,464
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,604,204,1,50,859
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,318,123,0,27,468
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,597,204,1,48,850
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,311,125,0,28,464
El Paso,022-WESTERN HILLS UMC,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,603,203,1,47,854
El Paso,022-WESTERN HILLS UMC,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,308,116,1,27,452
El Paso,022-WESTERN HILLS UMC,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,571,201,0,46,818
El Paso,022-WESTERN HILLS UMC,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,36,11,0,2,49
El Paso,022-WESTERN HILLS UMC,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,328,122,1,31,482
El Paso,022-WESTERN HILLS UMC,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,585,202,0,46,833
El Paso,022-WESTERN HILLS UMC,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,397,139,1,35,572
El Paso,022-WESTERN HILLS UMC,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,281,95,0,9,385
El Paso,022-WESTERN HILLS UMC,STATE REPRESENTATIVE,77,EVELINA LINA ORTEGA,DEM,633,219,1,55,908
El Paso,022-WESTERN HILLS UMC,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,622,216,1,56,895
El Paso,022-WESTERN HILLS UMC,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,633,218,1,55,907
El Paso,022-WESTERN HILLS UMC,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,617,220,1,55,893
El Paso,022-WESTERN HILLS UMC,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,620,217,1,55,893
El Paso,022-WESTERN HILLS UMC,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,631,220,1,54,906
El Paso,022-WESTERN HILLS UMC,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,627,216,1,55,899
El Paso,022-WESTERN HILLS UMC,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,620,216,1,56,893
El Paso,022-WESTERN HILLS UMC,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,615,217,1,54,887
El Paso,022-WESTERN HILLS UMC,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,618,217,1,55,891
El Paso,022-WESTERN HILLS UMC,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,624,218,1,54,897
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,617,214,1,54,886
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,615,215,1,54,885
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,616,214,1,54,885
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,620,216,1,54,891
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,615,217,1,54,887
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,640,217,1,53,911
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,608,216,1,54,879
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,612,215,1,54,882
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,614,217,1,54,886
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,627,217,1,54,899
El Paso,022-WESTERN HILLS UMC,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,613,213,1,54,881
El Paso,022-WESTERN HILLS UMC,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,620,213,1,55,889
El Paso,022-WESTERN HILLS UMC,COUNTY CLERK,,DELIA BRIONES,DEM,622,216,1,55,894
El Paso,022-WESTERN HILLS UMC,COUNTY COMMISSIONER 4,,ANDREW HAGGERTY,REP,380,134,0,31,545
El Paso,022-WESTERN HILLS UMC,COUNTY COMMISSIONER 4,,CARL L ROBINSON,DEM,527,185,1,46,759
El Paso,022-WESTERN HILLS UMC,JUSTICE OF THE PEACE 1,,ROBERT T PEARSON,DEM,618,218,1,55,892
El Paso,023-CARLOS RIVERA ELEM,EPISD TAX PROP,,FOR,NP,305,78,0,37,420
El Paso,023-CARLOS RIVERA ELEM,EPISD TAX PROP,,AGAINST,NP,306,80,1,21,408
El Paso,023-CARLOS RIVERA ELEM,"CITY REP OF EL PASO, DIST 1",,VERONICA RONI FRESCA,NP,99,38,0,6,143
El Paso,023-CARLOS RIVERA ELEM,"CITY REP OF EL PASO, DIST 1",,PETER SVARZBEIN,NP,206,41,1,23,271
El Paso,023-CARLOS RIVERA ELEM,"CITY REP OF EL PASO, DIST 1",,CARLOS F CORRAL,NP,83,29,0,9,121
El Paso,023-CARLOS RIVERA ELEM,"CITY REP OF EL PASO, DIST 1",,RICK BONART,NP,192,32,0,13,237
El Paso,023-CARLOS RIVERA ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,314,89,0,35,438
El Paso,023-CARLOS RIVERA ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,251,62,1,20,334
El Paso,023-CARLOS RIVERA ELEM,Straight Party,,REPUBLICAN,REP,169,35,0,6,210
El Paso,023-CARLOS RIVERA ELEM,Straight Party,,DEMOCRAT,DEM,182,62,1,29,274
El Paso,023-CARLOS RIVERA ELEM,Straight Party,,LIBERTARIAN,LIB,1,2,0,0,3
El Paso,023-CARLOS RIVERA ELEM,U.S. Senate,,TED CRUZ,REP,288,51,0,19,358
El Paso,023-CARLOS RIVERA ELEM,U.S. Senate,,BETO OROURKE,DEM,359,111,1,52,523
El Paso,023-CARLOS RIVERA ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,2,4,0,0,6
El Paso,023-CARLOS RIVERA ELEM,U.S. House,16,RICK SEEBERGER,REP,295,50,0,19,364
El Paso,023-CARLOS RIVERA ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,325,99,1,50,475
El Paso,023-CARLOS RIVERA ELEM,U.S. House,16,BEN MENDOZA,IND,16,12,0,0,28
El Paso,023-CARLOS RIVERA ELEM,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,023-CARLOS RIVERA ELEM,GOVERNOR,,GREG ABBOTT,REP,344,68,0,24,436
El Paso,023-CARLOS RIVERA ELEM,GOVERNOR,,LUPE VALDEZ,DEM,285,86,1,46,418
El Paso,023-CARLOS RIVERA ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,15,5,0,0,20
El Paso,023-CARLOS RIVERA ELEM,Lieutenant Governor,,DAN PATRICK,REP,323,59,0,18,400
El Paso,023-CARLOS RIVERA ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,298,88,1,48,435
El Paso,023-CARLOS RIVERA ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,12,7,0,0,19
El Paso,023-CARLOS RIVERA ELEM,Attorney General,,KEN PAXTON,REP,305,53,0,22,380
El Paso,023-CARLOS RIVERA ELEM,Attorney General,,JUSTIN NELSON,DEM,310,95,1,46,452
El Paso,023-CARLOS RIVERA ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,17,10,0,0,27
El Paso,023-CARLOS RIVERA ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,314,56,0,20,390
El Paso,023-CARLOS RIVERA ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,277,81,1,45,404
El Paso,023-CARLOS RIVERA ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,29,15,0,0,44
El Paso,023-CARLOS RIVERA ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,347,68,0,26,441
El Paso,023-CARLOS RIVERA ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,271,81,1,41,394
El Paso,023-CARLOS RIVERA ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,15,9,0,0,24
El Paso,023-CARLOS RIVERA ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,309,60,0,19,388
El Paso,023-CARLOS RIVERA ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,296,88,1,46,431
El Paso,023-CARLOS RIVERA ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,22,5,0,0,27
El Paso,023-CARLOS RIVERA ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,322,57,0,22,401
El Paso,023-CARLOS RIVERA ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,277,86,1,43,407
El Paso,023-CARLOS RIVERA ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,24,9,0,0,33
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,303,61,0,20,384
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,312,95,1,47,455
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,311,57,0,21,389
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,305,97,1,46,449
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,318,59,0,26,403
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,298,96,1,41,436
El Paso,023-CARLOS RIVERA ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,304,56,0,21,381
El Paso,023-CARLOS RIVERA ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,292,95,1,46,434
El Paso,023-CARLOS RIVERA ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,23,6,0,1,30
El Paso,023-CARLOS RIVERA ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,325,64,0,27,416
El Paso,023-CARLOS RIVERA ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,291,92,1,41,425
El Paso,023-CARLOS RIVERA ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,362,76,0,34,472
El Paso,023-CARLOS RIVERA ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,127,33,0,14,174
El Paso,023-CARLOS RIVERA ELEM,STATE REPRESENTATIVE,77,EVELINA LINA ORTEGA,DEM,351,106,1,47,505
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,346,106,1,46,499
El Paso,023-CARLOS RIVERA ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,359,108,1,47,515
El Paso,023-CARLOS RIVERA ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,353,104,1,48,506
El Paso,023-CARLOS RIVERA ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,356,103,1,49,509
El Paso,023-CARLOS RIVERA ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,356,107,1,48,512
El Paso,023-CARLOS RIVERA ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,346,107,1,47,501
El Paso,023-CARLOS RIVERA ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,345,105,1,47,498
