county,precinct,office,district,candidate,party,votes,early_voting,early_voting_paper,election_day_machine,provisional
Williamson,0198,U.S. Senate,,Beto O'Rourke,DEM,330,168,12,150,0
Williamson,0201,U.S. Senate,,Beto O'Rourke,DEM,377,217,11,149,0
Williamson,0202,U.S. Senate,,Beto O'Rourke,DEM,83,46,11,26,0
Williamson,0204,U.S. Senate,,Beto O'Rourke,DEM,347,217,5,125,0
Williamson,0206,U.S. Senate,,Beto O'Rourke,DEM,76,46,6,23,1
Williamson,0207,U.S. Senate,,Beto O'Rourke,DEM,153,54,13,84,2
Williamson,0216,U.S. Senate,,Beto O'Rourke,DEM,229,132,14,83,0
Williamson,0218,U.S. Senate,,Beto O'Rourke,DEM,342,178,13,151,0
Williamson,0253,U.S. Senate,,Beto O'Rourke,DEM,196,92,13,91,0
Williamson,0254,U.S. Senate,,Beto O'Rourke,DEM,172,98,11,63,0
Williamson,0259,U.S. Senate,,Beto O'Rourke,DEM,174,80,10,84,0
Williamson,0263,U.S. Senate,,Beto O'Rourke,DEM,174,86,9,78,1
Williamson,0264,U.S. Senate,,Beto O'Rourke,DEM,197,92,5,100,0
Williamson,0266,U.S. Senate,,Beto O'Rourke,DEM,244,122,15,107,0
Williamson,0267,U.S. Senate,,Beto O'Rourke,DEM,127,64,4,59,0
Williamson,0273,U.S. Senate,,Beto O'Rourke,DEM,293,154,12,125,2
Williamson,0274,U.S. Senate,,Beto O'Rourke,DEM,377,178,13,185,1
Williamson,0275,U.S. Senate,,Beto O'Rourke,DEM,294,130,20,144,0
Williamson,0277,U.S. Senate,,Beto O'Rourke,DEM,428,257,18,153,0
Williamson,0278,U.S. Senate,,Beto O'Rourke,DEM,435,251,12,170,2
Williamson,0283,U.S. Senate,,Beto O'Rourke,DEM,274,156,16,101,1
Williamson,0287,U.S. Senate,,Beto O'Rourke,DEM,283,131,22,130,0
Williamson,0305,U.S. Senate,,Beto O'Rourke,DEM,147,66,7,74,0
Williamson,0309,U.S. Senate,,Beto O'Rourke,DEM,44,10,5,29,0
Williamson,0310,U.S. Senate,,Beto O'Rourke,DEM,46,10,8,27,1
Williamson,0311,U.S. Senate,,Beto O'Rourke,DEM,59,24,3,32,0
Williamson,0312,U.S. Senate,,Beto O'Rourke,DEM,77,30,7,40,0
Williamson,0314,U.S. Senate,,Beto O'Rourke,DEM,248,123,20,102,3
Williamson,0330,U.S. Senate,,Beto O'Rourke,DEM,296,140,17,139,0
Williamson,0331,U.S. Senate,,Beto O'Rourke,DEM,192,71,6,115,0
Williamson,0332,U.S. Senate,,Beto O'Rourke,DEM,216,101,14,100,1
Williamson,0333,U.S. Senate,,Beto O'Rourke,DEM,192,98,12,81,1
Williamson,0337,U.S. Senate,,Beto O'Rourke,DEM,225,95,14,116,0
Williamson,0339,U.S. Senate,,Beto O'Rourke,DEM,143,66,12,65,0
Williamson,0341,U.S. Senate,,Beto O'Rourke,DEM,108,54,15,39,0
Williamson,0342,U.S. Senate,,Beto O'Rourke,DEM,41,20,3,18,0
Williamson,0343,U.S. Senate,,Beto O'Rourke,DEM,253,128,41,83,1
Williamson,0344,U.S. Senate,,Beto O'Rourke,DEM,194,100,11,83,0
Williamson,0345,U.S. Senate,,Beto O'Rourke,DEM,90,54,10,26,0
Williamson,0368,U.S. Senate,,Beto O'Rourke,DEM,238,130,5,102,1
Williamson,0369,U.S. Senate,,Beto O'Rourke,DEM,268,145,15,108,0
Williamson,0370,U.S. Senate,,Beto O'Rourke,DEM,212,119,10,83,0
Williamson,0371,U.S. Senate,,Beto O'Rourke,DEM,108,58,22,27,1
Williamson,0379,U.S. Senate,,Beto O'Rourke,DEM,186,90,25,70,1
Williamson,0381,U.S. Senate,,Beto O'Rourke,DEM,337,182,107,47,1
Williamson,0392,U.S. Senate,,Beto O'Rourke,DEM,259,125,52,78,4
Williamson,0393,U.S. Senate,,Beto O'Rourke,DEM,243,139,46,55,3
Williamson,0394,U.S. Senate,,Beto O'Rourke,DEM,433,280,84,64,5
Williamson,0395,U.S. Senate,,Beto O'Rourke,DEM,149,74,10,65,0
Williamson,0396,U.S. Senate,,Beto O'Rourke,DEM,397,223,89,85,0
Williamson,0402,U.S. Senate,,Beto O'Rourke,DEM,192,77,14,101,0
Williamson,0403,U.S. Senate,,Beto O'Rourke,DEM,109,52,6,51,0
Williamson,0413,U.S. Senate,,Beto O'Rourke,DEM,25,7,5,13,0
Williamson,0415,U.S. Senate,,Beto O'Rourke,DEM,43,13,8,22,0
Williamson,0420,U.S. Senate,,Beto O'Rourke,DEM,198,98,10,90,0
Williamson,0423,U.S. Senate,,Beto O'Rourke,DEM,202,98,10,93,1
Williamson,0424,U.S. Senate,,Beto O'Rourke,DEM,184,117,10,57,0
Williamson,0425,U.S. Senate,,Beto O'Rourke,DEM,7,4,1,2,0
Williamson,0426,U.S. Senate,,Beto O'Rourke,DEM,73,30,5,38,0
Williamson,0427,U.S. Senate,,Beto O'Rourke,DEM,119,60,12,47,0
Williamson,0428,U.S. Senate,,Beto O'Rourke,DEM,120,62,12,45,1
Williamson,0429,U.S. Senate,,Beto O'Rourke,DEM,77,39,3,35,0
Williamson,0434,U.S. Senate,,Beto O'Rourke,DEM,71,24,10,37,0
Williamson,0436,U.S. Senate,,Beto O'Rourke,DEM,11,8,1,2,0
Williamson,0455,U.S. Senate,,Beto O'Rourke,DEM,144,83,5,56,0
Williamson,0456,U.S. Senate,,Beto O'Rourke,DEM,34,14,1,19,0
Williamson,0463,U.S. Senate,,Beto O'Rourke,DEM,298,184,14,98,2
Williamson,0480,U.S. Senate,,Beto O'Rourke,DEM,389,255,21,113,0
Williamson,0484,U.S. Senate,,Beto O'Rourke,DEM,245,137,15,91,2
Williamson,0488,U.S. Senate,,Beto O'Rourke,DEM,148,88,6,54,0
Williamson,0489,U.S. Senate,,Beto O'Rourke,DEM,275,173,11,91,0
Williamson,0490,U.S. Senate,,Beto O'Rourke,DEM,71,35,6,30,0
Williamson,0491,U.S. Senate,,Beto O'Rourke,DEM,265,123,26,116,0
Williamson,Total,U.S. Senate,,Beto O'Rourke,DEM,19188,9823,1365,7954,46
Williamson,0119,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0122,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0135,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0138,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0140,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0145,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0146,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0147,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0149,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0150,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0151,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0152,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0160,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0162,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0172,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0182,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0185,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0186,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0189,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0190,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0197,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0198,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0201,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0202,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0204,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0206,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0207,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0216,U.S. Senate,,Over Votes,DEM,1,0,1,0,0
Williamson,0218,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0253,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0254,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0259,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0263,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0264,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0266,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0267,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0273,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0274,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0275,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0277,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0278,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0283,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0287,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0305,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0309,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0310,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0311,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0312,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0314,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0330,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0331,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0332,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0333,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0337,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0339,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0341,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0342,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0343,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0344,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0345,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0368,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0369,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0370,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0371,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0379,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0381,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0392,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0393,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0394,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0395,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0396,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0402,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0403,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0413,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0415,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0420,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0423,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0424,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0425,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0426,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0427,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0428,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0429,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0434,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0436,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0455,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0456,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0463,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0480,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0484,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0488,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0489,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0490,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,0491,U.S. Senate,,Over Votes,DEM,0,0,0,0,0
Williamson,Total,U.S. Senate,,Over Votes,DEM,1,0,1,0,0
Williamson,0119,U.S. Senate,,Under Votes,DEM,10,6,0,4,0
Williamson,0122,U.S. Senate,,Under Votes,DEM,5,2,1,2,0
Williamson,0135,U.S. Senate,,Under Votes,DEM,5,2,3,0,0
Williamson,0138,U.S. Senate,,Under Votes,DEM,7,1,0,6,0
Williamson,0140,U.S. Senate,,Under Votes,DEM,5,4,0,1,0
Williamson,0145,U.S. Senate,,Under Votes,DEM,5,1,1,3,0
Williamson,0146,U.S. Senate,,Under Votes,DEM,8,1,1,6,0
Williamson,0147,U.S. Senate,,Under Votes,DEM,5,1,1,2,1
Williamson,0149,U.S. Senate,,Under Votes,DEM,4,1,1,2,0
Williamson,0150,U.S. Senate,,Under Votes,DEM,8,5,0,3,0
Williamson,0151,U.S. Senate,,Under Votes,DEM,3,2,0,1,0
Williamson,0152,U.S. Senate,,Under Votes,DEM,5,1,3,1,0
Williamson,0160,U.S. Senate,,Under Votes,DEM,7,5,1,1,0
Williamson,0162,U.S. Senate,,Under Votes,DEM,6,2,0,4,0
Williamson,0172,U.S. Senate,,Under Votes,DEM,3,2,0,1,0
Williamson,0182,U.S. Senate,,Under Votes,DEM,10,0,4,6,0
Williamson,0185,U.S. Senate,,Under Votes,DEM,5,0,0,5,0
Williamson,0186,U.S. Senate,,Under Votes,DEM,10,8,0,2,0
Williamson,0189,U.S. Senate,,Under Votes,DEM,8,5,0,3,0
Williamson,0190,U.S. Senate,,Under Votes,DEM,14,6,1,7,0
Williamson,0197,U.S. Senate,,Under Votes,DEM,4,1,1,2,0
Williamson,0198,U.S. Senate,,Under Votes,DEM,5,2,1,1,1
Williamson,0201,U.S. Senate,,Under Votes,DEM,12,5,2,5,0
Williamson,0202,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0204,U.S. Senate,,Under Votes,DEM,2,1,0,1,0
Williamson,0206,U.S. Senate,,Under Votes,DEM,2,0,0,2,0
Williamson,0207,U.S. Senate,,Under Votes,DEM,5,0,0,5,0
Williamson,0216,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0218,U.S. Senate,,Under Votes,DEM,7,3,2,2,0
Williamson,0253,U.S. Senate,,Under Votes,DEM,8,5,0,3,0
Williamson,0254,U.S. Senate,,Under Votes,DEM,6,3,0,3,0
Williamson,0259,U.S. Senate,,Under Votes,DEM,5,1,0,4,0
Williamson,0263,U.S. Senate,,Under Votes,DEM,5,3,1,1,0
Williamson,0264,U.S. Senate,,Under Votes,DEM,10,1,5,4,0
Williamson,0266,U.S. Senate,,Under Votes,DEM,5,4,0,1,0
Williamson,0267,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0273,U.S. Senate,,Under Votes,DEM,5,1,0,4,0
Williamson,0274,U.S. Senate,,Under Votes,DEM,7,4,0,3,0
Williamson,0275,U.S. Senate,,Under Votes,DEM,4,3,0,1,0
Williamson,0277,U.S. Senate,,Under Votes,DEM,10,5,0,5,0
Williamson,0278,U.S. Senate,,Under Votes,DEM,13,4,0,9,0
Williamson,0283,U.S. Senate,,Under Votes,DEM,7,2,1,4,0
Williamson,0287,U.S. Senate,,Under Votes,DEM,12,7,1,4,0
Williamson,0305,U.S. Senate,,Under Votes,DEM,5,1,1,3,0
Williamson,0309,U.S. Senate,,Under Votes,DEM,1,1,0,0,0
Williamson,0310,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0311,U.S. Senate,,Under Votes,DEM,2,0,1,1,0
Williamson,0312,U.S. Senate,,Under Votes,DEM,4,3,1,0,0
Williamson,0314,U.S. Senate,,Under Votes,DEM,3,2,0,1,0
Williamson,0330,U.S. Senate,,Under Votes,DEM,7,1,2,4,0
Williamson,0331,U.S. Senate,,Under Votes,DEM,3,0,0,3,0
Williamson,0332,U.S. Senate,,Under Votes,DEM,10,3,3,3,1
Williamson,0333,U.S. Senate,,Under Votes,DEM,5,1,0,4,0
Williamson,0337,U.S. Senate,,Under Votes,DEM,3,0,0,3,0
Williamson,0339,U.S. Senate,,Under Votes,DEM,4,1,1,2,0
Williamson,0341,U.S. Senate,,Under Votes,DEM,4,0,3,1,0
Williamson,0342,U.S. Senate,,Under Votes,DEM,2,1,0,1,0
Williamson,0343,U.S. Senate,,Under Votes,DEM,7,2,4,1,0
Williamson,0344,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0345,U.S. Senate,,Under Votes,DEM,1,0,1,0,0
Williamson,0368,U.S. Senate,,Under Votes,DEM,4,2,0,2,0
Williamson,0369,U.S. Senate,,Under Votes,DEM,2,2,0,0,0
Williamson,0370,U.S. Senate,,Under Votes,DEM,5,2,0,3,0
Williamson,0371,U.S. Senate,,Under Votes,DEM,8,4,3,1,0
Williamson,0379,U.S. Senate,,Under Votes,DEM,3,2,1,0,0
Williamson,0381,U.S. Senate,,Under Votes,DEM,11,3,7,1,0
Williamson,0392,U.S. Senate,,Under Votes,DEM,6,2,4,0,0
Williamson,0393,U.S. Senate,,Under Votes,DEM,1,1,0,0,0
Williamson,0394,U.S. Senate,,Under Votes,DEM,9,5,1,2,1
Williamson,0395,U.S. Senate,,Under Votes,DEM,4,3,0,1,0
Williamson,0396,U.S. Senate,,Under Votes,DEM,18,10,6,2,0
Williamson,0402,U.S. Senate,,Under Votes,DEM,9,4,0,5,0
Williamson,0403,U.S. Senate,,Under Votes,DEM,3,0,1,2,0
Williamson,0413,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0415,U.S. Senate,,Under Votes,DEM,8,4,0,4,0
Williamson,0420,U.S. Senate,,Under Votes,DEM,8,5,2,1,0
Williamson,0423,U.S. Senate,,Under Votes,DEM,3,1,2,0,0
Williamson,0424,U.S. Senate,,Under Votes,DEM,7,6,1,0,0
Williamson,0425,U.S. Senate,,Under Votes,DEM,1,0,0,1,0
Williamson,0426,U.S. Senate,,Under Votes,DEM,1,0,0,1,0
Williamson,0427,U.S. Senate,,Under Votes,DEM,2,1,0,1,0
Williamson,0428,U.S. Senate,,Under Votes,DEM,10,3,2,5,0
Williamson,0429,U.S. Senate,,Under Votes,DEM,3,1,0,2,0
Williamson,0434,U.S. Senate,,Under Votes,DEM,5,2,0,3,0
Williamson,0436,U.S. Senate,,Under Votes,DEM,0,0,0,0,0
Williamson,0455,U.S. Senate,,Under Votes,DEM,10,4,0,6,0
Williamson,0456,U.S. Senate,,Under Votes,DEM,4,2,0,2,0
Williamson,0463,U.S. Senate,,Under Votes,DEM,10,5,3,2,0
Williamson,0480,U.S. Senate,,Under Votes,DEM,7,7,0,0,0
Williamson,0484,U.S. Senate,,Under Votes,DEM,2,2,0,0,0
Williamson,0488,U.S. Senate,,Under Votes,DEM,5,2,0,3,0
Williamson,0489,U.S. Senate,,Under Votes,DEM,8,6,0,2,0
Williamson,0490,U.S. Senate,,Under Votes,DEM,1,1,0,0,0
Williamson,0491,U.S. Senate,,Under Votes,DEM,3,1,1,1,0
Williamson,Total,U.S. Senate,,Under Votes,DEM,509,219,82,204,4
Williamson,0119,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,128,66,5,56,1
Williamson,0122,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,96,49,11,36,0
Williamson,0135,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,109,47,8,54,0
Williamson,0138,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,148,68,12,68,0
Williamson,0140,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,84,40,8,36,0
Williamson,0145,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,83,32,6,45,0
Williamson,0146,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,285,115,11,159,0
Williamson,0147,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,164,68,9,87,0
Williamson,0149,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,85,41,10,34,0
Williamson,0150,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,91,36,14,41,0
Williamson,0151,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,127,58,10,59,0
Williamson,0152,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,104,38,6,60,0
Williamson,0160,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,172,84,10,78,0
Williamson,0162,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,149,56,5,88,0
Williamson,0172,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,75,37,9,29,0
Williamson,0182,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,133,67,4,62,0
Williamson,0185,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,92,22,4,66,0
Williamson,0186,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,87,46,5,34,2
Williamson,0189,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,123,60,10,53,0
Williamson,0190,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,196,88,14,94,0
Williamson,0197,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,109,42,5,62,0
Williamson,0198,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,153,82,9,62,0
Williamson,0201,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,189,92,9,88,0
Williamson,0202,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,46,20,9,17,0
Williamson,0204,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,157,97,4,56,0
Williamson,0206,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,54,24,8,22,0
Williamson,0207,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,70,25,8,34,3
Williamson,0216,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,104,61,7,36,0
Williamson,0218,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,186,104,9,73,0
Williamson,0253,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,117,54,5,58,0
Williamson,0254,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,87,45,10,32,0
Williamson,0259,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,106,40,10,55,1
Williamson,0263,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,107,47,9,50,1
Williamson,0264,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,119,49,1,69,0
Williamson,0266,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,134,63,13,58,0
Williamson,0267,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,68,32,3,33,0
Williamson,0273,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,141,66,8,65,2
Williamson,0274,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,180,78,8,94,0
Williamson,0275,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,159,74,6,79,0
Williamson,0277,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,217,124,19,74,0
Williamson,0278,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,246,126,9,109,2
Williamson,0283,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,167,93,13,61,0
Williamson,0287,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,145,61,17,67,0
Williamson,0305,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,68,25,9,34,0
Williamson,0309,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,30,7,5,18,0
Williamson,0310,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,28,4,5,18,1
Williamson,0311,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,32,12,2,18,0
Williamson,0312,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,40,15,8,17,0
Williamson,0314,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,111,49,13,48,1
Williamson,0330,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,148,65,6,77,0
Williamson,0331,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,98,41,3,54,0
Williamson,0332,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,122,52,14,56,0
Williamson,0333,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,84,41,4,38,1
Williamson,0337,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,138,50,10,78,0
Williamson,0339,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,89,43,6,40,0
Williamson,0341,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,62,25,14,23,0
Williamson,0342,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,34,15,5,14,0
Williamson,0343,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,117,49,23,45,0
Williamson,0344,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,111,64,7,40,0
Williamson,0345,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,35,18,4,13,0
Williamson,0368,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,88,51,2,35,0
Williamson,0369,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,121,62,12,47,0
Williamson,0370,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,120,53,8,59,0
Williamson,0371,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,58,30,11,17,0
Williamson,0379,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,107,50,18,39,0
Williamson,0381,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,198,101,62,34,1
Williamson,0392,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,158,60,41,54,3
Williamson,0393,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,146,84,27,34,1
Williamson,0394,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,263,166,52,41,4
Williamson,0395,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,79,36,11,32,0
Williamson,0396,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,262,145,64,53,0
Williamson,0402,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,138,49,11,78,0
Williamson,0403,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,76,37,6,33,0
Williamson,0413,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,20,7,0,13,0
Williamson,0415,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,37,7,4,26,0
Williamson,0420,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,133,61,6,66,0
Williamson,0423,U.S. House,31,"Mary Jennings ""MJ"" Hegar",DEM,126,61,14,50,1
