county,precinct_number,office,district,candidate,party,early_voting,election_day,votes
Bee,12,Lieutenant Governor,,Scott Milder,REP,2,5,7
Bee,12,Lieutenant Governor,,Dan Patrick,REP,10,28,38
Bee,13,Lieutenant Governor,,Michael Cooper,DEM,16,17,33
Bee,13,Lieutenant Governor,,Mike Collier,DEM,11,13,24
Bee,13,Lieutenant Governor,,Scott Milder,REP,12,22,34
Bee,13,Lieutenant Governor,,Dan Patrick,REP,36,80,116
Bee,14,Lieutenant Governor,,Michael Cooper,DEM,10,7,17
Bee,14,Lieutenant Governor,,Mike Collier,DEM,3,4,7
Bee,14,Lieutenant Governor,,Scott Milder,REP,0,5,5
Bee,14,Lieutenant Governor,,Dan Patrick,REP,4,14,18
Bee,16,Lieutenant Governor,,Michael Cooper,DEM,5,7,12
Bee,16,Lieutenant Governor,,Mike Collier,DEM,7,10,17
Bee,16,Lieutenant Governor,,Scott Milder,REP,14,17,31
Bee,16,Lieutenant Governor,,Dan Patrick,REP,42,41,83
Bee,17,Lieutenant Governor,,Michael Cooper,DEM,18,16,34
Bee,17,Lieutenant Governor,,Mike Collier,DEM,16,14,30
Bee,17,Lieutenant Governor,,Scott Milder,REP,10,9,19
Bee,17,Lieutenant Governor,,Dan Patrick,REP,39,30,69
Bee,18,Lieutenant Governor,,Michael Cooper,DEM,5,14,19
Bee,18,Lieutenant Governor,,Mike Collier,DEM,13,11,24
Bee,18,Lieutenant Governor,,Scott Milder,REP,39,30,69
Bee,18,Lieutenant Governor,,Dan Patrick,REP,111,83,194
Bee,19,Lieutenant Governor,,Michael Cooper,DEM,11,3,14
Bee,19,Lieutenant Governor,,Mike Collier,DEM,9,4,13
Bee,19,Lieutenant Governor,,Scott Milder,REP,0,0,0
Bee,19,Lieutenant Governor,,Dan Patrick,REP,4,3,7
Bee,1,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,6,5,11
Bee,1,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,34,37,71
Bee,2,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,0,1,1
Bee,2,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,0,1,1
Bee,3,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,12,5,17
Bee,3,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,29,23,52
Bee,4,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,0,1,1
Bee,4,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,4,6,10
Bee,5,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,0,0,0
Bee,5,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,0,3,3
Bee,6,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,10,16,26
Bee,6,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,45,48,93
Bee,8,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,0,0,0
Bee,8,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,3,2,5
Bee,9,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,8,7,15
Bee,9,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,26,30,56
Bee,10,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,4,0,4
Bee,10,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,28,22,50
Bee,11,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,1,2,3
Bee,11,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,1,4,5
Bee,12,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,0,0,0
Bee,12,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,4,2,6
Bee,13,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,3,6,9
Bee,13,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,25,24,49
Bee,14,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,1,3,4
Bee,14,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,15,11,26
Bee,16,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,3,2,5
Bee,16,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,9,13,22
Bee,17,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,6,4,10
Bee,17,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,29,29,58
Bee,18,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,3,5,8
Bee,18,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,14,19,33
Bee,19,"Member, State Board of Education, District No. 3",,Dan Arellano,DEM,1,3,4
Bee,19,"Member, State Board of Education, District No. 3",,Marisa B. Perez,DEM,18,4,22
Bee,1,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,30,38,68
Bee,1,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,50,56,106
Bee,1,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,34,39,73
Bee,2,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,0,1,1
Bee,2,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,6,26,32
Bee,2,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,5,16,21
Bee,3,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,37,26,63
Bee,3,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,40,33,73
Bee,3,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,33,21,54
Bee,4,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,5,7,12
Bee,4,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,10,15,25
Bee,4,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,6,4,10
Bee,5,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,0,3,3
Bee,5,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,5,29,34
Bee,5,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,3,18,21
Bee,6,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,44,52,96
Bee,6,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,19,42,61
Bee,6,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,8,17,25
Bee,8,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,3,2,5
Bee,8,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,10,9,19
Bee,8,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,3,10,13
Bee,9,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,32,31,63
Bee,9,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,7,4,11
Bee,9,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,8,5,13
Bee,10,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,29,20,49
Bee,10,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,15,5,20
Bee,10,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,5,8,13
Bee,11,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,2,6,8
Bee,11,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,4,15,19
Bee,11,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,1,2,3
Bee,12,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,1,2,3
Bee,12,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,8,19,27
Bee,12,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,3,13,16
Bee,13,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,26,28,54
Bee,13,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,28,63,91
Bee,13,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,15,30,45
Bee,14,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,15,8,23
Bee,14,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,2,10,12
Bee,14,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,2,7,9
Bee,16,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,11,15,26
Bee,16,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,31,29,60
Bee,16,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,22,14,36
Bee,17,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,31,26,57
Bee,17,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,28,29,57
Bee,17,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,15,10,25
Bee,18,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,21,25,46
Bee,18,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,81,65,146
Bee,18,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,44,33,77
Bee,19,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,17,7,24
Bee,19,"Presiding Judge, Court of Criminal Appeals",,David Bridges,REP,3,1,4
Bee,19,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,0,2,2
Bee,1,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,40,42,82
Bee,1,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,1,1,2
Bee,2,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,0,2,2
Bee,2,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,3,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,38,30,68
Bee,3,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,3,0,3
Bee,4,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,6,7,13
Bee,4,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,5,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,0,4,4
Bee,5,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,6,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,65,66,131
Bee,6,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,4,2,6
Bee,8,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,3,2,5
Bee,8,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,9,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,33,36,69
Bee,9,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,3,0,3
Bee,10,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,36,22,58
Bee,10,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,11,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,3,6,9
Bee,11,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,12,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,5,2,7
Bee,12,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,13,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,29,30,59
Bee,13,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,1,0,1
Bee,14,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,16,5,21
Bee,14,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,6,6
Bee,16,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,16,16,32
Bee,16,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,1,1
Bee,17,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,39,35,74
Bee,17,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,18,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,23,25,48
Bee,18,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,0,0
Bee,19,Proposition #1 Right to a 21st Century Public Education:,,Yes,DEM,24,6,30
Bee,19,Proposition #1 Right to a 21st Century Public Education:,,No,DEM,0,1,1
Bee,1,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,39,38,77
Bee,1,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,1,3,4
Bee,2,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,0,2,2
Bee,2,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,3,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,37,28,65
Bee,3,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,3,1,4
Bee,4,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,5,7,12
Bee,4,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,1,0,1
Bee,5,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,0,2,2
Bee,5,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,6,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,55,55,110
Bee,6,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,5,5,10
Bee,8,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,3,2,5
Bee,8,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,9,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,34,33,67
Bee,9,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,1,2,3
Bee,10,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,34,21,55
Bee,10,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,2,0,2
Bee,11,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,1,6,7
Bee,11,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,12,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,5,2,7
Bee,12,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,13,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,25,29,54
Bee,13,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,2,0,2
Bee,14,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,16,11,27
Bee,14,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,1,1
Bee,16,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,16,17,33
Bee,16,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,0,0
Bee,17,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,37,34,71
Bee,17,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,1,0,1
Bee,18,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,19,25,44
Bee,18,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,1,1
Bee,19,Proposition #10 Right to a Fair Criminal Justice System:,,Yes,DEM,22,6,28
Bee,19,Proposition #10 Right to a Fair Criminal Justice System:,,No,DEM,0,1,1
Bee,1,Proposition #11 Immigrant Rights:,,Yes,DEM,39,40,79
Bee,1,Proposition #11 Immigrant Rights:,,No,DEM,0,1,1
Bee,2,Proposition #11 Immigrant Rights:,,Yes,DEM,0,2,2
Bee,2,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,3,Proposition #11 Immigrant Rights:,,Yes,DEM,36,28,64
Bee,3,Proposition #11 Immigrant Rights:,,No,DEM,5,1,6
Bee,4,Proposition #11 Immigrant Rights:,,Yes,DEM,6,7,13
Bee,4,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,5,Proposition #11 Immigrant Rights:,,Yes,DEM,0,4,4
Bee,5,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,6,Proposition #11 Immigrant Rights:,,Yes,DEM,51,54,105
Bee,6,Proposition #11 Immigrant Rights:,,No,DEM,8,5,13
Bee,8,Proposition #11 Immigrant Rights:,,Yes,DEM,3,2,5
Bee,8,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,9,Proposition #11 Immigrant Rights:,,Yes,DEM,33,35,68
Bee,9,Proposition #11 Immigrant Rights:,,No,DEM,3,1,4
Bee,10,Proposition #11 Immigrant Rights:,,Yes,DEM,36,20,56
Bee,10,Proposition #11 Immigrant Rights:,,No,DEM,1,0,1
Bee,11,Proposition #11 Immigrant Rights:,,Yes,DEM,1,6,7
Bee,11,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,12,Proposition #11 Immigrant Rights:,,Yes,DEM,5,1,6
Bee,12,Proposition #11 Immigrant Rights:,,No,DEM,0,1,1
Bee,13,Proposition #11 Immigrant Rights:,,Yes,DEM,25,29,54
Bee,13,Proposition #11 Immigrant Rights:,,No,DEM,1,1,2
Bee,14,Proposition #11 Immigrant Rights:,,Yes,DEM,16,12,28
Bee,14,Proposition #11 Immigrant Rights:,,No,DEM,0,0,0
Bee,16,Proposition #11 Immigrant Rights:,,Yes,DEM,13,17,30
Bee,16,Proposition #11 Immigrant Rights:,,No,DEM,2,0,2
Bee,17,Proposition #11 Immigrant Rights:,,Yes,DEM,38,32,70
Bee,17,Proposition #11 Immigrant Rights:,,No,DEM,1,2,3
Bee,18,Proposition #11 Immigrant Rights:,,Yes,DEM,21,26,47
Bee,18,Proposition #11 Immigrant Rights:,,No,DEM,0,1,1
Bee,19,Proposition #11 Immigrant Rights:,,Yes,DEM,22,6,28
Bee,19,Proposition #11 Immigrant Rights:,,No,DEM,0,1,1
Bee,1,Proposition #12 Right to Fair Taxation:,,Yes,DEM,39,40,79
Bee,1,Proposition #12 Right to Fair Taxation:,,No,DEM,1,2,3
Bee,2,Proposition #12 Right to Fair Taxation:,,Yes,DEM,0,1,1
Bee,2,Proposition #12 Right to Fair Taxation:,,No,DEM,0,1,1
Bee,3,Proposition #12 Right to Fair Taxation:,,Yes,DEM,40,28,68
Bee,3,Proposition #12 Right to Fair Taxation:,,No,DEM,0,1,1
Bee,4,Proposition #12 Right to Fair Taxation:,,Yes,DEM,6,7,13
Bee,4,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,5,Proposition #12 Right to Fair Taxation:,,Yes,DEM,0,4,4
Bee,5,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,6,Proposition #12 Right to Fair Taxation:,,Yes,DEM,59,57,116
Bee,6,Proposition #12 Right to Fair Taxation:,,No,DEM,2,3,5
Bee,8,Proposition #12 Right to Fair Taxation:,,Yes,DEM,3,2,5
Bee,8,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,9,Proposition #12 Right to Fair Taxation:,,Yes,DEM,34,33,67
Bee,9,Proposition #12 Right to Fair Taxation:,,No,DEM,2,3,5
Bee,10,Proposition #12 Right to Fair Taxation:,,Yes,DEM,35,20,55
Bee,10,Proposition #12 Right to Fair Taxation:,,No,DEM,1,0,1
Bee,11,Proposition #12 Right to Fair Taxation:,,Yes,DEM,1,6,7
Bee,11,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,12,Proposition #12 Right to Fair Taxation:,,Yes,DEM,5,2,7
Bee,12,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,13,Proposition #12 Right to Fair Taxation:,,Yes,DEM,25,30,55
Bee,13,Proposition #12 Right to Fair Taxation:,,No,DEM,1,0,1
Bee,14,Proposition #12 Right to Fair Taxation:,,Yes,DEM,16,11,27
Bee,14,Proposition #12 Right to Fair Taxation:,,No,DEM,0,1,1
Bee,16,Proposition #12 Right to Fair Taxation:,,Yes,DEM,16,17,33
Bee,16,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,17,Proposition #12 Right to Fair Taxation:,,Yes,DEM,38,33,71
Bee,17,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,18,Proposition #12 Right to Fair Taxation:,,Yes,DEM,23,26,49
Bee,18,Proposition #12 Right to Fair Taxation:,,No,DEM,0,0,0
Bee,19,Proposition #12 Right to Fair Taxation:,,Yes,DEM,21,7,28
Bee,19,Proposition #12 Right to Fair Taxation:,,No,DEM,1,0,1
Bee,1,Proposition #2 Student Loan Debt:,,Yes,DEM,39,41,80
Bee,1,Proposition #2 Student Loan Debt:,,No,DEM,2,2,4
Bee,2,Proposition #2 Student Loan Debt:,,Yes,DEM,0,1,1
Bee,2,Proposition #2 Student Loan Debt:,,No,DEM,0,1,1
Bee,3,Proposition #2 Student Loan Debt:,,Yes,DEM,38,28,66
Bee,3,Proposition #2 Student Loan Debt:,,No,DEM,3,2,5
Bee,4,Proposition #2 Student Loan Debt:,,Yes,DEM,6,7,13
Bee,4,Proposition #2 Student Loan Debt:,,No,DEM,0,0,0
Bee,5,Proposition #2 Student Loan Debt:,,Yes,DEM,0,2,2
Bee,5,Proposition #2 Student Loan Debt:,,No,DEM,0,0,0
Bee,6,Proposition #2 Student Loan Debt:,,Yes,DEM,63,62,125
Bee,6,Proposition #2 Student Loan Debt:,,No,DEM,6,6,12
Bee,8,Proposition #2 Student Loan Debt:,,Yes,DEM,3,2,5
Bee,8,Proposition #2 Student Loan Debt:,,No,DEM,0,0,0
Bee,9,Proposition #2 Student Loan Debt:,,Yes,DEM,35,36,71
Bee,9,Proposition #2 Student Loan Debt:,,No,DEM,1,0,1
Bee,10,Proposition #2 Student Loan Debt:,,Yes,DEM,35,21,56
Bee,10,Proposition #2 Student Loan Debt:,,No,DEM,1,0,1
Bee,11,Proposition #2 Student Loan Debt:,,Yes,DEM,3,6,9
Bee,11,Proposition #2 Student Loan Debt:,,No,DEM,0,0,0
Bee,12,Proposition #2 Student Loan Debt:,,Yes,DEM,5,2,7
Bee,12,Proposition #2 Student Loan Debt:,,No,DEM,0,0,0
Bee,13,Proposition #2 Student Loan Debt:,,Yes,DEM,28,27,55
Bee,13,Proposition #2 Student Loan Debt:,,No,DEM,1,4,5
Bee,14,Proposition #2 Student Loan Debt:,,Yes,DEM,15,7,22
Bee,14,Proposition #2 Student Loan Debt:,,No,DEM,2,3,5
Bee,16,Proposition #2 Student Loan Debt:,,Yes,DEM,12,15,27
Bee,16,Proposition #2 Student Loan Debt:,,No,DEM,3,1,4
Bee,17,Proposition #2 Student Loan Debt:,,Yes,DEM,38,32,70
Bee,17,Proposition #2 Student Loan Debt:,,No,DEM,0,3,3
Bee,18,Proposition #2 Student Loan Debt:,,Yes,DEM,23,23,46
Bee,18,Proposition #2 Student Loan Debt:,,No,DEM,1,2,3
Bee,19,Proposition #2 Student Loan Debt:,,Yes,DEM,22,6,28
Bee,19,Proposition #2 Student Loan Debt:,,No,DEM,1,1,2
Bee,1,Proposition #3 Right to Healthcare:,,Yes,DEM,38,41,79
Bee,1,Proposition #3 Right to Healthcare:,,No,DEM,3,3,6
Bee,2,Proposition #3 Right to Healthcare:,,Yes,DEM,0,2,2
Bee,2,Proposition #3 Right to Healthcare:,,No,DEM,0,0,0
Bee,3,Proposition #3 Right to Healthcare:,,Yes,DEM,36,30,66
Bee,3,Proposition #3 Right to Healthcare:,,No,DEM,5,0,5
Bee,4,Proposition #3 Right to Healthcare:,,Yes,DEM,5,6,11
Bee,4,Proposition #3 Right to Healthcare:,,No,DEM,1,1,2
Bee,5,Proposition #3 Right to Healthcare:,,Yes,DEM,0,4,4
Bee,5,Proposition #3 Right to Healthcare:,,No,DEM,0,0,0
Bee,6,Proposition #3 Right to Healthcare:,,Yes,DEM,61,62,123
Bee,6,Proposition #3 Right to Healthcare:,,No,DEM,7,7,14
Bee,8,Proposition #3 Right to Healthcare:,,Yes,DEM,3,2,5
Bee,8,Proposition #3 Right to Healthcare:,,No,DEM,0,0,0
Bee,9,Proposition #3 Right to Healthcare:,,Yes,DEM,33,36,69
Bee,9,Proposition #3 Right to Healthcare:,,No,DEM,2,1,3
Bee,10,Proposition #3 Right to Healthcare:,,Yes,DEM,35,22,57
Bee,10,Proposition #3 Right to Healthcare:,,No,DEM,1,0,1
Bee,11,Proposition #3 Right to Healthcare:,,Yes,DEM,3,6,9
Bee,11,Proposition #3 Right to Healthcare:,,No,DEM,0,0,0
Bee,12,Proposition #3 Right to Healthcare:,,Yes,DEM,5,2,7
Bee,12,Proposition #3 Right to Healthcare:,,No,DEM,0,0,0
Bee,13,Proposition #3 Right to Healthcare:,,Yes,DEM,26,28,54
Bee,13,Proposition #3 Right to Healthcare:,,No,DEM,3,2,5
Bee,14,Proposition #3 Right to Healthcare:,,Yes,DEM,17,10,27
Bee,14,Proposition #3 Right to Healthcare:,,No,DEM,1,2,3
Bee,16,Proposition #3 Right to Healthcare:,,Yes,DEM,12,17,29
Bee,16,Proposition #3 Right to Healthcare:,,No,DEM,3,0,3
Bee,17,Proposition #3 Right to Healthcare:,,Yes,DEM,37,36,73
Bee,17,Proposition #3 Right to Healthcare:,,No,DEM,2,0,2
Bee,18,Proposition #3 Right to Healthcare:,,Yes,DEM,22,26,48
Bee,18,Proposition #3 Right to Healthcare:,,No,DEM,1,0,1
Bee,19,Proposition #3 Right to Healthcare:,,Yes,DEM,22,6,28
Bee,19,Proposition #3 Right to Healthcare:,,No,DEM,1,1,2
Bee,1,Proposition #4 Right to Economic Security:,,Yes,DEM,39,40,79
Bee,1,Proposition #4 Right to Economic Security:,,No,DEM,0,1,1
Bee,2,Proposition #4 Right to Economic Security:,,Yes,DEM,0,2,2
Bee,2,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,3,Proposition #4 Right to Economic Security:,,Yes,DEM,38,28,66
Bee,3,Proposition #4 Right to Economic Security:,,No,DEM,2,1,3
Bee,4,Proposition #4 Right to Economic Security:,,Yes,DEM,6,7,13
Bee,4,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,5,Proposition #4 Right to Economic Security:,,Yes,DEM,0,3,3
Bee,5,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,6,Proposition #4 Right to Economic Security:,,Yes,DEM,62,60,122
Bee,6,Proposition #4 Right to Economic Security:,,No,DEM,2,3,5
Bee,8,Proposition #4 Right to Economic Security:,,Yes,DEM,3,2,5
Bee,8,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,9,Proposition #4 Right to Economic Security:,,Yes,DEM,35,37,72
Bee,9,Proposition #4 Right to Economic Security:,,No,DEM,1,1,2
Bee,10,Proposition #4 Right to Economic Security:,,Yes,DEM,36,21,57
Bee,10,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,11,Proposition #4 Right to Economic Security:,,Yes,DEM,1,6,7
Bee,11,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,12,Proposition #4 Right to Economic Security:,,Yes,DEM,5,2,7
Bee,12,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,13,Proposition #4 Right to Economic Security:,,Yes,DEM,27,29,56
Bee,13,Proposition #4 Right to Economic Security:,,No,DEM,1,1,2
Bee,14,Proposition #4 Right to Economic Security:,,Yes,DEM,17,12,29
Bee,14,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,16,Proposition #4 Right to Economic Security:,,Yes,DEM,16,17,33
Bee,16,Proposition #4 Right to Economic Security:,,No,DEM,0,0,0
Bee,17,Proposition #4 Right to Economic Security:,,Yes,DEM,37,33,70
Bee,17,Proposition #4 Right to Economic Security:,,No,DEM,1,1,2
Bee,18,Proposition #4 Right to Economic Security:,,Yes,DEM,20,27,47
Bee,18,Proposition #4 Right to Economic Security:,,No,DEM,2,0,2
