county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting
Polk,6,Governor ,,DEM,Joe Mumbach,1,,,
Polk,6,Governor ,,DEM,Andrew White,78,,,
Polk,6,Governor ,,DEM,Lupe Valdez,17,,,
Polk,6,Governor ,,DEM,Tom Wakely,4,,,
Polk,6,Governor ,,DEM,Adrian Ocegueda,3,,,
Polk,6,Governor ,,DEM,Jeffrey Payne,7,,,
Polk,7,Governor ,,DEM,James Jolly Clark,1,,,
Polk,7,Governor ,,DEM,Grady Yarbrough,1,,,
Polk,7,Governor ,,DEM,"Cedric Davis, Sr.",1,,,
Polk,7,Governor ,,DEM,Joe Mumbach,0,,,
Polk,7,Governor ,,DEM,Andrew White,9,,,
Polk,7,Governor ,,DEM,Lupe Valdez,4,,,
Polk,7,Governor ,,DEM,Tom Wakely,1,,,
Polk,7,Governor ,,DEM,Adrian Ocegueda,3,,,
Polk,7,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,8,Governor ,,DEM,James Jolly Clark,1,,,
Polk,8,Governor ,,DEM,Grady Yarbrough,9,,,
Polk,8,Governor ,,DEM,"Cedric Davis, Sr.",5,,,
Polk,8,Governor ,,DEM,Joe Mumbach,1,,,
Polk,8,Governor ,,DEM,Andrew White,13,,,
Polk,8,Governor ,,DEM,Lupe Valdez,2,,,
Polk,8,Governor ,,DEM,Tom Wakely,1,,,
Polk,8,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,8,Governor ,,DEM,Jeffrey Payne,2,,,
Polk,9,Governor ,,DEM,James Jolly Clark,3,,,
Polk,9,Governor ,,DEM,Grady Yarbrough,0,,,
Polk,9,Governor ,,DEM,"Cedric Davis, Sr.",2,,,
Polk,9,Governor ,,DEM,Joe Mumbach,0,,,
Polk,9,Governor ,,DEM,Andrew White,10,,,
Polk,9,Governor ,,DEM,Lupe Valdez,2,,,
Polk,9,Governor ,,DEM,Tom Wakely,0,,,
Polk,9,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,9,Governor ,,DEM,Jeffrey Payne,1,,,
Polk,10,Governor ,,DEM,James Jolly Clark,2,,,
Polk,10,Governor ,,DEM,Grady Yarbrough,10,,,
Polk,10,Governor ,,DEM,"Cedric Davis, Sr.",6,,,
Polk,10,Governor ,,DEM,Joe Mumbach,0,,,
Polk,10,Governor ,,DEM,Andrew White,22,,,
Polk,10,Governor ,,DEM,Lupe Valdez,5,,,
Polk,10,Governor ,,DEM,Tom Wakely,1,,,
Polk,10,Governor ,,DEM,Adrian Ocegueda,3,,,
Polk,10,Governor ,,DEM,Jeffrey Payne,4,,,
Polk,11,Governor ,,DEM,James Jolly Clark,1,,,
Polk,11,Governor ,,DEM,Grady Yarbrough,1,,,
Polk,11,Governor ,,DEM,"Cedric Davis, Sr.",3,,,
Polk,11,Governor ,,DEM,Joe Mumbach,0,,,
Polk,11,Governor ,,DEM,Andrew White,4,,,
Polk,11,Governor ,,DEM,Lupe Valdez,0,,,
Polk,11,Governor ,,DEM,Tom Wakely,0,,,
Polk,11,Governor ,,DEM,Adrian Ocegueda,1,,,
Polk,11,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,12,Governor ,,DEM,James Jolly Clark,2,,,
Polk,12,Governor ,,DEM,Grady Yarbrough,1,,,
Polk,12,Governor ,,DEM,"Cedric Davis, Sr.",0,,,
Polk,12,Governor ,,DEM,Joe Mumbach,1,,,
Polk,12,Governor ,,DEM,Andrew White,11,,,
Polk,12,Governor ,,DEM,Lupe Valdez,2,,,
Polk,12,Governor ,,DEM,Tom Wakely,0,,,
Polk,12,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,12,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,13,Governor ,,DEM,James Jolly Clark,0,,,
Polk,13,Governor ,,DEM,Grady Yarbrough,2,,,
Polk,13,Governor ,,DEM,"Cedric Davis, Sr.",1,,,
Polk,13,Governor ,,DEM,Joe Mumbach,0,,,
Polk,13,Governor ,,DEM,Andrew White,2,,,
Polk,13,Governor ,,DEM,Lupe Valdez,0,,,
Polk,13,Governor ,,DEM,Tom Wakely,0,,,
Polk,13,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,13,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,14,Governor ,,DEM,James Jolly Clark,2,,,
Polk,14,Governor ,,DEM,Grady Yarbrough,1,,,
Polk,14,Governor ,,DEM,"Cedric Davis, Sr.",1,,,
Polk,14,Governor ,,DEM,Joe Mumbach,0,,,
Polk,14,Governor ,,DEM,Andrew White,11,,,
Polk,14,Governor ,,DEM,Lupe Valdez,1,,,
Polk,14,Governor ,,DEM,Tom Wakely,0,,,
Polk,14,Governor ,,DEM,Adrian Ocegueda,1,,,
Polk,14,Governor ,,DEM,Jeffrey Payne,1,,,
Polk,15,Governor ,,DEM,James Jolly Clark,2,,,
Polk,15,Governor ,,DEM,Grady Yarbrough,0,,,
Polk,15,Governor ,,DEM,"Cedric Davis, Sr.",1,,,
Polk,15,Governor ,,DEM,Joe Mumbach,0,,,
Polk,15,Governor ,,DEM,Andrew White,5,,,
Polk,15,Governor ,,DEM,Lupe Valdez,2,,,
Polk,15,Governor ,,DEM,Tom Wakely,0,,,
Polk,15,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,15,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,16,Governor ,,DEM,James Jolly Clark,3,,,
Polk,16,Governor ,,DEM,Grady Yarbrough,9,,,
Polk,16,Governor ,,DEM,"Cedric Davis, Sr.",3,,,
Polk,16,Governor ,,DEM,Joe Mumbach,0,,,
Polk,16,Governor ,,DEM,Andrew White,31,,,
Polk,16,Governor ,,DEM,Lupe Valdez,9,,,
Polk,16,Governor ,,DEM,Tom Wakely,2,,,
Polk,16,Governor ,,DEM,Adrian Ocegueda,1,,,
Polk,16,Governor ,,DEM,Jeffrey Payne,2,,,
Polk,17,Governor ,,DEM,James Jolly Clark,0,,,
Polk,17,Governor ,,DEM,Grady Yarbrough,4,,,
Polk,17,Governor ,,DEM,"Cedric Davis, Sr.",0,,,
Polk,17,Governor ,,DEM,Joe Mumbach,0,,,
Polk,17,Governor ,,DEM,Andrew White,6,,,
Polk,17,Governor ,,DEM,Lupe Valdez,4,,,
Polk,17,Governor ,,DEM,Tom Wakely,1,,,
Polk,17,Governor ,,DEM,Adrian Ocegueda,1,,,
Polk,17,Governor ,,DEM,Jeffrey Payne,1,,,
Polk,18,Governor ,,DEM,James Jolly Clark,2,,,
Polk,18,Governor ,,DEM,Grady Yarbrough,5,,,
Polk,18,Governor ,,DEM,"Cedric Davis, Sr.",6,,,
Polk,18,Governor ,,DEM,Joe Mumbach,0,,,
Polk,18,Governor ,,DEM,Andrew White,4,,,
Polk,18,Governor ,,DEM,Lupe Valdez,3,,,
Polk,18,Governor ,,DEM,Tom Wakely,1,,,
Polk,18,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,18,Governor ,,DEM,Jeffrey Payne,2,,,
Polk,19,Governor ,,DEM,James Jolly Clark,2,,,
Polk,19,Governor ,,DEM,Grady Yarbrough,6,,,
Polk,19,Governor ,,DEM,"Cedric Davis, Sr.",4,,,
Polk,19,Governor ,,DEM,Joe Mumbach,2,,,
Polk,19,Governor ,,DEM,Andrew White,32,,,
Polk,19,Governor ,,DEM,Lupe Valdez,28,,,
Polk,19,Governor ,,DEM,Tom Wakely,1,,,
Polk,19,Governor ,,DEM,Adrian Ocegueda,6,,,
Polk,19,Governor ,,DEM,Jeffrey Payne,10,,,
Polk,20,Governor ,,DEM,James Jolly Clark,4,,,
Polk,20,Governor ,,DEM,Grady Yarbrough,4,,,
Polk,20,Governor ,,DEM,"Cedric Davis, Sr.",3,,,
Polk,20,Governor ,,DEM,Joe Mumbach,0,,,
Polk,20,Governor ,,DEM,Andrew White,23,,,
Polk,20,Governor ,,DEM,Lupe Valdez,32,,,
Polk,20,Governor ,,DEM,Tom Wakely,8,,,
Polk,20,Governor ,,DEM,Adrian Ocegueda,0,,,
Polk,20,Governor ,,DEM,Jeffrey Payne,0,,,
Polk,21,Governor ,,DEM,James Jolly Clark,1,,,
Polk,21,Governor ,,DEM,Grady Yarbrough,2,,,
Polk,21,Governor ,,DEM,"Cedric Davis, Sr.",1,,,
Polk,21,Governor ,,DEM,Joe Mumbach,0,,,
Polk,21,Governor ,,DEM,Andrew White,11,,,
Polk,21,Governor ,,DEM,Lupe Valdez,4,,,
Polk,21,Governor ,,DEM,Tom Wakely,0,,,
Polk,21,Governor ,,DEM,Adrian Ocegueda,2,,,
Polk,21,Governor ,,DEM,Jeffrey Payne,3,,,
Polk,1,Lieutenant Governor ,,DEM,Mike Collier,3,,,
Polk,1,Lieutenant Governor ,,DEM,Michael Cooper,3,,,
Polk,2,Lieutenant Governor ,,DEM,Mike Collier,6,,,
Polk,2,Lieutenant Governor ,,DEM,Michael Cooper,2,,,
Polk,3,Lieutenant Governor ,,DEM,Mike Collier,18,,,
Polk,3,Lieutenant Governor ,,DEM,Michael Cooper,19,,,
Polk,4,Lieutenant Governor ,,DEM,Mike Collier,17,,,
Polk,4,Lieutenant Governor ,,DEM,Michael Cooper,18,,,
Polk,5,Lieutenant Governor ,,DEM,Mike Collier,33,,,
Polk,5,Lieutenant Governor ,,DEM,Michael Cooper,35,,,
Polk,6,Lieutenant Governor ,,DEM,Mike Collier,62,,,
Polk,6,Lieutenant Governor ,,DEM,Michael Cooper,71,,,
Polk,7,Lieutenant Governor ,,DEM,Mike Collier,9,,,
Polk,7,Lieutenant Governor ,,DEM,Michael Cooper,10,,,
Polk,8,Lieutenant Governor ,,DEM,Mike Collier,10,,,
Polk,8,Lieutenant Governor ,,DEM,Michael Cooper,24,,,
Polk,9,Lieutenant Governor ,,DEM,Mike Collier,6,,,
Polk,9,Lieutenant Governor ,,DEM,Michael Cooper,11,,,
Polk,10,Lieutenant Governor ,,DEM,Mike Collier,21,,,
Polk,10,Lieutenant Governor ,,DEM,Michael Cooper,29,,,
Polk,11,Lieutenant Governor ,,DEM,Mike Collier,0,,,
Polk,11,Lieutenant Governor ,,DEM,Michael Cooper,9,,,
Polk,12,Lieutenant Governor ,,DEM,Mike Collier,8,,,
Polk,12,Lieutenant Governor ,,DEM,Michael Cooper,8,,,
Polk,13,Lieutenant Governor ,,DEM,Mike Collier,2,,,
Polk,13,Lieutenant Governor ,,DEM,Michael Cooper,4,,,
Polk,14,Lieutenant Governor ,,DEM,Mike Collier,13,,,
Polk,14,Lieutenant Governor ,,DEM,Michael Cooper,6,,,
Polk,15,Lieutenant Governor ,,DEM,Mike Collier,7,,,
Polk,15,Lieutenant Governor ,,DEM,Michael Cooper,2,,,
Polk,16,Lieutenant Governor ,,DEM,Mike Collier,41,,,
Polk,16,Lieutenant Governor ,,DEM,Michael Cooper,17,,,
Polk,17,Lieutenant Governor ,,DEM,Mike Collier,6,,,
Polk,17,Lieutenant Governor ,,DEM,Michael Cooper,10,,,
Polk,18,Lieutenant Governor ,,DEM,Mike Collier,8,,,
Polk,18,Lieutenant Governor ,,DEM,Michael Cooper,15,,,
Polk,19,Lieutenant Governor ,,DEM,Mike Collier,46,,,
Polk,19,Lieutenant Governor ,,DEM,Michael Cooper,37,,,
Polk,20,Lieutenant Governor ,,DEM,Mike Collier,44,,,
Polk,20,Lieutenant Governor ,,DEM,Michael Cooper,25,,,
Polk,21,Lieutenant Governor ,,DEM,Mike Collier,13,,,
Polk,21,Lieutenant Governor ,,DEM,Michael Cooper,10,,,
Polk,1,Attorney General ,,DEM,Justin Nelson,6,,,
Polk,2,Attorney General ,,DEM,Justin Nelson,6,,,
Polk,3,Attorney General ,,DEM,Justin Nelson,35,,,
Polk,4,Attorney General ,,DEM,Justin Nelson,37,,,
Polk,5,Attorney General ,,DEM,Justin Nelson,63,,,
Polk,6,Attorney General ,,DEM,Justin Nelson,130,,,
Polk,7,Attorney General ,,DEM,Justin Nelson,19,,,
Polk,8,Attorney General ,,DEM,Justin Nelson,32,,,
Polk,9,Attorney General ,,DEM,Justin Nelson,18,,,
Polk,10,Attorney General ,,DEM,Justin Nelson,48,,,
Polk,11,Attorney General ,,DEM,Justin Nelson,7,,,
Polk,12,Attorney General ,,DEM,Justin Nelson,17,,,
Polk,13,Attorney General ,,DEM,Justin Nelson,6,,,
Polk,14,Attorney General ,,DEM,Justin Nelson,19,,,
Polk,15,Attorney General ,,DEM,Justin Nelson,9,,,
Polk,16,Attorney General ,,DEM,Justin Nelson,55,,,
Polk,17,Attorney General ,,DEM,Justin Nelson,14,,,
Polk,18,Attorney General ,,DEM,Justin Nelson,22,,,
Polk,19,Attorney General ,,DEM,Justin Nelson,79,,,
Polk,20,Attorney General ,,DEM,Justin Nelson,62,,,
Polk,21,Attorney General ,,DEM,Justin Nelson,21,,,
Polk,1,Comptroller of Public Accounts ,,DEM,Joi Chevalier,2,,,
Polk,1,Comptroller of Public Accounts ,,DEM,Tim Mahoney,4,,,
Polk,2,Comptroller of Public Accounts ,,DEM,Joi Chevalier,4,,,
Polk,2,Comptroller of Public Accounts ,,DEM,Tim Mahoney,4,,,
Polk,3,Comptroller of Public Accounts ,,DEM,Joi Chevalier,15,,,
Polk,3,Comptroller of Public Accounts ,,DEM,Tim Mahoney,19,,,
Polk,4,Comptroller of Public Accounts ,,DEM,Joi Chevalier,22,,,
Polk,4,Comptroller of Public Accounts ,,DEM,Tim Mahoney,11,,,
Polk,5,Comptroller of Public Accounts ,,DEM,Joi Chevalier,39,,,
Polk,5,Comptroller of Public Accounts ,,DEM,Tim Mahoney,27,,,
Polk,6,Comptroller of Public Accounts ,,DEM,Joi Chevalier,58,,,
Polk,6,Comptroller of Public Accounts ,,DEM,Tim Mahoney,73,,,
Polk,7,Comptroller of Public Accounts ,,DEM,Joi Chevalier,9,,,
Polk,7,Comptroller of Public Accounts ,,DEM,Tim Mahoney,9,,,
Polk,8,Comptroller of Public Accounts ,,DEM,Joi Chevalier,15,,,
Polk,8,Comptroller of Public Accounts ,,DEM,Tim Mahoney,17,,,
Polk,9,Comptroller of Public Accounts ,,DEM,Joi Chevalier,8,,,
Polk,9,Comptroller of Public Accounts ,,DEM,Tim Mahoney,8,,,
Polk,10,Comptroller of Public Accounts ,,DEM,Joi Chevalier,13,,,
Polk,10,Comptroller of Public Accounts ,,DEM,Tim Mahoney,39,,,
Polk,11,Comptroller of Public Accounts ,,DEM,Joi Chevalier,3,,,
Polk,11,Comptroller of Public Accounts ,,DEM,Tim Mahoney,5,,,
Polk,12,Comptroller of Public Accounts ,,DEM,Joi Chevalier,7,,,
Polk,12,Comptroller of Public Accounts ,,DEM,Tim Mahoney,10,,,
Polk,13,Comptroller of Public Accounts ,,DEM,Joi Chevalier,2,,,
Polk,13,Comptroller of Public Accounts ,,DEM,Tim Mahoney,4,,,
Polk,14,Comptroller of Public Accounts ,,DEM,Joi Chevalier,9,,,
Polk,14,Comptroller of Public Accounts ,,DEM,Tim Mahoney,11,,,
Polk,15,Comptroller of Public Accounts ,,DEM,Joi Chevalier,2,,,
Polk,15,Comptroller of Public Accounts ,,DEM,Tim Mahoney,6,,,
Polk,16,Comptroller of Public Accounts ,,DEM,Joi Chevalier,29,,,
Polk,16,Comptroller of Public Accounts ,,DEM,Tim Mahoney,30,,,
Polk,17,Comptroller of Public Accounts ,,DEM,Joi Chevalier,8,,,
Polk,17,Comptroller of Public Accounts ,,DEM,Tim Mahoney,8,,,
Polk,18,Comptroller of Public Accounts ,,DEM,Joi Chevalier,11,,,
Polk,18,Comptroller of Public Accounts ,,DEM,Tim Mahoney,12,,,
Polk,19,Comptroller of Public Accounts ,,DEM,Joi Chevalier,58,,,
Polk,19,Comptroller of Public Accounts ,,DEM,Tim Mahoney,25,,,
Polk,20,Comptroller of Public Accounts ,,DEM,Joi Chevalier,49,,,
Polk,20,Comptroller of Public Accounts ,,DEM,Tim Mahoney,18,,,
Polk,21,Comptroller of Public Accounts ,,DEM,Joi Chevalier,15,,,
Polk,21,Comptroller of Public Accounts ,,DEM,Tim Mahoney,8,,,
Polk,1,Commissioner of the General Land Office ,,DEM,Miguel Suazo,2,,,
Polk,1,Commissioner of the General Land Office ,,DEM,Tex Morgan,4,,,
Polk,2,Commissioner of the General Land Office ,,DEM,Miguel Suazo,4,,,
Polk,2,Commissioner of the General Land Office ,,DEM,Tex Morgan,4,,,
Polk,3,Commissioner of the General Land Office ,,DEM,Miguel Suazo,11,,,
Polk,3,Commissioner of the General Land Office ,,DEM,Tex Morgan,25,,,
Polk,4,Commissioner of the General Land Office ,,DEM,Miguel Suazo,16,,,
Polk,4,Commissioner of the General Land Office ,,DEM,Tex Morgan,17,,,
Polk,5,Commissioner of the General Land Office ,,DEM,Miguel Suazo,38,,,
Polk,5,Commissioner of the General Land Office ,,DEM,Tex Morgan,29,,,
Polk,6,Commissioner of the General Land Office ,,DEM,Miguel Suazo,60,,,
Polk,6,Commissioner of the General Land Office ,,DEM,Tex Morgan,71,,,
Polk,7,Commissioner of the General Land Office ,,DEM,Miguel Suazo,13,,,
Polk,7,Commissioner of the General Land Office ,,DEM,Tex Morgan,6,,,
Polk,8,Commissioner of the General Land Office ,,DEM,Miguel Suazo,17,,,
Polk,8,Commissioner of the General Land Office ,,DEM,Tex Morgan,14,,,
Polk,9,Commissioner of the General Land Office ,,DEM,Miguel Suazo,7,,,
Polk,9,Commissioner of the General Land Office ,,DEM,Tex Morgan,8,,,
Polk,10,Commissioner of the General Land Office ,,DEM,Miguel Suazo,31,,,
Polk,10,Commissioner of the General Land Office ,,DEM,Tex Morgan,20,,,
Polk,11,Commissioner of the General Land Office ,,DEM,Miguel Suazo,6,,,
Polk,11,Commissioner of the General Land Office ,,DEM,Tex Morgan,3,,,
Polk,12,Commissioner of the General Land Office ,,DEM,Miguel Suazo,8,,,
Polk,12,Commissioner of the General Land Office ,,DEM,Tex Morgan,10,,,
Polk,13,Commissioner of the General Land Office ,,DEM,Miguel Suazo,2,,,
Polk,13,Commissioner of the General Land Office ,,DEM,Tex Morgan,4,,,
Polk,14,Commissioner of the General Land Office ,,DEM,Miguel Suazo,11,,,
Polk,14,Commissioner of the General Land Office ,,DEM,Tex Morgan,9,,,
Polk,15,Commissioner of the General Land Office ,,DEM,Miguel Suazo,5,,,
Polk,15,Commissioner of the General Land Office ,,DEM,Tex Morgan,5,,,
Polk,16,Commissioner of the General Land Office ,,DEM,Miguel Suazo,32,,,
Polk,16,Commissioner of the General Land Office ,,DEM,Tex Morgan,24,,,
Polk,17,Commissioner of the General Land Office ,,DEM,Miguel Suazo,8,,,
Polk,17,Commissioner of the General Land Office ,,DEM,Tex Morgan,8,,,
Polk,18,Commissioner of the General Land Office ,,DEM,Miguel Suazo,11,,,
Polk,18,Commissioner of the General Land Office ,,DEM,Tex Morgan,11,,,
Polk,19,Commissioner of the General Land Office ,,DEM,Miguel Suazo,67,,,
Polk,19,Commissioner of the General Land Office ,,DEM,Tex Morgan,16,,,
Polk,20,Commissioner of the General Land Office ,,DEM,Miguel Suazo,46,,,
Polk,20,Commissioner of the General Land Office ,,DEM,Tex Morgan,21,,,
Polk,21,Commissioner of the General Land Office ,,DEM,Miguel Suazo,13,,,
Polk,21,Commissioner of the General Land Office ,,DEM,Tex Morgan,10,,,
Polk,1,Commissioner of Agriculture ,,DEM,Kim Olson,5,,,
Polk,2,Commissioner of Agriculture ,,DEM,Kim Olson,6,,,
Polk,3,Commissioner of Agriculture ,,DEM,Kim Olson,33,,,
Polk,4,Commissioner of Agriculture ,,DEM,Kim Olson,36,,,
Polk,5,Commissioner of Agriculture ,,DEM,Kim Olson,64,,,
Polk,6,Commissioner of Agriculture ,,DEM,Kim Olson,124,,,
Polk,7,Commissioner of Agriculture ,,DEM,Kim Olson,19,,,
Polk,8,Commissioner of Agriculture ,,DEM,Kim Olson,28,,,
Polk,9,Commissioner of Agriculture ,,DEM,Kim Olson,16,,,
Polk,10,Commissioner of Agriculture ,,DEM,Kim Olson,47,,,
Polk,11,Commissioner of Agriculture ,,DEM,Kim Olson,7,,,
Polk,12,Commissioner of Agriculture ,,DEM,Kim Olson,17,,,
Polk,13,Commissioner of Agriculture ,,DEM,Kim Olson,6,,,
Polk,14,Commissioner of Agriculture ,,DEM,Kim Olson,19,,,
Polk,15,Commissioner of Agriculture ,,DEM,Kim Olson,9,,,
Polk,16,Commissioner of Agriculture ,,DEM,Kim Olson,55,,,
Polk,17,Commissioner of Agriculture ,,DEM,Kim Olson,16,,,
Polk,18,Commissioner of Agriculture ,,DEM,Kim Olson,20,,,
Polk,19,Commissioner of Agriculture ,,DEM,Kim Olson,80,,,
Polk,20,Commissioner of Agriculture ,,DEM,Kim Olson,63,,,
Polk,21,Commissioner of Agriculture ,,DEM,Kim Olson,21,,,
Polk,1,Railroad Commissioner ,,DEM,Chris Spellmon,5,,,
Polk,1,Railroad Commissioner ,,DEM,Roman McAllen,0,,,
Polk,2,Railroad Commissioner ,,DEM,Chris Spellmon,4,,,
Polk,2,Railroad Commissioner ,,DEM,Roman McAllen,2,,,
Polk,3,Railroad Commissioner ,,DEM,Chris Spellmon,20,,,
Polk,3,Railroad Commissioner ,,DEM,Roman McAllen,15,,,
Polk,4,Railroad Commissioner ,,DEM,Chris Spellmon,19,,,
Polk,4,Railroad Commissioner ,,DEM,Roman McAllen,13,,,
Polk,5,Railroad Commissioner ,,DEM,Chris Spellmon,35,,,
Polk,5,Railroad Commissioner ,,DEM,Roman McAllen,28,,,
Polk,6,Railroad Commissioner ,,DEM,Chris Spellmon,64,,,
Polk,6,Railroad Commissioner ,,DEM,Roman McAllen,67,,,
Polk,7,Railroad Commissioner ,,DEM,Chris Spellmon,10,,,
Polk,7,Railroad Commissioner ,,DEM,Roman McAllen,8,,,
Polk,8,Railroad Commissioner ,,DEM,Chris Spellmon,14,,,
Polk,8,Railroad Commissioner ,,DEM,Roman McAllen,16,,,
Polk,9,Railroad Commissioner ,,DEM,Chris Spellmon,8,,,
Polk,9,Railroad Commissioner ,,DEM,Roman McAllen,9,,,
Polk,10,Railroad Commissioner ,,DEM,Chris Spellmon,26,,,
Polk,10,Railroad Commissioner ,,DEM,Roman McAllen,25,,,
Polk,11,Railroad Commissioner ,,DEM,Chris Spellmon,5,,,
Polk,11,Railroad Commissioner ,,DEM,Roman McAllen,4,,,
Polk,12,Railroad Commissioner ,,DEM,Chris Spellmon,12,,,
Polk,12,Railroad Commissioner ,,DEM,Roman McAllen,5,,,
Polk,13,Railroad Commissioner ,,DEM,Chris Spellmon,2,,,
Polk,13,Railroad Commissioner ,,DEM,Roman McAllen,4,,,
Polk,14,Railroad Commissioner ,,DEM,Chris Spellmon,6,,,
Polk,14,Railroad Commissioner ,,DEM,Roman McAllen,14,,,
Polk,15,Railroad Commissioner ,,DEM,Chris Spellmon,7,,,
Polk,15,Railroad Commissioner ,,DEM,Roman McAllen,2,,,
Polk,16,Railroad Commissioner ,,DEM,Chris Spellmon,21,,,
Polk,16,Railroad Commissioner ,,DEM,Roman McAllen,35,,,
Polk,17,Railroad Commissioner ,,DEM,Chris Spellmon,6,,,
Polk,17,Railroad Commissioner ,,DEM,Roman McAllen,11,,,
Polk,18,Railroad Commissioner ,,DEM,Chris Spellmon,12,,,
Polk,18,Railroad Commissioner ,,DEM,Roman McAllen,11,,,
Polk,19,Railroad Commissioner ,,DEM,Chris Spellmon,36,,,
Polk,19,Railroad Commissioner ,,DEM,Roman McAllen,43,,,
Polk,20,Railroad Commissioner ,,DEM,Chris Spellmon,25,,,
Polk,20,Railroad Commissioner ,,DEM,Roman McAllen,39,,,
Polk,21,Railroad Commissioner ,,DEM,Chris Spellmon,13,,,
Polk,21,Railroad Commissioner ,,DEM,Roman McAllen,9,,,
Polk,1,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,6,,,
Polk,2,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,7,,,
Polk,3,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,33,,,
Polk,4,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,34,,,
Polk,5,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,65,,,
Polk,6,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,128,,,
Polk,7,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,19,,,
Polk,8,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,31,,,
Polk,9,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,16,,,
Polk,10,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,46,,,
Polk,11,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,7,,,
Polk,12,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,16,,,
Polk,13,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,6,,,
Polk,14,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,20,,,
Polk,15,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,9,,,
Polk,16,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,53,,,
Polk,17,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,14,,,
Polk,18,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,22,,,
Polk,19,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,78,,,
Polk,20,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,61,,,
Polk,21,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,20,,,
Polk,1,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,5,,,
Polk,2,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,7,,,
Polk,3,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,31,,,
Polk,4,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,35,,,
Polk,5,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,62,,,
Polk,6,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,124,,,
Polk,7,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,17,,,
Polk,8,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,29,,,
Polk,9,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,15,,,
Polk,10,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,44,,,
Polk,11,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,8,,,
Polk,12,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,17,,,
Polk,13,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,6,,,
Polk,14,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,18,,,
Polk,15,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,8,,,
Polk,16,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,52,,,
Polk,17,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,15,,,
Polk,18,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,21,,,
Polk,19,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,78,,,
Polk,20,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,62,,,
Polk,21,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,20,,,
Polk,1,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,7,,,
Polk,2,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,7,,,
Polk,3,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,33,,,
Polk,4,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,36,,,
