candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,210 - CISD,,,,279
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,210 - CISD,,,,73
Matt Sterett,Railroad Commissioner,,LIB,Milam,210 - CISD,,,,2
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,210 - CISD,,,,3
Undervotes,Railroad Commissioner,,,Milam,210 - CISD,,,,10
Overvotes,Railroad Commissioner,,,Milam,210 - CISD,,,,1
Terry M Wilson,State Representative,20,REP,Milam,210 - CISD,,,,274
Jessica Tiedt,State Representative,20,DEM,Milam,210 - CISD,,,,73
Undervotes,State Representative,20,,Milam,210 - CISD,,,,21
Overvotes,State Representative,20,,Milam,210 - CISD,,,,0
Registered Voters,,,,Milam,212 - CISD,,,,0
Ballots Cast,,,,Milam,212 - CISD,61,442,65,568
Donald J Trump,President,,REP,Milam,212 - CISD,,,,476
Joseph R Biden,President,,DEM,Milam,212 - CISD,,,,86
Jo Jorgensen,President,,LIB,Milam,212 - CISD,,,,5
Howie Hawkins,President,,GRN,Milam,212 - CISD,,,,0
Todd Cella (W),President,,,Milam,212 - CISD,,,,0
Abram Loeb (W),President,,,Milam,212 - CISD,,,,0
Robert Morrow (W),President,,,Milam,212 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,212 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,212 - CISD,,,,0
Brian Carroll (W),President,,,Milam,212 - CISD,,,,0
Kasey Wells (W),President,,,Milam,212 - CISD,,,,0
President R. Boddie (W),President,,,Milam,212 - CISD,,,,0
Undervotes,President,,,Milam,212 - CISD,,,,1
Overvotes,President,,,Milam,212 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,212 - CISD,,,,468
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CISD,,,,76
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CISD,,,,7
David B. Collins,U.S. Senate,,GRN,Milam,212 - CISD,,,,3
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CISD,,,,14
Overvotes,U.S. Senate,,,Milam,212 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CISD,,,,466
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CISD,,,,79
Ted Brown,U.S. House,17,LIB,Milam,212 - CISD,,,,10
Undervotes,U.S. House,17,,Milam,212 - CISD,,,,13
Overvotes,U.S. House,17,,Milam,212 - CISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CISD,,,,464
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CISD,,,,74
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CISD,,,,7
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CISD,,,,6
Undervotes,Railroad Commissioner,,,Milam,212 - CISD,,,,17
Overvotes,Railroad Commissioner,,,Milam,212 - CISD,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CISD,,,,463
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CISD,,,,74
Undervotes,State Representative,20,,Milam,212 - CISD,,,,31
Overvotes,State Representative,20,,Milam,212 - CISD,,,,0
Registered Voters,,,,Milam,317 - CISD,,,,0
Ballots Cast,,,,Milam,317 - CISD,0,3,0,3
Donald J Trump,President,,REP,Milam,317 - CISD,,,,3
Joseph R Biden,President,,DEM,Milam,317 - CISD,,,,0
Jo Jorgensen,President,,LIB,Milam,317 - CISD,,,,0
Howie Hawkins,President,,GRN,Milam,317 - CISD,,,,0
Todd Cella (W),President,,,Milam,317 - CISD,,,,0
Abram Loeb (W),President,,,Milam,317 - CISD,,,,0
Robert Morrow (W),President,,,Milam,317 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,317 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,317 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,317 - CISD,,,,0
Brian Carroll (W),President,,,Milam,317 - CISD,,,,0
Kasey Wells (W),President,,,Milam,317 - CISD,,,,0
President R. Boddie (W),President,,,Milam,317 - CISD,,,,0
Undervotes,President,,,Milam,317 - CISD,,,,0
Overvotes,President,,,Milam,317 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,317 - CISD,,,,3
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,317 - CISD,,,,0
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,317 - CISD,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,317 - CISD,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,317 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,317 - CISD,,,,0
Overvotes,U.S. Senate,,,Milam,317 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,317 - CISD,,,,3
Rick Kennedy,U.S. House,17,DEM,Milam,317 - CISD,,,,0
Ted Brown,U.S. House,17,LIB,Milam,317 - CISD,,,,0
Undervotes,U.S. House,17,,Milam,317 - CISD,,,,0
Overvotes,U.S. House,17,,Milam,317 - CISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,317 - CISD,,,,3
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,317 - CISD,,,,0
Matt Sterett,Railroad Commissioner,,LIB,Milam,317 - CISD,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,317 - CISD,,,,0
Undervotes,Railroad Commissioner,,,Milam,317 - CISD,,,,0
Overvotes,Railroad Commissioner,,,Milam,317 - CISD,,,,0
Terry M Wilson,State Representative,20,REP,Milam,317 - CISD,,,,3
Jessica Tiedt,State Representative,20,DEM,Milam,317 - CISD,,,,0
Undervotes,State Representative,20,,Milam,317 - CISD,,,,0
Overvotes,State Representative,20,,Milam,317 - CISD,,,,0
Registered Voters,,,,Milam,207 - E RCity H,,,,0
Ballots Cast,,,,Milam,207 - E RCity H,15,104,22,141
Donald J Trump,President,,REP,Milam,207 - E RCity H,,,,61
Joseph R Biden,President,,DEM,Milam,207 - E RCity H,,,,78
Jo Jorgensen,President,,LIB,Milam,207 - E RCity H,,,,0
Howie Hawkins,President,,GRN,Milam,207 - E RCity H,,,,1
Todd Cella (W),President,,,Milam,207 - E RCity H,,,,0
Abram Loeb (W),President,,,Milam,207 - E RCity H,,,,0
Robert Morrow (W),President,,,Milam,207 - E RCity H,,,,0
Jesse Cuellar (W),President,,,Milam,207 - E RCity H,,,,0
Gloria La Riva (W),President,,,Milam,207 - E RCity H,,,,0
Tom Hoefling (W),President,,,Milam,207 - E RCity H,,,,0
Brian Carroll (W),President,,,Milam,207 - E RCity H,,,,0
Kasey Wells (W),President,,,Milam,207 - E RCity H,,,,0
President R. Boddie (W),President,,,Milam,207 - E RCity H,,,,0
Undervotes,President,,,Milam,207 - E RCity H,,,,1
Overvotes,President,,,Milam,207 - E RCity H,,,,0
John Cornyn,U.S. Senate,,REP,Milam,207 - E RCity H,,,,60
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,207 - E RCity H,,,,73
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,207 - E RCity H,,,,2
David B. Collins,U.S. Senate,,GRN,Milam,207 - E RCity H,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,207 - E RCity H,,,,0
Undervotes,U.S. Senate,,,Milam,207 - E RCity H,,,,4
Overvotes,U.S. Senate,,,Milam,207 - E RCity H,,,,0
Pete Sessions,U.S. House,17,REP,Milam,207 - E RCity H,,,,54
Rick Kennedy,U.S. House,17,DEM,Milam,207 - E RCity H,,,,74
Ted Brown,U.S. House,17,LIB,Milam,207 - E RCity H,,,,4
Undervotes,U.S. House,17,,Milam,207 - E RCity H,,,,9
Overvotes,U.S. House,17,,Milam,207 - E RCity H,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,207 - E RCity H,,,,55
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,207 - E RCity H,,,,74
Matt Sterett,Railroad Commissioner,,LIB,Milam,207 - E RCity H,,,,2
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,207 - E RCity H,,,,4
Undervotes,Railroad Commissioner,,,Milam,207 - E RCity H,,,,6
Overvotes,Railroad Commissioner,,,Milam,207 - E RCity H,,,,0
Terry M Wilson,State Representative,20,REP,Milam,207 - E RCity H,,,,58
Jessica Tiedt,State Representative,20,DEM,Milam,207 - E RCity H,,,,73
Undervotes,State Representative,20,,Milam,207 - E RCity H,,,,10
Overvotes,State Representative,20,,Milam,207 - E RCity H,,,,0
Registered Voters,,,,Milam,207 - E RCity P,,,,0
Ballots Cast,,,,Milam,207 - E RCity P,0,12,6,18
Donald J Trump,President,,REP,Milam,207 - E RCity P,,,,14
Joseph R Biden,President,,DEM,Milam,207 - E RCity P,,,,4
Jo Jorgensen,President,,LIB,Milam,207 - E RCity P,,,,0
Howie Hawkins,President,,GRN,Milam,207 - E RCity P,,,,0
Todd Cella (W),President,,,Milam,207 - E RCity P,,,,0
Abram Loeb (W),President,,,Milam,207 - E RCity P,,,,0
Robert Morrow (W),President,,,Milam,207 - E RCity P,,,,0
Jesse Cuellar (W),President,,,Milam,207 - E RCity P,,,,0
Gloria La Riva (W),President,,,Milam,207 - E RCity P,,,,0
Tom Hoefling (W),President,,,Milam,207 - E RCity P,,,,0
Brian Carroll (W),President,,,Milam,207 - E RCity P,,,,0
Kasey Wells (W),President,,,Milam,207 - E RCity P,,,,0
President R. Boddie (W),President,,,Milam,207 - E RCity P,,,,0
Undervotes,President,,,Milam,207 - E RCity P,,,,0
Overvotes,President,,,Milam,207 - E RCity P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,207 - E RCity P,,,,13
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,207 - E RCity P,,,,4
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,207 - E RCity P,,,,1
David B. Collins,U.S. Senate,,GRN,Milam,207 - E RCity P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,207 - E RCity P,,,,0
Undervotes,U.S. Senate,,,Milam,207 - E RCity P,,,,0
Overvotes,U.S. Senate,,,Milam,207 - E RCity P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,207 - E RCity P,,,,14
Rick Kennedy,U.S. House,17,DEM,Milam,207 - E RCity P,,,,3
Ted Brown,U.S. House,17,LIB,Milam,207 - E RCity P,,,,0
Undervotes,U.S. House,17,,Milam,207 - E RCity P,,,,1
Overvotes,U.S. House,17,,Milam,207 - E RCity P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,207 - E RCity P,,,,14
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,207 - E RCity P,,,,3
Matt Sterett,Railroad Commissioner,,LIB,Milam,207 - E RCity P,,,,1
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,207 - E RCity P,,,,0
Undervotes,Railroad Commissioner,,,Milam,207 - E RCity P,,,,0
Overvotes,Railroad Commissioner,,,Milam,207 - E RCity P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,207 - E RCity P,,,,14
Jessica Tiedt,State Representative,20,DEM,Milam,207 - E RCity P,,,,3
Undervotes,State Representative,20,,Milam,207 - E RCity P,,,,1
Overvotes,State Representative,20,,Milam,207 - E RCity P,,,,0
Registered Voters,,,,Milam,318 - E RCity H,,,,0
Ballots Cast,,,,Milam,318 - E RCity H,16,205,56,277
Donald J Trump,President,,REP,Milam,318 - E RCity H,,,,161
Joseph R Biden,President,,DEM,Milam,318 - E RCity H,,,,113
Jo Jorgensen,President,,LIB,Milam,318 - E RCity H,,,,3
Howie Hawkins,President,,GRN,Milam,318 - E RCity H,,,,0
Todd Cella (W),President,,,Milam,318 - E RCity H,,,,0
Abram Loeb (W),President,,,Milam,318 - E RCity H,,,,0
Robert Morrow (W),President,,,Milam,318 - E RCity H,,,,0
Jesse Cuellar (W),President,,,Milam,318 - E RCity H,,,,0
Gloria La Riva (W),President,,,Milam,318 - E RCity H,,,,0
Tom Hoefling (W),President,,,Milam,318 - E RCity H,,,,0
Brian Carroll (W),President,,,Milam,318 - E RCity H,,,,0
Kasey Wells (W),President,,,Milam,318 - E RCity H,,,,0
President R. Boddie (W),President,,,Milam,318 - E RCity H,,,,0
Undervotes,President,,,Milam,318 - E RCity H,,,,0
Overvotes,President,,,Milam,318 - E RCity H,,,,0
John Cornyn,U.S. Senate,,REP,Milam,318 - E RCity H,,,,158
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,318 - E RCity H,,,,106
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,318 - E RCity H,,,,6
David B. Collins,U.S. Senate,,GRN,Milam,318 - E RCity H,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,318 - E RCity H,,,,0
Undervotes,U.S. Senate,,,Milam,318 - E RCity H,,,,6
Overvotes,U.S. Senate,,,Milam,318 - E RCity H,,,,0
Pete Sessions,U.S. House,17,REP,Milam,318 - E RCity H,,,,156
Rick Kennedy,U.S. House,17,DEM,Milam,318 - E RCity H,,,,108
Ted Brown,U.S. House,17,LIB,Milam,318 - E RCity H,,,,5
Undervotes,U.S. House,17,,Milam,318 - E RCity H,,,,8
Overvotes,U.S. House,17,,Milam,318 - E RCity H,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,318 - E RCity H,,,,152
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,318 - E RCity H,,,,106
Matt Sterett,Railroad Commissioner,,LIB,Milam,318 - E RCity H,,,,4
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,318 - E RCity H,,,,3
Undervotes,Railroad Commissioner,,,Milam,318 - E RCity H,,,,12
Overvotes,Railroad Commissioner,,,Milam,318 - E RCity H,,,,0
Terry M Wilson,State Representative,20,REP,Milam,318 - E RCity H,,,,160
Jessica Tiedt,State Representative,20,DEM,Milam,318 - E RCity H,,,,105
Undervotes,State Representative,20,,Milam,318 - E RCity H,,,,12
Overvotes,State Representative,20,,Milam,318 - E RCity H,,,,0
Registered Voters,,,,Milam,318 - E RCity P,,,,0
Ballots Cast,,,,Milam,318 - E RCity P,11,24,1,36
Donald J Trump,President,,REP,Milam,318 - E RCity P,,,,17
Joseph R Biden,President,,DEM,Milam,318 - E RCity P,,,,18
Jo Jorgensen,President,,LIB,Milam,318 - E RCity P,,,,0
Howie Hawkins,President,,GRN,Milam,318 - E RCity P,,,,0
Todd Cella (W),President,,,Milam,318 - E RCity P,,,,0
Abram Loeb (W),President,,,Milam,318 - E RCity P,,,,0
Robert Morrow (W),President,,,Milam,318 - E RCity P,,,,0
Jesse Cuellar (W),President,,,Milam,318 - E RCity P,,,,0
Gloria La Riva (W),President,,,Milam,318 - E RCity P,,,,0
Tom Hoefling (W),President,,,Milam,318 - E RCity P,,,,0
Brian Carroll (W),President,,,Milam,318 - E RCity P,,,,0
Kasey Wells (W),President,,,Milam,318 - E RCity P,,,,0
President R. Boddie (W),President,,,Milam,318 - E RCity P,,,,0
Undervotes,President,,,Milam,318 - E RCity P,,,,1
Overvotes,President,,,Milam,318 - E RCity P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,318 - E RCity P,,,,16
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,318 - E RCity P,,,,17
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,318 - E RCity P,,,,1
David B. Collins,U.S. Senate,,GRN,Milam,318 - E RCity P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,318 - E RCity P,,,,0
Undervotes,U.S. Senate,,,Milam,318 - E RCity P,,,,2
Overvotes,U.S. Senate,,,Milam,318 - E RCity P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,318 - E RCity P,,,,18
Rick Kennedy,U.S. House,17,DEM,Milam,318 - E RCity P,,,,17
Ted Brown,U.S. House,17,LIB,Milam,318 - E RCity P,,,,1
Undervotes,U.S. House,17,,Milam,318 - E RCity P,,,,0
Overvotes,U.S. House,17,,Milam,318 - E RCity P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,318 - E RCity P,,,,19
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,318 - E RCity P,,,,16
Matt Sterett,Railroad Commissioner,,LIB,Milam,318 - E RCity P,,,,1
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,318 - E RCity P,,,,0
Undervotes,Railroad Commissioner,,,Milam,318 - E RCity P,,,,0
Overvotes,Railroad Commissioner,,,Milam,318 - E RCity P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,318 - E RCity P,,,,19
Jessica Tiedt,State Representative,20,DEM,Milam,318 - E RCity P,,,,16
Undervotes,State Representative,20,,Milam,318 - E RCity P,,,,1
Overvotes,State Representative,20,,Milam,318 - E RCity P,,,,0
Registered Voters,,,,Milam,318 - W RCity H,,,,0
Ballots Cast,,,,Milam,318 - W RCity H,105,727,95,927
Donald J Trump,President,,REP,Milam,318 - W RCity H,,,,667
Joseph R Biden,President,,DEM,Milam,318 - W RCity H,,,,243
Jo Jorgensen,President,,LIB,Milam,318 - W RCity H,,,,5
Howie Hawkins,President,,GRN,Milam,318 - W RCity H,,,,2
Todd Cella (W),President,,,Milam,318 - W RCity H,,,,0
Abram Loeb (W),President,,,Milam,318 - W RCity H,,,,0
Robert Morrow (W),President,,,Milam,318 - W RCity H,,,,0
Jesse Cuellar (W),President,,,Milam,318 - W RCity H,,,,0
Gloria La Riva (W),President,,,Milam,318 - W RCity H,,,,0
Tom Hoefling (W),President,,,Milam,318 - W RCity H,,,,0
Brian Carroll (W),President,,,Milam,318 - W RCity H,,,,2
Kasey Wells (W),President,,,Milam,318 - W RCity H,,,,0
President R. Boddie (W),President,,,Milam,318 - W RCity H,,,,0
Undervotes,President,,,Milam,318 - W RCity H,,,,8
Overvotes,President,,,Milam,318 - W RCity H,,,,0
John Cornyn,U.S. Senate,,REP,Milam,318 - W RCity H,,,,660
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,318 - W RCity H,,,,230
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,318 - W RCity H,,,,14
David B. Collins,U.S. Senate,,GRN,Milam,318 - W RCity H,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,318 - W RCity H,,,,0
Undervotes,U.S. Senate,,,Milam,318 - W RCity H,,,,22
Overvotes,U.S. Senate,,,Milam,318 - W RCity H,,,,0
Pete Sessions,U.S. House,17,REP,Milam,318 - W RCity H,,,,670
Rick Kennedy,U.S. House,17,DEM,Milam,318 - W RCity H,,,,227
Ted Brown,U.S. House,17,LIB,Milam,318 - W RCity H,,,,9
Undervotes,U.S. House,17,,Milam,318 - W RCity H,,,,21
Overvotes,U.S. House,17,,Milam,318 - W RCity H,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,318 - W RCity H,,,,653
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,318 - W RCity H,,,,220
Matt Sterett,Railroad Commissioner,,LIB,Milam,318 - W RCity H,,,,14
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,318 - W RCity H,,,,8
Undervotes,Railroad Commissioner,,,Milam,318 - W RCity H,,,,32
Overvotes,Railroad Commissioner,,,Milam,318 - W RCity H,,,,0
Terry M Wilson,State Representative,20,REP,Milam,318 - W RCity H,,,,667
Jessica Tiedt,State Representative,20,DEM,Milam,318 - W RCity H,,,,223
Undervotes,State Representative,20,,Milam,318 - W RCity H,,,,37
Overvotes,State Representative,20,,Milam,318 - W RCity H,,,,0
Registered Voters,,,,Milam,318 - W RCity P,,,,0
Ballots Cast,,,,Milam,318 - W RCity P,0,2,0,2
Donald J Trump,President,,REP,Milam,318 - W RCity P,,,,1
Joseph R Biden,President,,DEM,Milam,318 - W RCity P,,,,1
Jo Jorgensen,President,,LIB,Milam,318 - W RCity P,,,,0
Howie Hawkins,President,,GRN,Milam,318 - W RCity P,,,,0
Todd Cella (W),President,,,Milam,318 - W RCity P,,,,0
Abram Loeb (W),President,,,Milam,318 - W RCity P,,,,0
Robert Morrow (W),President,,,Milam,318 - W RCity P,,,,0
Jesse Cuellar (W),President,,,Milam,318 - W RCity P,,,,0
Gloria La Riva (W),President,,,Milam,318 - W RCity P,,,,0
Tom Hoefling (W),President,,,Milam,318 - W RCity P,,,,0
Brian Carroll (W),President,,,Milam,318 - W RCity P,,,,0
Kasey Wells (W),President,,,Milam,318 - W RCity P,,,,0
President R. Boddie (W),President,,,Milam,318 - W RCity P,,,,0
Undervotes,President,,,Milam,318 - W RCity P,,,,0
Overvotes,President,,,Milam,318 - W RCity P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,318 - W RCity P,,,,1
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,318 - W RCity P,,,,1
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,318 - W RCity P,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,318 - W RCity P,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,318 - W RCity P,,,,0
Undervotes,U.S. Senate,,,Milam,318 - W RCity P,,,,0
Overvotes,U.S. Senate,,,Milam,318 - W RCity P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,318 - W RCity P,,,,1
Rick Kennedy,U.S. House,17,DEM,Milam,318 - W RCity P,,,,1
Ted Brown,U.S. House,17,LIB,Milam,318 - W RCity P,,,,0
Undervotes,U.S. House,17,,Milam,318 - W RCity P,,,,0
Overvotes,U.S. House,17,,Milam,318 - W RCity P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,318 - W RCity P,,,,1
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,318 - W RCity P,,,,1
Matt Sterett,Railroad Commissioner,,LIB,Milam,318 - W RCity P,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,318 - W RCity P,,,,0
Undervotes,Railroad Commissioner,,,Milam,318 - W RCity P,,,,0
Overvotes,Railroad Commissioner,,,Milam,318 - W RCity P,,,,0
Terry M Wilson,State Representative,20,REP,Milam,318 - W RCity P,,,,1
Jessica Tiedt,State Representative,20,DEM,Milam,318 - W RCity P,,,,1
Undervotes,State Representative,20,,Milam,318 - W RCity P,,,,0
Overvotes,State Representative,20,,Milam,318 - W RCity P,,,,0
Registered Voters,,,,Milam,419 - E RCity H,,,,0
Ballots Cast,,,,Milam,419 - E RCity H,34,139,30,203
Donald J Trump,President,,REP,Milam,419 - E RCity H,,,,79
Joseph R Biden,President,,DEM,Milam,419 - E RCity H,,,,121
Jo Jorgensen,President,,LIB,Milam,419 - E RCity H,,,,1
Howie Hawkins,President,,GRN,Milam,419 - E RCity H,,,,1
Todd Cella (W),President,,,Milam,419 - E RCity H,,,,0
Abram Loeb (W),President,,,Milam,419 - E RCity H,,,,0
Robert Morrow (W),President,,,Milam,419 - E RCity H,,,,0
Jesse Cuellar (W),President,,,Milam,419 - E RCity H,,,,0
Gloria La Riva (W),President,,,Milam,419 - E RCity H,,,,0
Tom Hoefling (W),President,,,Milam,419 - E RCity H,,,,0
Brian Carroll (W),President,,,Milam,419 - E RCity H,,,,0
Kasey Wells (W),President,,,Milam,419 - E RCity H,,,,0
President R. Boddie (W),President,,,Milam,419 - E RCity H,,,,0
Undervotes,President,,,Milam,419 - E RCity H,,,,1
Overvotes,President,,,Milam,419 - E RCity H,,,,0
John Cornyn,U.S. Senate,,REP,Milam,419 - E RCity H,,,,76
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,419 - E RCity H,,,,115
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,419 - E RCity H,,,,2
David B. Collins,U.S. Senate,,GRN,Milam,419 - E RCity H,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,419 - E RCity H,,,,0
Undervotes,U.S. Senate,,,Milam,419 - E RCity H,,,,8
Overvotes,U.S. Senate,,,Milam,419 - E RCity H,,,,0
Pete Sessions,U.S. House,17,REP,Milam,419 - E RCity H,,,,76
Rick Kennedy,U.S. House,17,DEM,Milam,419 - E RCity H,,,,115
Ted Brown,U.S. House,17,LIB,Milam,419 - E RCity H,,,,5
Undervotes,U.S. House,17,,Milam,419 - E RCity H,,,,7
Overvotes,U.S. House,17,,Milam,419 - E RCity H,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,419 - E RCity H,,,,75
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,419 - E RCity H,,,,109
Matt Sterett,Railroad Commissioner,,LIB,Milam,419 - E RCity H,,,,4
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,419 - E RCity H,,,,2
Undervotes,Railroad Commissioner,,,Milam,419 - E RCity H,,,,13
Overvotes,Railroad Commissioner,,,Milam,419 - E RCity H,,,,0
Terry M Wilson,State Representative,20,REP,Milam,419 - E RCity H,,,,77
Jessica Tiedt,State Representative,20,DEM,Milam,419 - E RCity H,,,,117
Undervotes,State Representative,20,,Milam,419 - E RCity H,,,,9
Overvotes,State Representative,20,,Milam,419 - E RCity H,,,,0
Registered Voters,,,,Milam,419 - E RCity P,,,,0
Ballots Cast,,,,Milam,419 - E RCity P,0,16,0,16
Donald J Trump,President,,REP,Milam,419 - E RCity P,,,,5
Joseph R Biden,President,,DEM,Milam,419 - E RCity P,,,,9
Jo Jorgensen,President,,LIB,Milam,419 - E RCity P,,,,0
Howie Hawkins,President,,GRN,Milam,419 - E RCity P,,,,2
Todd Cella (W),President,,,Milam,419 - E RCity P,,,,0
Abram Loeb (W),President,,,Milam,419 - E RCity P,,,,0
Robert Morrow (W),President,,,Milam,419 - E RCity P,,,,0
Jesse Cuellar (W),President,,,Milam,419 - E RCity P,,,,0
Gloria La Riva (W),President,,,Milam,419 - E RCity P,,,,0
Tom Hoefling (W),President,,,Milam,419 - E RCity P,,,,0
Brian Carroll (W),President,,,Milam,419 - E RCity P,,,,0
Kasey Wells (W),President,,,Milam,419 - E RCity P,,,,0
President R. Boddie (W),President,,,Milam,419 - E RCity P,,,,0
Undervotes,President,,,Milam,419 - E RCity P,,,,0
Overvotes,President,,,Milam,419 - E RCity P,,,,0
John Cornyn,U.S. Senate,,REP,Milam,419 - E RCity P,,,,5
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,419 - E RCity P,,,,7
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,419 - E RCity P,,,,1
David B. Collins,U.S. Senate,,GRN,Milam,419 - E RCity P,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,419 - E RCity P,,,,0
Undervotes,U.S. Senate,,,Milam,419 - E RCity P,,,,1
Overvotes,U.S. Senate,,,Milam,419 - E RCity P,,,,0
Pete Sessions,U.S. House,17,REP,Milam,419 - E RCity P,,,,5
Rick Kennedy,U.S. House,17,DEM,Milam,419 - E RCity P,,,,7
Ted Brown,U.S. House,17,LIB,Milam,419 - E RCity P,,,,3
Undervotes,U.S. House,17,,Milam,419 - E RCity P,,,,1
Overvotes,U.S. House,17,,Milam,419 - E RCity P,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,419 - E RCity P,,,,6
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,419 - E RCity P,,,,7
Matt Sterett,Railroad Commissioner,,LIB,Milam,419 - E RCity P,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,419 - E RCity P,,,,2
Undervotes,Railroad Commissioner,,,Milam,419 - E RCity P,,,,1
