county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 5,Proposition #10,,DEM,Yes,21,5,7,2,7,0,9,7
Hill,PCT 5,Proposition #10,,DEM,No,3,0,1,0,1,1,1,2
Hill,PCT 5,Proposition #11,,DEM,Yes,18,3,8,2,5,0,10,5
Hill,PCT 5,Proposition #11,,DEM,No,5,2,0,0,2,1,0,3
Hill,PCT 6,Registered Voters,,,,417,,,,,,0,0
Hill,PCT 6,Ballots Cast,,DEM,,26,0,8,5,12,1,13,13
Hill,PCT 6,President,,DEM,Bernie Sanders,10,0,5,2,3,0,7,3
Hill,PCT 6,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Michael R. Bloomberg,3,0,1,1,1,0,2,1
Hill,PCT 6,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Elizabeth Warren,1,0,1,0,0,0,1,0
Hill,PCT 6,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Pete Buttigieg,1,0,0,1,0,0,1,0
Hill,PCT 6,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 6,President,,DEM,Joseph R. Biden,11,0,1,1,8,1,2,9
Hill,PCT 6,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Royce West,3,0,1,0,2,0,1,2
Hill,PCT 6,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Michael Cooper,1,0,1,0,0,0,1,0
Hill,PCT 6,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,2,0,1,1,0,0,2,0
Hill,PCT 6,U.S. Senate,,DEM,Sema Hernandez,1,0,1,0,0,0,1,0
Hill,PCT 6,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Mary (MJ) Hegar,15,0,3,2,9,1,5,10
Hill,PCT 6,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0,0,0,0
Hill,PCT 6,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,0,0,2,1,0,2,1
Hill,PCT 6,U.S. House,25,DEM,Julie Oliver,22,0,5,5,12,0,10,12
Hill,PCT 6,U.S. House,25,DEM,Heidi Sloan,1,0,1,0,0,0,1,0
Hill,PCT 6,Railroad Commissioner,,DEM,Mark Watson,7,0,2,1,4,0,3,4
Hill,PCT 6,Railroad Commissioner,,DEM,Kelly Stone,5,0,1,2,2,0,3,2
Hill,PCT 6,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,0,0,1,1,1,1,2
Hill,PCT 6,Railroad Commissioner,,DEM,Chrysta Castaneda,4,0,0,1,3,0,1,3
Hill,PCT 6,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,0,1,1,4,0,2,4
Hill,PCT 6,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,15,0,5,4,6,0,9,6
Hill,PCT 6,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,17,0,7,4,6,0,11,6
Hill,PCT 6,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,2,0,0,1,1,0,1,1
Hill,PCT 6,"Justice, Supreme Court, P7",,DEM,Staci Williams,12,0,4,4,4,0,8,4
Hill,PCT 6,"Justice, Supreme Court, P7",,DEM,Brandy Voss,5,0,1,1,3,0,2,3
Hill,PCT 6,"Justice, Supreme Court, P8",,DEM,Peter Kelly,8,0,1,1,6,0,2,6
Hill,PCT 6,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,11,0,5,4,2,0,9,2
Hill,PCT 6,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,8,0,3,3,2,0,6,2
Hill,PCT 6,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,2,0,2,0,0,0,2,0
Hill,PCT 6,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,9,0,1,2,6,0,3,6
Hill,PCT 6,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,14,0,5,4,5,0,9,5
Hill,PCT 6,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,5,0,1,1,3,0,2,3
Hill,PCT 6,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,14,0,4,2,8,0,6,8
Hill,PCT 6,"Member, State BoE Dist 14",,DEM,Greg Alvord,17,0,4,3,10,0,7,10
Hill,PCT 6,County Chair,,DEM,Thomas Hanson,21,0,5,3,12,1,8,13
Hill,PCT 6,Proposition #1,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #1,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #2,,DEM,Yes,21,0,6,5,10,0,11,10
Hill,PCT 6,Proposition #2,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 6,Proposition #3,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #3,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #4,,DEM,Yes,22,0,6,5,11,0,11,11
Hill,PCT 6,Proposition #4,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #5,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #6,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #6,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #7,,DEM,Yes,22,0,6,5,10,1,11,11
Hill,PCT 6,Proposition #7,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #8,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #8,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #9,,DEM,Yes,23,0,6,5,11,1,11,12
Hill,PCT 6,Proposition #9,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 6,Proposition #10,,DEM,Yes,22,0,6,5,10,1,11,11
Hill,PCT 6,Proposition #10,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 6,Proposition #11,,DEM,Yes,20,0,6,5,8,1,11,9
Hill,PCT 6,Proposition #11,,DEM,No,3,0,0,0,3,0,0,3
Hill,PCT 7,Registered Voters,,,,532,,,,,,0,0
Hill,PCT 7,Ballots Cast,,DEM,,31,7,0,0,13,11,0,24
Hill,PCT 7,President,,DEM,Bernie Sanders,5,0,0,0,0,5,0,5
Hill,PCT 7,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Michael R. Bloomberg,5,3,0,0,1,1,0,2
Hill,PCT 7,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Elizabeth Warren,5,0,0,0,5,0,0,5
Hill,PCT 7,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Pete Buttigieg,1,1,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 7,President,,DEM,Joseph R. Biden,15,3,0,0,7,5,0,12
Hill,PCT 7,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 7,U.S. Senate,,DEM,Royce West,4,0,0,0,2,2,0,4
Hill,PCT 7,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Hill,PCT 7,U.S. Senate,,DEM,Michael Cooper,4,0,0,0,1,3,0,4
Hill,PCT 7,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,0,0,1,0,1
Hill,PCT 7,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,0,0,0,2,1,0,3
Hill,PCT 7,U.S. Senate,,DEM,Sema Hernandez,1,0,0,0,1,0,0,1
Hill,PCT 7,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,0,1,0,0,1
Hill,PCT 7,U.S. Senate,,DEM,Mary (MJ) Hegar,15,6,0,0,6,3,0,9
Hill,PCT 7,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0,0,0,0,0
Hill,PCT 7,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 7,U.S. Senate,,DEM,Chris Bell,2,1,0,0,0,1,0,1
Hill,PCT 7,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",0,0,0,0,0,0,0,0
Hill,PCT 7,U.S. House,25,DEM,Julie Oliver,17,6,0,0,6,5,0,11
Hill,PCT 7,U.S. House,25,DEM,Heidi Sloan,11,1,0,0,6,4,0,10
Hill,PCT 7,Railroad Commissioner,,DEM,Mark Watson,13,2,0,0,4,7,0,11
Hill,PCT 7,Railroad Commissioner,,DEM,Kelly Stone,5,1,0,0,3,1,0,4
Hill,PCT 7,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,1,0,0,0,1,0,1
Hill,PCT 7,Railroad Commissioner,,DEM,Chrysta Castaneda,8,3,0,0,5,0,0,5
Hill,PCT 7,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,8,1,0,0,2,5,0,7
Hill,PCT 7,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,20,6,0,0,10,4,0,14
Hill,PCT 7,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,18,5,0,0,9,4,0,13
Hill,PCT 7,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,9,2,0,0,2,5,0,7
Hill,PCT 7,"Justice, Supreme Court, P7",,DEM,Staci Williams,17,3,0,0,6,8,0,14
Hill,PCT 7,"Justice, Supreme Court, P7",,DEM,Brandy Voss,11,4,0,0,5,2,0,7
Hill,PCT 7,"Justice, Supreme Court, P8",,DEM,Peter Kelly,15,2,0,0,4,9,0,13
Hill,PCT 7,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,12,5,0,0,6,1,0,7
Hill,PCT 7,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,20,5,0,0,8,7,0,15
Hill,PCT 7,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,2,0,0,0,0,2,0,2
Hill,PCT 7,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,5,2,0,0,2,1,0,3
Hill,PCT 7,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,19,6,0,0,8,5,0,13
Hill,PCT 7,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,8,1,0,0,2,5,0,7
Hill,PCT 7,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,25,7,0,0,8,10,0,18
Hill,PCT 7,"Member, State BoE Dist 14",,DEM,Greg Alvord,27,7,0,0,9,11,0,20
Hill,PCT 7,County Chair,,DEM,Thomas Hanson,27,7,0,0,9,11,0,20
Hill,PCT 7,Proposition #1,,DEM,Yes,28,6,0,0,12,10,0,22
Hill,PCT 7,Proposition #1,,DEM,No,2,1,0,0,0,1,0,1
Hill,PCT 7,Proposition #2,,DEM,Yes,29,7,0,0,12,10,0,22
Hill,PCT 7,Proposition #2,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 7,Proposition #3,,DEM,Yes,29,7,0,0,12,10,0,22
Hill,PCT 7,Proposition #3,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 7,Proposition #4,,DEM,Yes,26,5,0,0,11,10,0,21
Hill,PCT 7,Proposition #4,,DEM,No,3,2,0,0,0,1,0,1
Hill,PCT 7,Proposition #5,,DEM,Yes,29,7,0,0,11,11,0,22
Hill,PCT 7,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 7,Proposition #6,,DEM,Yes,27,7,0,0,10,10,0,20
Hill,PCT 7,Proposition #6,,DEM,No,2,0,0,0,1,1,0,2
Hill,PCT 7,Proposition #7,,DEM,Yes,27,6,0,0,11,10,0,21
Hill,PCT 7,Proposition #7,,DEM,No,2,1,0,0,0,1,0,1
Hill,PCT 7,Proposition #8,,DEM,Yes,28,7,0,0,11,10,0,21
Hill,PCT 7,Proposition #8,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 7,Proposition #9,,DEM,Yes,27,6,0,0,11,10,0,21
Hill,PCT 7,Proposition #9,,DEM,No,2,1,0,0,0,1,0,1
Hill,PCT 7,Proposition #10,,DEM,Yes,27,7,0,0,10,10,0,20
Hill,PCT 7,Proposition #10,,DEM,No,2,0,0,0,1,1,0,2
Hill,PCT 7,Proposition #11,,DEM,Yes,23,5,0,0,8,10,0,18
Hill,PCT 7,Proposition #11,,DEM,No,6,2,0,0,3,1,0,4
Hill,PCT 8,Registered Voters,,,,355,,,,,,0,0
Hill,PCT 8,Ballots Cast,,DEM,,20,1,1,4,7,7,5,14
Hill,PCT 8,President,,DEM,Bernie Sanders,10,0,0,4,2,4,4,6
Hill,PCT 8,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Elizabeth Warren,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 8,President,,DEM,Joseph R. Biden,9,1,1,0,4,3,1,7
Hill,PCT 8,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Royce West,6,0,1,4,1,0,5,1
Hill,PCT 8,U.S. Senate,,DEM,D. R. Hunter,1,0,0,0,1,0,0,1
Hill,PCT 8,U.S. Senate,,DEM,Michael Cooper,0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,0,0,1,0,1
Hill,PCT 8,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Sema Hernandez,3,0,0,0,2,1,0,3
Hill,PCT 8,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Mary (MJ) Hegar,5,0,0,0,1,4,0,5
Hill,PCT 8,U.S. Senate,,DEM,Amanda K. Edwards,1,1,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0,0,0,0
Hill,PCT 8,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",2,0,0,0,1,1,0,2
Hill,PCT 8,U.S. House,25,DEM,Julie Oliver,12,1,1,4,3,3,5,6
Hill,PCT 8,U.S. House,25,DEM,Heidi Sloan,2,0,0,0,1,1,0,2
Hill,PCT 8,Railroad Commissioner,,DEM,Mark Watson,6,0,0,2,2,2,2,4
Hill,PCT 8,Railroad Commissioner,,DEM,Kelly Stone,2,1,0,0,1,0,0,1
Hill,PCT 8,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",5,0,0,1,2,2,1,4
Hill,PCT 8,Railroad Commissioner,,DEM,Chrysta Castaneda,3,0,1,1,0,1,2,1
Hill,PCT 8,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,6,0,1,3,2,0,4,2
Hill,PCT 8,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,10,1,0,1,3,5,1,8
Hill,PCT 8,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,13,1,1,4,4,3,5,7
Hill,PCT 8,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,3,0,0,0,2,1,0,3
Hill,PCT 8,"Justice, Supreme Court, P7",,DEM,Staci Williams,9,0,1,2,4,2,3,6
Hill,PCT 8,"Justice, Supreme Court, P7",,DEM,Brandy Voss,8,1,0,2,2,3,2,5
Hill,PCT 8,"Justice, Supreme Court, P8",,DEM,Peter Kelly,9,0,0,0,5,4,0,9
Hill,PCT 8,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,8,1,1,4,1,1,5,2
Hill,PCT 8,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,10,1,1,1,4,3,2,7
Hill,PCT 8,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,4,0,0,3,1,0,3,1
Hill,PCT 8,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,3,0,0,0,1,2,0,3
Hill,PCT 8,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,14,1,1,3,5,4,4,9
Hill,PCT 8,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,2,0,0,1,0,1,1,1
Hill,PCT 8,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,16,1,1,4,6,4,5,10
Hill,PCT 8,"Member, State BoE Dist 14",,DEM,Greg Alvord,15,1,1,4,5,4,5,9
Hill,PCT 8,County Chair,,DEM,Thomas Hanson,16,1,1,4,6,4,5,10
Hill,PCT 8,Proposition #1,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #1,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #2,,DEM,Yes,17,1,1,4,6,5,5,11
Hill,PCT 8,Proposition #2,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #3,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #3,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #4,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #4,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #5,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #6,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #6,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #7,,DEM,Yes,17,1,1,4,6,5,5,11
Hill,PCT 8,Proposition #7,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #8,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #8,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #9,,DEM,Yes,19,1,1,4,6,7,5,13
Hill,PCT 8,Proposition #9,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 8,Proposition #10,,DEM,Yes,17,1,1,4,5,6,5,11
Hill,PCT 8,Proposition #10,,DEM,No,1,0,0,0,1,0,0,1
Hill,PCT 8,Proposition #11,,DEM,Yes,18,1,1,3,6,7,4,13
Hill,PCT 8,Proposition #11,,DEM,No,1,0,0,1,0,0,1,0
Hill,PCT 9,Registered Voters,,,,561,,,,,,0,0
Hill,PCT 9,Ballots Cast,,DEM,,29,2,5,5,10,7,10,17
Hill,PCT 9,President,,DEM,Bernie Sanders,7,0,0,3,3,1,3,4
Hill,PCT 9,President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Michael R. Bloomberg,7,1,3,1,0,2,4,2
Hill,PCT 9,President,,DEM,Cory Booker,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Deval Patrick,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Tom Steyer,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Elizabeth Warren,2,0,0,0,1,1,0,2
Hill,PCT 9,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Julian Castro,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Andrew Yang,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Robby Wells,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Pete Buttigieg,1,0,0,1,0,0,1,0
Hill,PCT 9,President,,DEM,Michael Bennet,0,0,0,0,0,0,0,0
Hill,PCT 9,President,,DEM,Joseph R. Biden,12,1,2,0,6,3,2,9
Hill,PCT 9,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0,0
Hill,PCT 9,U.S. Senate,,DEM,Royce West,7,2,2,1,2,0,3,2
Hill,PCT 9,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0,0,0,0,0
Hill,PCT 9,U.S. Senate,,DEM,Michael Cooper,1,0,0,0,1,0,0,1
Hill,PCT 9,U.S. Senate,,DEM,Adrian Ocegueda,1,0,0,1,0,0,1,0
Hill,PCT 9,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,3,0,0,1,1,1,1,2
Hill,PCT 9,U.S. Senate,,DEM,Sema Hernandez,3,0,0,1,1,1,1,2
Hill,PCT 9,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",1,0,0,0,1,0,0,1
Hill,PCT 9,U.S. Senate,,DEM,Mary (MJ) Hegar,5,0,0,1,3,1,1,4
Hill,PCT 9,U.S. Senate,,DEM,Amanda K. Edwards,2,0,0,0,0,2,0,2
Hill,PCT 9,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0,0,0,0,0
Hill,PCT 9,U.S. Senate,,DEM,Chris Bell,0,0,0,0,0,0,0,0
Hill,PCT 9,U.S. Senate,,DEM,"Annie ""Mama"" Garcia",3,0,1,0,1,1,1,2
Hill,PCT 9,U.S. House,25,DEM,Julie Oliver,16,2,1,3,7,3,4,10
Hill,PCT 9,U.S. House,25,DEM,Heidi Sloan,9,0,2,1,3,3,3,6
Hill,PCT 9,Railroad Commissioner,,DEM,Mark Watson,6,1,1,1,1,2,2,3
Hill,PCT 9,Railroad Commissioner,,DEM,Kelly Stone,8,1,0,2,3,2,2,5
Hill,PCT 9,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",3,0,0,0,2,1,0,3
Hill,PCT 9,Railroad Commissioner,,DEM,Chrysta Castaneda,11,0,3,2,4,2,5,6
Hill,PCT 9,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,4,0,1,0,1,2,1,3
Hill,PCT 9,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,24,2,4,5,9,4,9,13
Hill,PCT 9,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,23,2,5,5,7,4,10,11
Hill,PCT 9,"Justice, Supreme Court, Place 6",,DEM,Larry Praeger,5,0,0,0,3,2,0,5
Hill,PCT 9,"Justice, Supreme Court, P7",,DEM,Staci Williams,20,1,4,5,7,3,9,10
Hill,PCT 9,"Justice, Supreme Court, P7",,DEM,Brandy Voss,6,1,0,0,3,2,0,5
Hill,PCT 9,"Justice, Supreme Court, P8",,DEM,Peter Kelly,11,2,1,1,4,3,2,7
Hill,PCT 9,"Justice, Supreme Court, P8",,DEM,Gisela D. Triana,15,0,3,4,5,3,7,8
Hill,PCT 9,"Judge, CT of Criminal Appeals, P3",,DEM,Elizabeth Davis Frizell,24,2,5,5,8,4,10,12
Hill,PCT 9,"Judge, CT of Criminal Appeals, P3",,DEM,William Pieratt Demond,2,0,0,0,1,1,0,2
Hill,PCT 9,"Judge, CT of Criminal Appeals, P3",,DEM,Dan Wood,1,0,0,0,1,0,0,1
Hill,PCT 9,"Judge, CT of Criminal Appeals, P4",,DEM,Tina Clinton,21,1,3,5,7,5,8,12
Hill,PCT 9,"Judge, CT of Criminal Appeals, P4",,DEM,Steven Miears,6,1,1,0,3,1,1,4
Hill,PCT 9,"Judge, CT of Criminal Appeals, P9",,DEM,Brandon Birmingham,23,2,5,4,8,4,9,12
Hill,PCT 9,"Member, State BoE Dist 14",,DEM,Greg Alvord,23,2,4,5,8,4,9,12
Hill,PCT 9,County Chair,,DEM,Thomas Hanson,23,2,4,5,8,4,9,12
Hill,PCT 9,Proposition #1,,DEM,Yes,28,2,5,5,10,6,10,16
Hill,PCT 9,Proposition #1,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #2,,DEM,Yes,28,2,5,5,10,6,10,16
Hill,PCT 9,Proposition #2,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #3,,DEM,Yes,28,2,5,5,10,6,10,16
Hill,PCT 9,Proposition #3,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #4,,DEM,Yes,28,2,5,5,10,6,10,16
Hill,PCT 9,Proposition #4,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #5,,DEM,Yes,28,2,4,5,10,7,9,17
Hill,PCT 9,Proposition #5,,DEM,No,0,0,0,0,0,0,0,0
Hill,PCT 9,Proposition #6,,DEM,Yes,27,2,5,5,10,5,10,15
Hill,PCT 9,Proposition #6,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #7,,DEM,Yes,28,2,5,5,10,6,10,16
Hill,PCT 9,Proposition #7,,DEM,No,1,0,0,0,0,1,0,1
Hill,PCT 9,Proposition #8,,DEM,Yes,26,2,5,4,9,6,9,15
Hill,PCT 9,Proposition #8,,DEM,No,3,0,0,1,1,1,1,2
