county,precinct,office,district,party,candidate,votes,early_voting,early_voting,election_day
Cooke,Pct. 14,State Representative,68,REP,Drew Springer,207,12,114,81
Cooke,Pct. 14,State Representative,68,DEM,Patsy Ledbetter,38,7,18,13
Cooke,Pct. 14,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,230,14,125,91
Cooke,Pct. 14,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,214,11,114,89
Cooke,Pct. 14,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,29,7,17,5
Cooke,Pct. 14,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,227,12,125,90
Cooke,Pct. 14,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,229,15,124,90
Cooke,Pct. 14,Dist Attorney 235th Judicial Dist,,REP,John Warren,229,12,126,91
Cooke,Pct. 14,County Attorney,,REP,Ed Zielinski,231,14,126,91
Cooke,Pct. 14,Sheriff,,REP,Ray Sappington,230,14,126,90
Cooke,Pct. 14,County Tax Assessor-Collector,,REP,Brandy Ann Carr,230,15,126,89
Cooke,Pct. 14,County Commissioner Pct 3,,REP,Adam P. Arendt,229,14,125,90
Cooke,Pct. 14,Constable Pct 2,,REP,Chuck Owen,224,14,121,89
Cooke,Pct. 14,Director GHD,,,Ken Arterbury,1,0,1,0
Cooke,Pct. 14,Director GHD,,,Brian Winters,0,0,0,0
Cooke,Pct. 14,Director GHD,,,Eugene Mills,0,0,0,0
Cooke,Pct. 14,Director GHD,,,Jimmy Mosman,0,0,0,0
Cooke,Pct. 14,Director GHD,,,G.D. Wally Cox,1,0,1,0
Cooke,Pct. 14,Director GHD,,,Kari Hutcherson,1,0,1,0
Cooke,Pct. 14,Trustee Pos 5 SISD,,,Tim Fletcher,6,0,5,1
Cooke,Pct. 14,Trustee Pos 6 SISD,,,Steve Pruett,8,0,7,1
Cooke,Pct. 14,Trustee Pos 7 SISD,,,Alex Markel,4,0,4,0
Cooke,Pct. 14,Trustee Pos 7 SISD,,,Keira Franklin,4,0,4,0
Cooke,Pct. 15,Registered Voters,,,,291,,,
Cooke,Pct. 15,Ballots Cast,,,,212,8,100,104
Cooke,Pct. 15,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 15,President,,REP,Donald J. Trump / Michael R. Pence,188,5,89,94
Cooke,Pct. 15,President,,DEM,Joseph R. Biden / Kamala D. Harris,19,3,8,8
Cooke,Pct. 15,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,1,1
Cooke,Pct. 15,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Cooke,Pct. 15,President,,,Write-ins,1,0,1,0
Cooke,Pct. 15,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Uncertified,1,0,1,0
Cooke,Pct. 15,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 15,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 15,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 15,U.S. Senate,,REP,John Cornyn,188,5,89,94
Cooke,Pct. 15,U.S. Senate,,DEM,Mary MJ Hegar,21,2,10,9
Cooke,Pct. 15,U.S. Senate,,LBT,Kerry Douglas McKennon,0,0,0,0
Cooke,Pct. 15,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Cooke,Pct. 15,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 15,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 15,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 15,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 15,U.S. House,13,REP,Ronny Jackson,188,6,89,93
Cooke,Pct. 15,U.S. House,13,DEM,Gus Trujillo,20,2,8,10
Cooke,Pct. 15,U.S. House,13,LBT,Jack B. Westbrook,2,0,2,0
Cooke,Pct. 15,Railroad Commissioner,,REP,James Jim Wright,185,5,87,93
Cooke,Pct. 15,Railroad Commissioner,,DEM,Chrysta Castaneda,20,2,9,9
Cooke,Pct. 15,Railroad Commissioner,,LBT,Matt Sterett,3,0,2,1
Cooke,Pct. 15,Railroad Commissioner,,GRN,Katija Kat Gruene,0,0,0,0
Cooke,Pct. 15,Chief Justice Supreme Court,,REP,Nathan Hecht,183,5,88,90
Cooke,Pct. 15,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,22,2,11,9
Cooke,Pct. 15,Chief Justice Supreme Court,,LBT,Mark Ash,3,1,0,2
Cooke,Pct. 15,Justice Supreme Court Pl 6,,REP,Jane Bland,190,5,92,93
Cooke,Pct. 15,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,18,2,8,8
Cooke,Pct. 15,Justice Supreme Court Pl 7,,REP,Jeff Boyd,189,5,90,94
Cooke,Pct. 15,Justice Supreme Court Pl 7,,DEM,Staci Williams,20,2,10,8
Cooke,Pct. 15,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,0,0,0,0
Cooke,Pct. 15,Justice Supreme Court Pl 8,,REP,Brett Busby,186,5,88,93
Cooke,Pct. 15,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,20,2,10,8
Cooke,Pct. 15,Justice Supreme Court Pl 8,,LBT,Tom Oxford,3,0,2,1
Cooke,Pct. 15,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,189,5,91,93
Cooke,Pct. 15,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,21,3,9,9
Cooke,Pct. 15,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,187,5,89,93
Cooke,Pct. 15,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,23,3,11,9
Cooke,Pct. 15,Judge Ct of Crim App Pl 9,,REP,David Newell,187,5,89,93
Cooke,Pct. 15,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,21,2,10,9
Cooke,Pct. 15,Member State BoE Dist 15,,REP,Jay Johnson,189,5,90,94
Cooke,Pct. 15,Member State BoE Dist 15,,DEM,John Betancourt,20,3,9,8
Cooke,Pct. 15,State Representative,68,REP,Drew Springer,182,5,86,91
Cooke,Pct. 15,State Representative,68,DEM,Patsy Ledbetter,28,2,14,12
Cooke,Pct. 15,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,199,6,97,96
Cooke,Pct. 15,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,184,5,90,89
Cooke,Pct. 15,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,22,3,9,10
Cooke,Pct. 15,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,200,6,98,96
Cooke,Pct. 15,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,197,5,97,95
Cooke,Pct. 15,Dist Attorney 235th Judicial Dist,,REP,John Warren,198,6,97,95
Cooke,Pct. 15,County Attorney,,REP,Ed Zielinski,199,8,96,95
Cooke,Pct. 15,Sheriff,,REP,Ray Sappington,200,6,97,97
Cooke,Pct. 15,County Tax Assessor-Collector,,REP,Brandy Ann Carr,200,7,98,95
Cooke,Pct. 15,County Commissioner Pct 3,,REP,Adam P. Arendt,199,7,96,96
Cooke,Pct. 15,Constable Pct 2,,REP,Chuck Owen,198,5,98,95
Cooke,Pct. 15,Trustee LISD,,,Brian Manhart,0,0,0,0
Cooke,Pct. 15,Trustee LISD,,,Pamela Grewing,1,0,1,0
Cooke,Pct. 15,Trustee LISD,,,Kelly E. Zwinggi,1,0,1,0
Cooke,Pct. 15,Trustee LISD,,,Ben Hawkins,0,0,0,0
Cooke,Pct. 15,Trustee LISD,,,Bridget Anderle,1,0,1,0
Cooke,Pct. 15,Trustee LISD,,,Laurence Williams,0,0,0,0
Cooke,Pct. 15,Trustee LISD,,,Aaron Krebs,0,0,0,0
Cooke,Pct. 17,Registered Voters,,,,450,,,
Cooke,Pct. 17,Ballots Cast,,,,374,15,164,195
Cooke,Pct. 17,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 17,President,,REP,Donald J. Trump / Michael R. Pence,347,12,146,189
Cooke,Pct. 17,President,,DEM,Joseph R. Biden / Kamala D. Harris,22,2,16,4
Cooke,Pct. 17,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,0,2
Cooke,Pct. 17,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Cooke,Pct. 17,President,,,Write-ins,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 17,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 17,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 17,U.S. Senate,,REP,John Cornyn,347,14,147,186
Cooke,Pct. 17,U.S. Senate,,DEM,Mary MJ Hegar,20,1,14,5
Cooke,Pct. 17,U.S. Senate,,LBT,Kerry Douglas McKennon,3,0,2,1
Cooke,Pct. 17,U.S. Senate,,GRN,David B. Collins,2,0,1,1
Cooke,Pct. 17,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 17,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 17,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 17,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 17,U.S. House,13,REP,Ronny Jackson,344,12,147,185
Cooke,Pct. 17,U.S. House,13,DEM,Gus Trujillo,18,1,14,3
Cooke,Pct. 17,U.S. House,13,LBT,Jack B. Westbrook,7,0,3,4
Cooke,Pct. 17,Railroad Commissioner,,REP,James Jim Wright,346,14,146,186
Cooke,Pct. 17,Railroad Commissioner,,DEM,Chrysta Castaneda,20,1,15,4
Cooke,Pct. 17,Railroad Commissioner,,LBT,Matt Sterett,2,0,1,1
Cooke,Pct. 17,Railroad Commissioner,,GRN,Katija Kat Gruene,2,0,2,0
Cooke,Pct. 17,Chief Justice Supreme Court,,REP,Nathan Hecht,344,12,146,186
Cooke,Pct. 17,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,19,1,14,4
Cooke,Pct. 17,Chief Justice Supreme Court,,LBT,Mark Ash,6,0,4,2
Cooke,Pct. 17,Justice Supreme Court Pl 6,,REP,Jane Bland,348,12,149,187
Cooke,Pct. 17,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,20,1,15,4
Cooke,Pct. 17,Justice Supreme Court Pl 7,,REP,Jeff Boyd,345,12,146,187
Cooke,Pct. 17,Justice Supreme Court Pl 7,,DEM,Staci Williams,20,1,16,3
Cooke,Pct. 17,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,3,0,2,1
Cooke,Pct. 17,Justice Supreme Court Pl 8,,REP,Brett Busby,341,12,145,184
Cooke,Pct. 17,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,19,1,15,3
Cooke,Pct. 17,Justice Supreme Court Pl 8,,LBT,Tom Oxford,6,0,3,3
Cooke,Pct. 17,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,347,13,147,187
Cooke,Pct. 17,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,20,1,16,3
Cooke,Pct. 17,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,347,12,148,187
Cooke,Pct. 17,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,19,1,15,3
Cooke,Pct. 17,Judge Ct of Crim App Pl 9,,REP,David Newell,344,11,147,186
Cooke,Pct. 17,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,20,1,16,3
Cooke,Pct. 17,Member State BoE Dist 15,,REP,Jay Johnson,346,13,148,185
Cooke,Pct. 17,Member State BoE Dist 15,,DEM,John Betancourt,20,1,16,3
Cooke,Pct. 17,State Representative,68,REP,Drew Springer,353,14,151,188
Cooke,Pct. 17,State Representative,68,DEM,Patsy Ledbetter,20,1,12,7
Cooke,Pct. 17,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,359,12,157,190
Cooke,Pct. 17,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,345,12,149,184
Cooke,Pct. 17,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,19,1,14,4
Cooke,Pct. 17,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,357,11,158,188
Cooke,Pct. 17,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,354,14,154,186
Cooke,Pct. 17,Dist Attorney 235th Judicial Dist,,REP,John Warren,358,13,155,190
Cooke,Pct. 17,County Attorney,,REP,Ed Zielinski,363,15,158,190
Cooke,Pct. 17,Sheriff,,REP,Ray Sappington,362,14,157,191
Cooke,Pct. 17,County Tax Assessor-Collector,,REP,Brandy Ann Carr,365,15,160,190
Cooke,Pct. 17,County Commissioner Pct 3,,REP,Adam P. Arendt,362,15,158,189
Cooke,Pct. 17,Constable Pct 2,,REP,Chuck Owen,357,13,157,187
Cooke,Pct. 18,Registered Voters,,,,1855,,,
Cooke,Pct. 18,Ballots Cast,,,,1483,78,703,702
Cooke,Pct. 18,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 18,President,,REP,Donald J. Trump / Michael R. Pence,1331,58,622,651
Cooke,Pct. 18,President,,DEM,Joseph R. Biden / Kamala D. Harris,130,12,73,45
Cooke,Pct. 18,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,13,4,5,4
Cooke,Pct. 18,President,,GRN,Howie Hawkins / Angela Walker,1,0,0,1
Cooke,Pct. 18,President,,,Write-ins,4,1,2,1
Cooke,Pct. 18,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Uncertified,3,1,1,1
Cooke,Pct. 18,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Brian Carroll/Amar Patel,1,0,1,0
Cooke,Pct. 18,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 18,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 18,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 18,U.S. Senate,,REP,John Cornyn,1329,64,620,645
Cooke,Pct. 18,U.S. Senate,,DEM,Mary MJ Hegar,122,12,68,42
Cooke,Pct. 18,U.S. Senate,,LBT,Kerry Douglas McKennon,17,2,6,9
Cooke,Pct. 18,U.S. Senate,,GRN,David B. Collins,5,0,2,3
Cooke,Pct. 18,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 18,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 18,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 18,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 18,U.S. House,13,REP,Ronny Jackson,1313,62,609,642
Cooke,Pct. 18,U.S. House,13,DEM,Gus Trujillo,116,15,64,37
Cooke,Pct. 18,U.S. House,13,LBT,Jack B. Westbrook,23,1,8,14
Cooke,Pct. 18,Railroad Commissioner,,REP,James Jim Wright,1317,63,618,636
Cooke,Pct. 18,Railroad Commissioner,,DEM,Chrysta Castaneda,116,14,63,39
Cooke,Pct. 18,Railroad Commissioner,,LBT,Matt Sterett,27,0,9,18
Cooke,Pct. 18,Railroad Commissioner,,GRN,Katija Kat Gruene,4,0,3,1
Cooke,Pct. 18,Chief Justice Supreme Court,,REP,Nathan Hecht,1324,63,618,643
Cooke,Pct. 18,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,114,13,67,34
Cooke,Pct. 18,Chief Justice Supreme Court,,LBT,Mark Ash,21,0,8,13
Cooke,Pct. 18,Justice Supreme Court Pl 6,,REP,Jane Bland,1341,61,628,652
Cooke,Pct. 18,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,120,13,65,42
Cooke,Pct. 18,Justice Supreme Court Pl 7,,REP,Jeff Boyd,1323,62,616,645
Cooke,Pct. 18,Justice Supreme Court Pl 7,,DEM,Staci Williams,116,14,66,36
Cooke,Pct. 18,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,22,0,9,13
Cooke,Pct. 18,Justice Supreme Court Pl 8,,REP,Brett Busby,1329,64,621,644
Cooke,Pct. 18,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,105,11,60,34
Cooke,Pct. 18,Justice Supreme Court Pl 8,,LBT,Tom Oxford,24,2,8,14
Cooke,Pct. 18,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,1340,65,624,651
Cooke,Pct. 18,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,122,12,68,42
Cooke,Pct. 18,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,1328,59,623,646
Cooke,Pct. 18,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,121,16,65,40
Cooke,Pct. 18,Judge Ct of Crim App Pl 9,,REP,David Newell,1338,63,628,647
Cooke,Pct. 18,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,119,14,63,42
Cooke,Pct. 18,Member State BoE Dist 15,,REP,Jay Johnson,1321,60,617,644
Cooke,Pct. 18,Member State BoE Dist 15,,DEM,John Betancourt,124,14,63,47
Cooke,Pct. 18,State Representative,68,REP,Drew Springer,1340,64,622,654
Cooke,Pct. 18,State Representative,68,DEM,Patsy Ledbetter,124,13,64,47
Cooke,Pct. 18,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,1396,66,657,673
Cooke,Pct. 18,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,1341,63,625,653
Cooke,Pct. 18,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,110,12,62,36
Cooke,Pct. 18,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,1397,67,661,669
Cooke,Pct. 18,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,1381,70,644,667
Cooke,Pct. 18,Dist Attorney 235th Judicial Dist,,REP,John Warren,1377,70,641,666
Cooke,Pct. 18,County Attorney,,REP,Ed Zielinski,1382,68,645,669
Cooke,Pct. 18,Sheriff,,REP,Ray Sappington,1388,68,650,670
Cooke,Pct. 18,County Tax Assessor-Collector,,REP,Brandy Ann Carr,1407,71,659,677
Cooke,Pct. 18,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,1394,68,652,674
Cooke,Pct. 18,Constable Pct 1,,REP,Mark Westbrook,1396,68,651,677
Cooke,Pct. 18,Director GHD,,,Ken Arterbury,0,0,0,0
Cooke,Pct. 18,Director GHD,,,Brian Winters,0,0,0,0
Cooke,Pct. 18,Director GHD,,,Eugene Mills,0,0,0,0
Cooke,Pct. 18,Director GHD,,,Jimmy Mosman,0,0,0,0
Cooke,Pct. 18,Director GHD,,,G.D. Wally Cox,1,1,0,0
Cooke,Pct. 18,Director GHD,,,Kari Hutcherson,0,0,0,0
Cooke,Pct. 19,Registered Voters,,,,423,,,
Cooke,Pct. 19,Ballots Cast,,,,356,20,254,82
Cooke,Pct. 19,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 19,President,,REP,Donald J. Trump / Michael R. Pence,299,12,214,73
Cooke,Pct. 19,President,,DEM,Joseph R. Biden / Kamala D. Harris,53,6,39,8
Cooke,Pct. 19,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,1,0,0,1
Cooke,Pct. 19,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 19,President,,,Write-ins,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 19,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 19,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 19,U.S. Senate,,REP,John Cornyn,298,15,211,72
Cooke,Pct. 19,U.S. Senate,,DEM,Mary MJ Hegar,50,5,37,8
Cooke,Pct. 19,U.S. Senate,,LBT,Kerry Douglas McKennon,3,0,1,2
Cooke,Pct. 19,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Cooke,Pct. 19,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 19,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 19,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 19,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 19,U.S. House,13,REP,Ronny Jackson,288,13,202,73
Cooke,Pct. 19,U.S. House,13,DEM,Gus Trujillo,40,5,29,6
Cooke,Pct. 19,U.S. House,13,LBT,Jack B. Westbrook,8,0,5,3
Cooke,Pct. 19,Railroad Commissioner,,REP,James Jim Wright,293,13,208,72
Cooke,Pct. 19,Railroad Commissioner,,DEM,Chrysta Castaneda,51,7,37,7
Cooke,Pct. 19,Railroad Commissioner,,LBT,Matt Sterett,6,0,3,3
Cooke,Pct. 19,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,1,0
Cooke,Pct. 19,Chief Justice Supreme Court,,REP,Nathan Hecht,297,13,211,73
Cooke,Pct. 19,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,50,6,38,6
Cooke,Pct. 19,Chief Justice Supreme Court,,LBT,Mark Ash,4,0,1,3
Cooke,Pct. 19,Justice Supreme Court Pl 6,,REP,Jane Bland,297,11,212,74
Cooke,Pct. 19,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,51,6,37,8
Cooke,Pct. 19,Justice Supreme Court Pl 7,,REP,Jeff Boyd,297,10,212,75
Cooke,Pct. 19,Justice Supreme Court Pl 7,,DEM,Staci Williams,48,6,37,5
Cooke,Pct. 19,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,5,1,2,2
Cooke,Pct. 19,Justice Supreme Court Pl 8,,REP,Brett Busby,295,11,212,72
Cooke,Pct. 19,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,51,6,38,7
Cooke,Pct. 19,Justice Supreme Court Pl 8,,LBT,Tom Oxford,4,1,0,3
Cooke,Pct. 19,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,296,11,212,73
Cooke,Pct. 19,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,51,6,36,9
Cooke,Pct. 19,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,298,12,212,74
Cooke,Pct. 19,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,51,5,38,8
Cooke,Pct. 19,Judge Ct of Crim App Pl 9,,REP,David Newell,299,11,214,74
Cooke,Pct. 19,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,49,6,35,8
Cooke,Pct. 19,Member State BoE Dist 15,,REP,Jay Johnson,290,12,203,75
Cooke,Pct. 19,Member State BoE Dist 15,,DEM,John Betancourt,46,5,34,7
Cooke,Pct. 19,State Representative,68,REP,Drew Springer,286,13,200,73
Cooke,Pct. 19,State Representative,68,DEM,Patsy Ledbetter,52,6,37,9
Cooke,Pct. 19,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,313,13,220,80
Cooke,Pct. 19,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,289,12,207,70
Cooke,Pct. 19,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,49,5,34,10
Cooke,Pct. 19,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,317,13,225,79
Cooke,Pct. 19,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,320,14,227,79
Cooke,Pct. 19,Dist Attorney 235th Judicial Dist,,REP,John Warren,311,14,218,79
Cooke,Pct. 19,County Attorney,,REP,Ed Zielinski,307,15,212,80
Cooke,Pct. 19,Sheriff,,REP,Ray Sappington,313,13,220,80
Cooke,Pct. 19,County Tax Assessor-Collector,,REP,Brandy Ann Carr,320,14,226,80
Cooke,Pct. 19,County Commissioner Pct 3,,REP,Adam P. Arendt,312,13,221,78
Cooke,Pct. 19,Constable Pct 2,,REP,Chuck Owen,313,13,221,79
Cooke,Pct. 19,Director GHD,,,Ken Arterbury,89,2,61,26
Cooke,Pct. 19,Director GHD,,,Brian Winters,146,6,104,36
Cooke,Pct. 19,Director GHD,,,Eugene Mills,34,0,20,14
Cooke,Pct. 19,Director GHD,,,Jimmy Mosman,111,2,72,37
Cooke,Pct. 19,Director GHD,,,G.D. Wally Cox,123,4,92,27
Cooke,Pct. 19,Director GHD,,,Kari Hutcherson,150,5,117,28
Cooke,Pct. 19,Trustee LISD,,,Brian Manhart,74,4,48,22
Cooke,Pct. 19,Trustee LISD,,,Pamela Grewing,44,0,30,14
Cooke,Pct. 19,Trustee LISD,,,Kelly E. Zwinggi,60,5,40,15
Cooke,Pct. 19,Trustee LISD,,,Ben Hawkins,85,4,61,20
Cooke,Pct. 19,Trustee LISD,,,Bridget Anderle,80,5,48,27
Cooke,Pct. 19,Trustee LISD,,,Laurence Williams,38,2,23,13
Cooke,Pct. 19,Trustee LISD,,,Aaron Krebs,52,2,36,14
Cooke,Pct. 20,Registered Voters,,,,471,,,
Cooke,Pct. 20,Ballots Cast,,,,358,16,261,81
Cooke,Pct. 20,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 20,President,,REP,Donald J. Trump / Michael R. Pence,301,11,215,75
