county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Williamson,332,President,,GRE,Howie Hawkins/Angela Walker,0,6,2,0,8
Williamson,332,President,,,Write-in,2,10,0,0,12
Williamson,332,U.S. Senate,,REP,John Cornyn,107,1682,190,14,1993
Williamson,332,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",168,1364,66,9,1607
Williamson,332,U.S. Senate,,LBT,Kerry Douglas McKennon,2,59,12,0,73
Williamson,332,U.S. Senate,,GRE,David B. Collins,1,11,1,0,13
Williamson,332,U.S. Senate,,,Write-in,0,1,1,0,2
Williamson,332,U.S. House,31,REP,John Carter,100,1752,192,12,2056
Williamson,332,U.S. House,31,DEM,Donna Imam,162,1314,64,9,1549
Williamson,332,U.S. House,31,LBT,Clark Patterson,3,65,11,1,80
Williamson,332,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,332,Railroad Commissioner,,REP,"James ""Jim"" Wright",101,1658,177,10,1946
Williamson,332,Railroad Commissioner,,DEM,Chrysta Castañeda,160,1273,62,6,1501
Williamson,332,Railroad Commissioner,,LBT,Matt Sterett,7,96,21,2,126
Williamson,332,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,32,2,0,36
Williamson,332,State Representative,52,REP,Lucio Valdez,100,1741,196,12,2049
Williamson,332,State Representative,52,DEM,James Talarico,152,1302,63,6,1523
Williamson,333,President,,REP,Donald J. Trump/Michael R. Pence,82,1206,158,51,1497
Williamson,333,President,,DEM,Joseph R. Biden/Kamala D. Harris,168,1327,103,48,1646
Williamson,333,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,41,6,2,51
Williamson,333,President,,GRE,Howie Hawkins/Angela Walker,1,3,1,0,5
Williamson,333,President,,,Write-in,1,10,2,0,13
Williamson,333,U.S. Senate,,REP,John Cornyn,90,1235,149,47,1521
Williamson,333,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",157,1252,94,40,1543
Williamson,333,U.S. Senate,,LBT,Kerry Douglas McKennon,4,38,13,4,59
Williamson,333,U.S. Senate,,GRE,David B. Collins,0,4,3,1,8
Williamson,333,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,333,U.S. House,31,REP,John Carter,92,1265,156,48,1561
Williamson,333,U.S. House,31,DEM,Donna Imam,146,1214,88,40,1488
Williamson,333,U.S. House,31,LBT,Clark Patterson,4,50,16,6,76
Williamson,333,U.S. House,31,,Write-in,0,4,0,1,5
Williamson,333,Railroad Commissioner,,REP,"James ""Jim"" Wright",88,1200,145,47,1480
Williamson,333,Railroad Commissioner,,DEM,Chrysta Castañeda,144,1159,77,41,1421
Williamson,333,Railroad Commissioner,,LBT,Matt Sterett,3,79,21,4,107
Williamson,333,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,37,7,2,47
Williamson,333,State Representative,52,REP,Lucio Valdez,85,1254,161,48,1548
Williamson,333,State Representative,52,DEM,James Talarico,141,1204,83,45,1473
Williamson,337,President,,REP,Donald J. Trump/Michael R. Pence,153,1486,220,1,1860
Williamson,337,President,,DEM,Joseph R. Biden/Kamala D. Harris,241,1734,174,1,2150
Williamson,337,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,49,20,0,72
Williamson,337,President,,GRE,Howie Hawkins/Angela Walker,1,7,1,0,9
Williamson,337,President,,,Write-in,0,5,3,0,8
Williamson,337,U.S. Senate,,REP,John Cornyn,164,1517,231,2,1914
Williamson,337,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",216,1624,152,0,1992
Williamson,337,U.S. Senate,,LBT,Kerry Douglas McKennon,6,49,17,0,72
Williamson,337,U.S. Senate,,GRE,David B. Collins,1,11,4,0,16
Williamson,337,U.S. Senate,,,Write-in,0,4,1,0,5
Williamson,337,U.S. House,31,REP,John Carter,148,1579,249,1,1977
Williamson,337,U.S. House,31,DEM,Donna Imam,213,1580,137,1,1931
Williamson,337,U.S. House,31,LBT,Clark Patterson,3,63,14,0,80
Williamson,337,U.S. House,31,,Write-in,0,2,1,0,3
Williamson,337,Railroad Commissioner,,REP,"James ""Jim"" Wright",150,1496,228,1,1875
Williamson,337,Railroad Commissioner,,DEM,Chrysta Castañeda,207,1522,119,1,1849
Williamson,337,Railroad Commissioner,,LBT,Matt Sterett,7,81,23,0,111
Williamson,337,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,47,13,0,64
Williamson,337,State Representative,52,REP,Lucio Valdez,145,1603,238,1,1987
Williamson,337,State Representative,52,DEM,James Talarico,206,1517,144,1,1868
Williamson,339,President,,REP,Donald J. Trump/Michael R. Pence,46,737,119,0,902
Williamson,339,President,,DEM,Joseph R. Biden/Kamala D. Harris,118,1175,129,3,1425
Williamson,339,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,43,11,0,57
Williamson,339,President,,GRE,Howie Hawkins/Angela Walker,2,5,3,0,10
Williamson,339,President,,,Write-in,0,2,0,0,2
Williamson,339,U.S. Senate,,REP,John Cornyn,52,757,117,0,926
Williamson,339,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",113,1102,114,3,1332
Williamson,339,U.S. Senate,,LBT,Kerry Douglas McKennon,4,38,10,0,52
Williamson,339,U.S. Senate,,GRE,David B. Collins,0,20,10,0,30
Williamson,339,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,339,U.S. House,31,REP,John Carter,43,770,122,0,935
Williamson,339,U.S. House,31,DEM,Donna Imam,95,1115,123,3,1336
Williamson,339,U.S. House,31,LBT,Clark Patterson,4,45,8,0,57
Williamson,339,U.S. House,31,,Write-in,0,7,0,0,7
Williamson,339,Railroad Commissioner,,REP,"James ""Jim"" Wright",48,746,115,0,909
Williamson,339,Railroad Commissioner,,DEM,Chrysta Castañeda,103,1037,109,3,1252
Williamson,339,Railroad Commissioner,,LBT,Matt Sterett,6,59,12,0,77
Williamson,339,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,36,8,0,44
Williamson,339,State Representative,52,REP,Lucio Valdez,42,793,124,0,959
Williamson,339,State Representative,52,DEM,James Talarico,92,1083,117,3,1295
Williamson,341,President,,REP,Donald J. Trump/Michael R. Pence,100,766,82,23,971
Williamson,341,President,,DEM,Joseph R. Biden/Kamala D. Harris,152,438,32,15,637
Williamson,341,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,20,7,1,31
Williamson,341,President,,GRE,Howie Hawkins/Angela Walker,2,4,1,0,7
Williamson,341,President,,,Write-in,0,4,0,0,4
Williamson,341,U.S. Senate,,REP,John Cornyn,126,772,74,20,992
Williamson,341,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",125,411,28,14,578
Williamson,341,U.S. Senate,,LBT,Kerry Douglas McKennon,3,21,11,2,37
Williamson,341,U.S. Senate,,GRE,David B. Collins,1,6,2,0,9
Williamson,341,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,341,U.S. House,31,REP,John Carter,124,781,78,22,1005
Williamson,341,U.S. House,31,DEM,Donna Imam,118,386,29,14,547
Williamson,341,U.S. House,31,LBT,Clark Patterson,5,35,9,2,51
Williamson,341,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,341,Railroad Commissioner,,REP,"James ""Jim"" Wright",118,759,70,23,970
Williamson,341,Railroad Commissioner,,DEM,Chrysta Castañeda,124,378,28,10,540
Williamson,341,Railroad Commissioner,,LBT,Matt Sterett,6,30,9,1,46
Williamson,341,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,11,5,1,18
Williamson,341,State Representative,20,REP,Terry M. Wilson,124,784,77,25,1010
Williamson,341,State Representative,20,DEM,Jessica Tiedt,114,386,28,12,540
Williamson,342,President,,REP,Donald J. Trump/Michael R. Pence,28,226,47,3,304
Williamson,342,President,,DEM,Joseph R. Biden/Kamala D. Harris,68,270,60,4,402
Williamson,342,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,9,2,0,12
Williamson,342,President,,GRE,Howie Hawkins/Angela Walker,0,2,1,0,3
Williamson,342,President,,,Write-in,0,1,1,0,2
Williamson,342,U.S. Senate,,REP,John Cornyn,31,223,42,3,299
Williamson,342,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",65,251,52,4,372
Williamson,342,U.S. Senate,,LBT,Kerry Douglas McKennon,0,12,5,0,17
Williamson,342,U.S. Senate,,GRE,David B. Collins,0,3,2,0,5
Williamson,342,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,342,U.S. House,31,REP,John Carter,28,230,47,3,308
Williamson,342,U.S. House,31,DEM,Donna Imam,63,256,50,4,373
Williamson,342,U.S. House,31,LBT,Clark Patterson,0,10,5,0,15
Williamson,342,U.S. House,31,,Write-in,1,0,0,0,1
Williamson,342,Railroad Commissioner,,REP,"James ""Jim"" Wright",29,214,43,2,288
Williamson,342,Railroad Commissioner,,DEM,Chrysta Castañeda,58,245,51,3,357
Williamson,342,Railroad Commissioner,,LBT,Matt Sterett,2,14,3,0,19
Williamson,342,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,11,2,0,14
Williamson,342,State Representative,20,REP,Terry M. Wilson,29,223,43,3,298
Williamson,342,State Representative,20,DEM,Jessica Tiedt,56,255,52,2,365
Williamson,343,President,,REP,Donald J. Trump/Michael R. Pence,181,1947,201,7,2336
Williamson,343,President,,DEM,Joseph R. Biden/Kamala D. Harris,343,1442,100,8,1893
Williamson,343,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,55,14,0,72
Williamson,343,President,,GRE,Howie Hawkins/Angela Walker,0,14,1,0,15
Williamson,343,President,,,Write-in,1,10,3,1,15
Williamson,343,U.S. Senate,,REP,John Cornyn,197,2002,198,8,2405
Williamson,343,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",325,1307,99,7,1738
Williamson,343,U.S. Senate,,LBT,Kerry Douglas McKennon,2,74,16,0,92
Williamson,343,U.S. Senate,,GRE,David B. Collins,0,20,3,0,23
Williamson,343,U.S. Senate,,,Write-in,1,3,0,0,4
Williamson,343,U.S. House,31,REP,John Carter,191,2060,205,8,2464
Williamson,343,U.S. House,31,DEM,Donna Imam,321,1278,91,7,1697
Williamson,343,U.S. House,31,LBT,Clark Patterson,2,82,15,0,99
Williamson,343,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,343,Railroad Commissioner,,REP,"James ""Jim"" Wright",196,1966,199,8,2369
Williamson,343,Railroad Commissioner,,DEM,Chrysta Castañeda,308,1258,83,6,1655
Williamson,343,Railroad Commissioner,,LBT,Matt Sterett,5,108,19,0,132
Williamson,343,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,44,3,0,51
Williamson,343,State Representative,20,REP,Terry M. Wilson,185,2049,206,8,2448
Williamson,343,State Representative,20,DEM,Jessica Tiedt,303,1255,90,5,1653
Williamson,344,President,,REP,Donald J. Trump/Michael R. Pence,232,2834,333,3,3402
Williamson,344,President,,DEM,Joseph R. Biden/Kamala D. Harris,336,1447,131,7,1921
Williamson,344,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",10,61,11,0,82
Williamson,344,President,,GRE,Howie Hawkins/Angela Walker,0,7,0,0,7
Williamson,344,President,,,Write-in,1,10,2,1,14
Williamson,344,U.S. Senate,,REP,John Cornyn,265,2867,334,4,3470
Williamson,344,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",307,1351,112,5,1775
Williamson,344,U.S. Senate,,LBT,Kerry Douglas McKennon,7,69,17,0,93
Williamson,344,U.S. Senate,,GRE,David B. Collins,0,14,3,0,17
Williamson,344,U.S. Senate,,,Write-in,0,0,1,0,1
Williamson,344,U.S. House,31,REP,John Carter,244,2918,339,5,3506
Williamson,344,U.S. House,31,DEM,Donna Imam,296,1319,108,5,1728
Williamson,344,U.S. House,31,LBT,Clark Patterson,8,74,19,0,101
Williamson,344,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,344,Railroad Commissioner,,REP,"James ""Jim"" Wright",252,2838,335,2,3427
Williamson,344,Railroad Commissioner,,DEM,Chrysta Castañeda,295,1259,98,4,1656
Williamson,344,Railroad Commissioner,,LBT,Matt Sterett,12,114,17,0,143
Williamson,344,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,35,4,1,44
Williamson,344,State Representative,20,REP,Terry M. Wilson,239,2874,341,2,3456
Williamson,344,State Representative,20,DEM,Jessica Tiedt,279,1231,105,4,1619
Williamson,345,President,,REP,Donald J. Trump/Michael R. Pence,106,1820,181,8,2115
Williamson,345,President,,DEM,Joseph R. Biden/Kamala D. Harris,131,906,49,5,1091
Williamson,345,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,33,3,0,40
Williamson,345,President,,GRE,Howie Hawkins/Angela Walker,0,1,0,0,1
Williamson,345,President,,,Write-in,0,11,0,0,11
Williamson,345,U.S. Senate,,REP,John Cornyn,109,1842,178,9,2138
Williamson,345,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",126,838,40,4,1008
Williamson,345,U.S. Senate,,LBT,Kerry Douglas McKennon,2,52,9,1,64
Williamson,345,U.S. Senate,,GRE,David B. Collins,0,6,1,0,7
Williamson,345,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,345,U.S. House,31,REP,John Carter,101,1888,175,9,2173
Williamson,345,U.S. House,31,DEM,Donna Imam,112,789,38,5,944
Williamson,345,U.S. House,31,LBT,Clark Patterson,1,59,13,0,73
Williamson,345,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,345,Railroad Commissioner,,REP,"James ""Jim"" Wright",106,1818,165,9,2098
Williamson,345,Railroad Commissioner,,DEM,Chrysta Castañeda,119,767,42,4,932
Williamson,345,Railroad Commissioner,,LBT,Matt Sterett,4,91,14,1,110
Williamson,345,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,14,2,0,19
Williamson,345,State Representative,20,REP,Terry M. Wilson,98,1878,178,8,2162
Williamson,345,State Representative,20,DEM,Jessica Tiedt,106,783,42,5,936
Williamson,368,President,,REP,Donald J. Trump/Michael R. Pence,95,1415,205,20,1735
Williamson,368,President,,DEM,Joseph R. Biden/Kamala D. Harris,235,1510,213,24,1982
Williamson,368,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,61,17,1,80
Williamson,368,President,,GRE,Howie Hawkins/Angela Walker,2,10,4,0,16
Williamson,368,President,,,Write-in,1,5,3,0,9
Williamson,368,U.S. Senate,,REP,John Cornyn,112,1427,208,17,1764
Williamson,368,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",215,1420,203,25,1863
Williamson,368,U.S. Senate,,LBT,Kerry Douglas McKennon,4,59,14,3,80
Williamson,368,U.S. Senate,,GRE,David B. Collins,1,26,3,0,30
Williamson,368,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,368,U.S. House,31,REP,John Carter,101,1446,211,19,1777
Williamson,368,U.S. House,31,DEM,Donna Imam,193,1431,198,23,1845
Williamson,368,U.S. House,31,LBT,Clark Patterson,3,71,22,2,98
Williamson,368,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,368,Railroad Commissioner,,REP,"James ""Jim"" Wright",101,1389,206,18,1714
Williamson,368,Railroad Commissioner,,DEM,Chrysta Castañeda,207,1360,179,21,1767
Williamson,368,Railroad Commissioner,,LBT,Matt Sterett,5,79,23,2,109
Williamson,368,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,50,8,1,62
Williamson,368,State Representative,52,REP,Lucio Valdez,99,1497,221,21,1838
Williamson,368,State Representative,52,DEM,James Talarico,178,1381,187,22,1768
Williamson,369,President,,REP,Donald J. Trump/Michael R. Pence,210,2025,263,6,2504
Williamson,369,President,,DEM,Joseph R. Biden/Kamala D. Harris,328,1907,156,4,2395
Williamson,369,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",6,86,14,0,106
Williamson,369,President,,GRE,Howie Hawkins/Angela Walker,4,5,3,0,12
Williamson,369,President,,,Write-in,2,9,3,0,14
Williamson,369,U.S. Senate,,REP,John Cornyn,227,2032,261,6,2526
Williamson,369,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",306,1793,141,4,2244
Williamson,369,U.S. Senate,,LBT,Kerry Douglas McKennon,4,93,15,0,112
Williamson,369,U.S. Senate,,GRE,David B. Collins,3,17,3,0,23
Williamson,369,U.S. Senate,,,Write-in,1,3,0,0,4
Williamson,369,U.S. House,31,REP,John Carter,206,2118,269,6,2599
Williamson,369,U.S. House,31,DEM,Donna Imam,287,1772,138,4,2201
Williamson,369,U.S. House,31,LBT,Clark Patterson,4,85,20,0,109
Williamson,369,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,369,Railroad Commissioner,,REP,"James ""Jim"" Wright",222,2036,238,6,2502
Williamson,369,Railroad Commissioner,,DEM,Chrysta Castañeda,290,1680,123,4,2097
Williamson,369,Railroad Commissioner,,LBT,Matt Sterett,9,117,33,0,159
Williamson,369,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,45,10,0,57
Williamson,369,State Representative,52,REP,Lucio Valdez,202,2130,278,6,2616
Williamson,369,State Representative,52,DEM,James Talarico,275,1712,126,4,2117
Williamson,370,President,,REP,Donald J. Trump/Michael R. Pence,178,2171,250,3,2602
Williamson,370,President,,DEM,Joseph R. Biden/Kamala D. Harris,181,1586,140,2,1909
Williamson,370,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,70,23,0,95
Williamson,370,President,,GRE,Howie Hawkins/Angela Walker,2,17,2,0,21
Williamson,370,President,,,Write-in,0,7,2,0,9
Williamson,370,U.S. Senate,,REP,John Cornyn,177,2185,235,2,2599
Williamson,370,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",172,1486,133,1,1792
Williamson,370,U.S. Senate,,LBT,Kerry Douglas McKennon,4,76,26,0,106
Williamson,370,U.S. Senate,,GRE,David B. Collins,1,30,6,0,37
Williamson,370,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,370,U.S. House,31,REP,John Carter,161,2216,252,2,2631
Williamson,370,U.S. House,31,DEM,Donna Imam,164,1465,124,1,1754
Williamson,370,U.S. House,31,LBT,Clark Patterson,5,97,21,1,124
Williamson,370,U.S. House,31,,Write-in,1,4,2,0,7
Williamson,370,Railroad Commissioner,,REP,"James ""Jim"" Wright",168,2140,236,3,2547
Williamson,370,Railroad Commissioner,,DEM,Chrysta Castañeda,166,1391,111,1,1669
Williamson,370,Railroad Commissioner,,LBT,Matt Sterett,9,119,28,0,156
Williamson,370,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,66,9,0,77
Williamson,370,State Representative,20,REP,Terry M. Wilson,156,2240,245,2,2643
Williamson,370,State Representative,20,DEM,Jessica Tiedt,155,1432,126,1,1714
Williamson,371,President,,REP,Donald J. Trump/Michael R. Pence,135,1023,81,1,1240
Williamson,371,President,,DEM,Joseph R. Biden/Kamala D. Harris,210,540,35,3,788
Williamson,371,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,18,4,0,24
Williamson,371,President,,GRE,Howie Hawkins/Angela Walker,0,4,1,0,5
Williamson,371,President,,,Write-in,2,3,0,0,5
Williamson,371,U.S. Senate,,REP,John Cornyn,150,1037,74,1,1262
Williamson,371,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",191,500,28,1,720
Williamson,371,U.S. Senate,,LBT,Kerry Douglas McKennon,3,22,7,0,32
Williamson,371,U.S. Senate,,GRE,David B. Collins,2,6,0,0,8
Williamson,371,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,371,U.S. House,31,REP,John Carter,146,1062,79,1,1288
Williamson,371,U.S. House,31,DEM,Donna Imam,188,486,30,2,706
Williamson,371,U.S. House,31,LBT,Clark Patterson,2,23,6,0,31
Williamson,371,U.S. House,31,,Write-in,3,1,0,0,4
Williamson,371,Railroad Commissioner,,REP,"James ""Jim"" Wright",145,1017,72,2,1236
Williamson,371,Railroad Commissioner,,DEM,Chrysta Castañeda,177,464,26,1,668
Williamson,371,Railroad Commissioner,,LBT,Matt Sterett,4,38,7,0,49
Williamson,371,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,18,4,0,26
Williamson,371,State Representative,20,REP,Terry M. Wilson,146,1045,71,1,1263
Williamson,371,State Representative,20,DEM,Jessica Tiedt,174,486,33,2,695
Williamson,379,President,,REP,Donald J. Trump/Michael R. Pence,235,2081,180,3,2499
Williamson,379,President,,DEM,Joseph R. Biden/Kamala D. Harris,260,913,53,4,1230
Williamson,379,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,41,17,0,61
Williamson,379,President,,GRE,Howie Hawkins/Angela Walker,0,6,1,0,7
Williamson,379,President,,,Write-in,0,7,1,0,8
Williamson,379,U.S. Senate,,REP,John Cornyn,260,2104,181,2,2547
Williamson,379,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",227,846,50,4,1127
Williamson,379,U.S. Senate,,LBT,Kerry Douglas McKennon,6,40,14,1,61
Williamson,379,U.S. Senate,,GRE,David B. Collins,0,9,0,0,9
Williamson,379,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,379,U.S. House,31,REP,John Carter,247,2156,185,2,2590
Williamson,379,U.S. House,31,DEM,Donna Imam,232,792,41,3,1068
Williamson,379,U.S. House,31,LBT,Clark Patterson,4,57,20,1,82
Williamson,379,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,379,Railroad Commissioner,,REP,"James ""Jim"" Wright",244,2103,178,2,2527
Williamson,379,Railroad Commissioner,,DEM,Chrysta Castañeda,214,761,46,2,1023
Williamson,379,Railroad Commissioner,,LBT,Matt Sterett,4,70,14,1,89
Williamson,379,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,21,2,0,26
Williamson,379,State Representative,20,REP,Terry M. Wilson,246,2168,183,2,2599
Williamson,379,State Representative,20,DEM,Jessica Tiedt,209,780,47,3,1039
Williamson,381,President,,REP,Donald J. Trump/Michael R. Pence,405,1380,36,1,1822
Williamson,381,President,,DEM,Joseph R. Biden/Kamala D. Harris,599,490,8,0,1097
Williamson,381,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,4,2,0,10
Williamson,381,President,,GRE,Howie Hawkins/Angela Walker,1,0,0,0,1
Williamson,381,President,,,Write-in,2,0,0,0,2
Williamson,381,U.S. Senate,,REP,John Cornyn,457,1390,38,0,1885
Williamson,381,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",548,451,4,0,1003
Williamson,381,U.S. Senate,,LBT,Kerry Douglas McKennon,4,9,3,0,16
Williamson,381,U.S. Senate,,GRE,David B. Collins,0,4,1,0,5
Williamson,381,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,381,U.S. House,31,REP,John Carter,457,1406,37,1,1901
Williamson,381,U.S. House,31,DEM,Donna Imam,540,433,4,0,977
Williamson,381,U.S. House,31,LBT,Clark Patterson,7,14,3,0,24
Williamson,381,U.S. House,31,,Write-in,1,0,0,0,1
Williamson,381,Railroad Commissioner,,REP,"James ""Jim"" Wright",440,1372,33,1,1846
Williamson,381,Railroad Commissioner,,DEM,Chrysta Castañeda,520,431,4,0,955
Williamson,381,Railroad Commissioner,,LBT,Matt Sterett,8,13,4,0,25
Williamson,381,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",8,6,1,0,15
Williamson,381,State Representative,20,REP,Terry M. Wilson,460,1400,40,1,1901
Williamson,381,State Representative,20,DEM,Jessica Tiedt,510,414,3,0,927
Williamson,392,President,,REP,Donald J. Trump/Michael R. Pence,428,2224,183,5,2840
Williamson,392,President,,DEM,Joseph R. Biden/Kamala D. Harris,477,1047,70,2,1596
Williamson,392,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",9,48,14,0,71
Williamson,392,President,,GRE,Howie Hawkins/Angela Walker,1,7,0,1,9
Williamson,392,President,,,Write-in,0,2,1,0,3
Williamson,392,U.S. Senate,,REP,John Cornyn,477,2258,194,6,2935
Williamson,392,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",426,967,57,2,1452
Williamson,392,U.S. Senate,,LBT,Kerry Douglas McKennon,7,62,11,0,80
Williamson,392,U.S. Senate,,GRE,David B. Collins,1,11,3,0,15
Williamson,392,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,392,U.S. House,31,REP,John Carter,468,2304,191,6,2969
Williamson,392,U.S. House,31,DEM,Donna Imam,426,922,58,2,1408
Williamson,392,U.S. House,31,LBT,Clark Patterson,6,63,15,0,84
Williamson,392,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,392,Railroad Commissioner,,REP,"James ""Jim"" Wright",447,2252,178,4,2881
Williamson,392,Railroad Commissioner,,DEM,Chrysta Castañeda,417,890,58,2,1367
Williamson,392,Railroad Commissioner,,LBT,Matt Sterett,9,76,16,0,101
Williamson,392,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",7,27,6,0,40
Williamson,392,State Representative,20,REP,Terry M. Wilson,466,2327,193,4,2990
Williamson,392,State Representative,20,DEM,Jessica Tiedt,402,874,55,2,1333
Williamson,393,President,,REP,Donald J. Trump/Michael R. Pence,377,912,14,1,1304
Williamson,393,President,,DEM,Joseph R. Biden/Kamala D. Harris,366,317,7,1,691
Williamson,393,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",7,5,0,0,12
Williamson,393,President,,GRE,Howie Hawkins/Angela Walker,3,2,0,0,5
Williamson,393,President,,,Write-in,1,2,0,0,3
Williamson,393,U.S. Senate,,REP,John Cornyn,399,927,13,1,1340
Williamson,393,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",351,293,7,1,652
Williamson,393,U.S. Senate,,LBT,Kerry Douglas McKennon,5,4,0,0,9
Williamson,393,U.S. Senate,,GRE,David B. Collins,2,2,0,0,4
Williamson,393,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,393,U.S. House,31,REP,John Carter,399,935,14,1,1349
Williamson,393,U.S. House,31,DEM,Donna Imam,343,283,6,1,633
Williamson,393,U.S. House,31,LBT,Clark Patterson,7,11,0,0,18
Williamson,393,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,393,Railroad Commissioner,,REP,"James ""Jim"" Wright",386,920,15,1,1322
Williamson,393,Railroad Commissioner,,DEM,Chrysta Castañeda,328,274,5,1,608
Williamson,393,Railroad Commissioner,,LBT,Matt Sterett,9,16,0,0,25
Williamson,393,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,3,0,0,4
Williamson,393,State Representative,20,REP,Terry M. Wilson,409,936,13,1,1359
Williamson,393,State Representative,20,DEM,Jessica Tiedt,313,271,7,1,592
Williamson,394,President,,REP,Donald J. Trump/Michael R. Pence,431,1720,48,0,2199
Williamson,394,President,,DEM,Joseph R. Biden/Kamala D. Harris,682,633,7,1,1323
Williamson,394,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",5,8,2,0,15
Williamson,394,President,,GRE,Howie Hawkins/Angela Walker,1,2,0,0,3
Williamson,394,President,,,Write-in,3,4,0,0,7
Williamson,394,U.S. Senate,,REP,John Cornyn,478,1775,46,0,2299
Williamson,394,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",637,562,6,1,1206
Williamson,394,U.S. Senate,,LBT,Kerry Douglas McKennon,4,14,2,0,20
Williamson,394,U.S. Senate,,GRE,David B. Collins,1,2,0,0,3
Williamson,394,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,394,U.S. House,31,REP,John Carter,481,1794,51,0,2326
Williamson,394,U.S. House,31,DEM,Donna Imam,624,553,4,1,1182
Williamson,394,U.S. House,31,LBT,Clark Patterson,11,16,2,0,29
Williamson,394,U.S. House,31,,Write-in,0,0,0,0,0
