county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail,provisional
Kleberg,PRECINCT 23,Commissioner of Agriculture,,Jim Hogan,DEM,206,84,110,12,0
Kleberg,PRECINCT 23,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,5,3,2,0,0
Kleberg,PRECINCT 23,Commissioner of Agriculture,,Kenneth Kendrick,GRN,0,0,0,0,0
Kleberg,PRECINCT 23,Railroad Commissioner,,Ryan Sitton,REP,107,50,54,3,0
Kleberg,PRECINCT 23,Railroad Commissioner,,Steve Brown,DEM,188,75,103,10,0
Kleberg,PRECINCT 23,Railroad Commissioner,,Mark A. Miller,LIB,6,4,2,0,0
Kleberg,PRECINCT 23,Railroad Commissioner,,Martina Salinas,GRN,33,17,14,2,0
Kleberg,PRECINCT 23,"Chief Justice, Supreme Court",,Nathan Hecht,REP,123,58,62,3,0
Kleberg,PRECINCT 23,"Chief Justice, Supreme Court",,William Moody,DEM,204,85,108,11,0
Kleberg,PRECINCT 23,"Chief Justice, Supreme Court",,Tom Oxford,LIB,5,4,1,0,0
Kleberg,PRECINCT 23,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,121,58,60,3,0
Kleberg,PRECINCT 23,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,204,80,112,12,0
Kleberg,PRECINCT 23,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,9,8,1,0,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,109,50,56,3,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,221,93,116,12,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,3,2,1,0,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0,0,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,164,72,87,5,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,52,29,20,3,0
Kleberg,PRECINCT 23,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,34,13,21,0,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,122,59,60,3,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,192,76,104,12,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,14,8,6,0,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,148,67,77,4,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,45,23,20,2,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,60,23,34,3,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,165,78,83,4,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,44,21,20,3,0
Kleberg,PRECINCT 23,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,39,14,25,0,0
Kleberg,PRECINCT 23,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,249,111,126,12,0
Kleberg,PRECINCT 23,State Representative,43,J.M. Lozano,REP,180,82,88,10,0
Kleberg,PRECINCT 23,State Representative,43,Kim Gonzalez,DEM,167,66,92,9,0
Kleberg,PRECINCT 23,"13th Court of Appeals District, Place 6",,Doug Norman,REP,103,49,51,3,0
Kleberg,PRECINCT 23,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,230,96,123,11,0
Kleberg,PRECINCT 23,District Judge 105th Judicial District,,Jack William Pulcher,REP,109,48,56,5,0
Kleberg,PRECINCT 23,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,233,97,124,12,0
Kleberg,PRECINCT 23,County Judge,,Rudy Madrid,REP,179,77,92,10,0
Kleberg,PRECINCT 23,County Judge,,Juan M. Escobar,DEM,175,74,92,9,0
Kleberg,PRECINCT 23,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,156,70,76,10,0
Kleberg,PRECINCT 23,"Judge, County Court at Law",,Lupita Mendoza,DEM,198,80,109,9,0
Kleberg,PRECINCT 23,"County Attorney, Unexpired Term",,Kira Talip,DEM,261,116,132,13,0
Kleberg,PRECINCT 23,District Clerk,,Jennifer Whittington,REP,139,67,66,6,0
Kleberg,PRECINCT 23,District Clerk,,Tiffany Hernandez,DEM,203,80,112,11,0
Kleberg,PRECINCT 23,County Clerk,,Stephanie G. Garza,DEM,255,112,129,14,0
Kleberg,PRECINCT 23,County Treasurer,,Priscilla Alaniz Cantu,DEM,263,116,135,12,0
Kleberg,PRECINCT 23,"County Commissioner, Precinct No. 2",,Chuck Schultz,REP,159,71,79,9,0
Kleberg,PRECINCT 23,"County Commissioner, Precinct No. 2",,Joe G. Hinojosa,DEM,191,77,104,10,0
Kleberg,PRECINCT 23,"Justice of the Peace, Precinct No. 2",,Anna Ramirez Perez,REP,131,51,72,8,0
Kleberg,PRECINCT 23,"Justice of the Peace, Precinct No. 2",,Carmen Cortez,DEM,214,94,109,11,0
Kleberg,PRECINCT 23,Constitutional Amendment Election,,FOR,,218,81,127,10,0
Kleberg,PRECINCT 23,Constitutional Amendment Election,,AGAINST,,50,30,18,2,0
Kleberg,PRECINCT 24,Ballots Cast,,,,433,171,231,31,0
Kleberg,PRECINCT 24,Straight Party,,Republican,REP,85,30,48,7,0
Kleberg,PRECINCT 24,Straight Party,,Democratic,DEM,74,30,34,10,0
Kleberg,PRECINCT 24,Straight Party,,Libertarian,LIB,4,1,3,0,0
Kleberg,PRECINCT 24,Straight Party,,Green,GRN,1,1,0,0,0
Kleberg,PRECINCT 24,U.S. Senate,,John Cornyn,REP,211,89,109,13,0
Kleberg,PRECINCT 24,U.S. Senate,,David M. Alameel,DEM,169,63,89,17,0
Kleberg,PRECINCT 24,U.S. Senate,,Rebecca Paddock,LIB,15,6,9,0,0
Kleberg,PRECINCT 24,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,17,7,9,1,0
Kleberg,PRECINCT 24,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 24,U.S. House,34,Larry S. Smith,REP,186,73,101,12,0
Kleberg,PRECINCT 24,U.S. House,34,Filemon B. Vela,DEM,219,90,110,19,0
Kleberg,PRECINCT 24,U.S. House,34,Ryan Rowley,LIB,12,3,9,0,0
Kleberg,PRECINCT 24,Governor,,Greg Abbott,REP,215,90,112,13,0
Kleberg,PRECINCT 24,Governor,,Wendy R. Davis,DEM,198,74,107,17,0
Kleberg,PRECINCT 24,Governor,,Kathie Glass,LIB,9,3,5,1,0
Kleberg,PRECINCT 24,Governor,,Brandon Parmer,GRN,3,2,1,0,0
Kleberg,PRECINCT 24,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 24,Lieutenant Governor,,Dan Patrick,REP,183,71,99,13,0
Kleberg,PRECINCT 24,Lieutenant Governor,,Leticia Van de Putte,DEM,220,91,111,18,0
Kleberg,PRECINCT 24,Lieutenant Governor,,Robert D. Butler,LIB,11,5,6,0,0
Kleberg,PRECINCT 24,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,0,2,0,0
Kleberg,PRECINCT 24,Attorney General,,Ken Paxton,REP,183,69,101,13,0
Kleberg,PRECINCT 24,Attorney General,,Sam Houston,DEM,209,82,109,18,0
Kleberg,PRECINCT 24,Attorney General,,Jamie Balagia,LIB,11,7,4,0,0
Kleberg,PRECINCT 24,Attorney General,,Jamar Osborne,GRN,8,6,2,0,0
Kleberg,PRECINCT 24,Comptroller of Public Accounts,,Glenn Hegar,REP,188,79,96,13,0
Kleberg,PRECINCT 24,Comptroller of Public Accounts,,Mike Collier,DEM,187,68,102,17,0
Kleberg,PRECINCT 24,Comptroller of Public Accounts,,Ben Sanders,LIB,18,9,9,0,0
Kleberg,PRECINCT 24,Comptroller of Public Accounts,,Deb Shafto,GRN,12,4,8,0,0
Kleberg,PRECINCT 24,Commissioner of the General Land Office,,George P. Bush,REP,225,90,121,14,0
Kleberg,PRECINCT 24,Commissioner of the General Land Office,,John Cook . .,DEM,168,66,85,17,0
Kleberg,PRECINCT 24,Commissioner of the General Land Office,,Justin Knight,LIB,10,3,7,0,0
Kleberg,PRECINCT 24,Commissioner of the General Land Office,,Valerie Alessi,GRN,12,7,5,0,0
Kleberg,PRECINCT 24,Commissioner of Agriculture,,Sid Miller,REP,183,69,102,12,0
Kleberg,PRECINCT 24,Commissioner of Agriculture,,Jim Hogan,DEM,193,72,103,18,0
Kleberg,PRECINCT 24,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,15,9,6,0,0
Kleberg,PRECINCT 24,Commissioner of Agriculture,,Kenneth Kendrick,GRN,13,9,4,0,0
Kleberg,PRECINCT 24,Railroad Commissioner,,Ryan Sitton,REP,175,65,97,13,0
Kleberg,PRECINCT 24,Railroad Commissioner,,Steve Brown,DEM,185,71,97,17,0
Kleberg,PRECINCT 24,Railroad Commissioner,,Mark A. Miller,LIB,14,5,9,0,0
Kleberg,PRECINCT 24,Railroad Commissioner,,Martina Salinas,GRN,31,17,13,1,0
Kleberg,PRECINCT 24,"Chief Justice, Supreme Court",,Nathan Hecht,REP,192,73,106,13,0
Kleberg,PRECINCT 24,"Chief Justice, Supreme Court",,William Moody,DEM,196,78,100,18,0
Kleberg,PRECINCT 24,"Chief Justice, Supreme Court",,Tom Oxford,LIB,19,9,10,0,0
Kleberg,PRECINCT 24,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,202,78,110,14,0
Kleberg,PRECINCT 24,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,187,72,98,17,0
Kleberg,PRECINCT 24,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,13,9,4,0,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,187,73,101,13,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,205,79,108,18,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,11,5,6,0,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,7,4,3,0,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,233,94,124,15,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,53,25,26,2,0
Kleberg,PRECINCT 24,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,50,22,26,2,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,190,72,105,13,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,187,72,99,16,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,26,15,10,1,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,217,88,114,15,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,51,24,26,1,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,72,29,38,5,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,228,94,118,16,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,60,30,28,2,0
Kleberg,PRECINCT 24,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,41,14,25,2,0
Kleberg,PRECINCT 24,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,252,104,127,21,0
Kleberg,PRECINCT 24,State Representative,43,J.M. Lozano,REP,269,112,144,13,0
Kleberg,PRECINCT 24,State Representative,43,Kim Gonzalez,DEM,157,59,81,17,0
Kleberg,PRECINCT 24,"13th Court of Appeals District, Place 6",,Doug Norman,REP,194,75,106,13,0
Kleberg,PRECINCT 24,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,214,84,112,18,0
Kleberg,PRECINCT 24,District Judge 105th Judicial District,,Jack William Pulcher,REP,195,75,107,13,0
Kleberg,PRECINCT 24,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,213,86,110,17,0
Kleberg,PRECINCT 24,County Judge,,Rudy Madrid,REP,239,101,126,12,0
Kleberg,PRECINCT 24,County Judge,,Juan M. Escobar,DEM,187,68,100,19,0
Kleberg,PRECINCT 24,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,210,81,118,11,0
Kleberg,PRECINCT 24,"Judge, County Court at Law",,Lupita Mendoza,DEM,208,80,108,20,0
Kleberg,PRECINCT 24,"County Attorney, Unexpired Term",,Kira Talip,DEM,262,108,133,21,0
Kleberg,PRECINCT 24,District Clerk,,Jennifer Whittington,REP,250,104,132,14,0
Kleberg,PRECINCT 24,District Clerk,,Tiffany Hernandez,DEM,171,62,92,17,0
Kleberg,PRECINCT 24,County Clerk,,Stephanie G. Garza,DEM,266,106,137,23,0
Kleberg,PRECINCT 24,County Treasurer,,Priscilla Alaniz Cantu,DEM,274,113,137,24,0
Kleberg,PRECINCT 24,"County Commissioner, Precinct No. 2",,Chuck Schultz,REP,223,89,119,15,0
Kleberg,PRECINCT 24,"County Commissioner, Precinct No. 2",,Joe G. Hinojosa,DEM,205,81,108,16,0
Kleberg,PRECINCT 24,"Justice of the Peace, Precinct No. 2",,Anna Ramirez Perez,REP,205,79,113,13,0
Kleberg,PRECINCT 24,"Justice of the Peace, Precinct No. 2",,Carmen Cortez,DEM,211,86,107,18,0
Kleberg,PRECINCT 24,Constitutional Amendment Election,,FOR,,288,104,164,20,0
Kleberg,PRECINCT 24,Constitutional Amendment Election,,AGAINST,,57,33,23,1,0
Kleberg,PRECINCT 31,Ballots Cast,,,,473,186,262,25,0
Kleberg,PRECINCT 31,Straight Party,,Republican,REP,132,44,75,13,0
Kleberg,PRECINCT 31,Straight Party,,Democratic,DEM,46,18,26,2,0
Kleberg,PRECINCT 31,Straight Party,,Libertarian,LIB,1,0,1,0,0
Kleberg,PRECINCT 31,Straight Party,,Green,GRN,2,1,1,0,0
Kleberg,PRECINCT 31,U.S. Senate,,John Cornyn,REP,297,106,169,22,0
Kleberg,PRECINCT 31,U.S. Senate,,David M. Alameel,DEM,136,62,72,2,0
Kleberg,PRECINCT 31,U.S. Senate,,Rebecca Paddock,LIB,9,4,4,1,0
Kleberg,PRECINCT 31,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,11,3,8,0,0
Kleberg,PRECINCT 31,U.S. Senate,,Write-ins,,2,1,1,0,0
Kleberg,PRECINCT 31,U.S. House,34,Larry S. Smith,REP,271,94,157,20,0
Kleberg,PRECINCT 31,U.S. House,34,Filemon B. Vela,DEM,177,80,92,5,0
Kleberg,PRECINCT 31,U.S. House,34,Ryan Rowley,LIB,4,4,0,0,0
Kleberg,PRECINCT 31,Governor,,Greg Abbott,REP,293,107,167,19,0
Kleberg,PRECINCT 31,Governor,,Wendy R. Davis,DEM,166,75,85,6,0
Kleberg,PRECINCT 31,Governor,,Kathie Glass,LIB,3,2,1,0,0
Kleberg,PRECINCT 31,Governor,,Brandon Parmer,GRN,0,0,0,0,0
Kleberg,PRECINCT 31,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 31,Lieutenant Governor,,Dan Patrick,REP,279,99,161,19,0
Kleberg,PRECINCT 31,Lieutenant Governor,,Leticia Van de Putte,DEM,168,76,86,6,0
Kleberg,PRECINCT 31,Lieutenant Governor,,Robert D. Butler,LIB,5,4,1,0,0
Kleberg,PRECINCT 31,Lieutenant Governor,,Chandrakantha Courtney,GRN,4,2,2,0,0
Kleberg,PRECINCT 31,Attorney General,,Ken Paxton,REP,280,96,161,23,0
Kleberg,PRECINCT 31,Attorney General,,Sam Houston,DEM,157,72,83,2,0
Kleberg,PRECINCT 31,Attorney General,,Jamie Balagia,LIB,12,7,5,0,0
Kleberg,PRECINCT 31,Attorney General,,Jamar Osborne,GRN,2,2,0,0,0
Kleberg,PRECINCT 31,Comptroller of Public Accounts,,Glenn Hegar,REP,271,90,163,18,0
Kleberg,PRECINCT 31,Comptroller of Public Accounts,,Mike Collier,DEM,154,66,82,6,0
Kleberg,PRECINCT 31,Comptroller of Public Accounts,,Ben Sanders,LIB,12,9,2,1,0
Kleberg,PRECINCT 31,Comptroller of Public Accounts,,Deb Shafto,GRN,3,3,0,0,0
Kleberg,PRECINCT 31,Commissioner of the General Land Office,,George P. Bush,REP,302,103,179,20,0
Kleberg,PRECINCT 31,Commissioner of the General Land Office,,John Cook . .,DEM,140,69,67,4,0
Kleberg,PRECINCT 31,Commissioner of the General Land Office,,Justin Knight,LIB,15,7,7,1,0
Kleberg,PRECINCT 31,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,3,1,0,0
Kleberg,PRECINCT 31,Commissioner of Agriculture,,Sid Miller,REP,270,88,164,18,0
Kleberg,PRECINCT 31,Commissioner of Agriculture,,Jim Hogan,DEM,158,72,80,6,0
Kleberg,PRECINCT 31,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,13,8,4,1,0
Kleberg,PRECINCT 31,Commissioner of Agriculture,,Kenneth Kendrick,GRN,2,2,0,0,0
Kleberg,PRECINCT 31,Railroad Commissioner,,Ryan Sitton,REP,265,87,158,20,0
Kleberg,PRECINCT 31,Railroad Commissioner,,Steve Brown,DEM,143,67,72,4,0
Kleberg,PRECINCT 31,Railroad Commissioner,,Mark A. Miller,LIB,13,7,5,1,0
Kleberg,PRECINCT 31,Railroad Commissioner,,Martina Salinas,GRN,22,9,13,0,0
Kleberg,PRECINCT 31,"Chief Justice, Supreme Court",,Nathan Hecht,REP,276,93,163,20,0
Kleberg,PRECINCT 31,"Chief Justice, Supreme Court",,William Moody,DEM,158,71,83,4,0
Kleberg,PRECINCT 31,"Chief Justice, Supreme Court",,Tom Oxford,LIB,10,7,2,1,0
Kleberg,PRECINCT 31,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,277,93,165,19,0
Kleberg,PRECINCT 31,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,156,70,81,5,0
Kleberg,PRECINCT 31,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,13,9,3,1,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,268,87,160,21,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,172,84,85,3,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,7,4,2,1,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,0,1,0,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,314,110,182,22,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,49,22,26,1,0
Kleberg,PRECINCT 31,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,27,18,9,0,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,273,96,159,18,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,147,62,79,6,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,20,12,7,1,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,306,108,176,22,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,46,26,19,1,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,44,21,23,0,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,312,109,181,22,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,59,27,31,1,0
Kleberg,PRECINCT 31,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,18,14,4,0,0
Kleberg,PRECINCT 31,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,232,104,120,8,0
Kleberg,PRECINCT 31,State Representative,43,J.M. Lozano,REP,339,128,188,23,0
Kleberg,PRECINCT 31,State Representative,43,Kim Gonzalez,DEM,119,54,63,2,0
Kleberg,PRECINCT 31,"13th Court of Appeals District, Place 6",,Doug Norman,REP,278,96,162,20,0
Kleberg,PRECINCT 31,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,168,75,88,5,0
Kleberg,PRECINCT 31,District Judge 105th Judicial District,,Jack William Pulcher,REP,267,91,155,21,0
Kleberg,PRECINCT 31,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,182,85,93,4,0
Kleberg,PRECINCT 31,County Judge,,Rudy Madrid,REP,322,125,174,23,0
Kleberg,PRECINCT 31,County Judge,,Juan M. Escobar,DEM,144,59,83,2,0
Kleberg,PRECINCT 31,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,277,106,150,21,0
Kleberg,PRECINCT 31,"Judge, County Court at Law",,Lupita Mendoza,DEM,179,73,103,3,0
Kleberg,PRECINCT 31,"County Attorney, Unexpired Term",,Kira Talip,DEM,249,108,133,8,0
Kleberg,PRECINCT 31,District Clerk,,Jennifer Whittington,REP,320,122,176,22,0
Kleberg,PRECINCT 31,District Clerk,,Tiffany Hernandez,DEM,142,60,79,3,0
Kleberg,PRECINCT 31,County Clerk,,Stephanie G. Garza,DEM,252,109,135,8,0
Kleberg,PRECINCT 31,County Treasurer,,Priscilla Alaniz Cantu,DEM,252,107,138,7,0
Kleberg,PRECINCT 31,"Justice of the Peace, Precinct No. 3",,"Christopher ""Chris"" Lee",REP,254,91,143,20,0
Kleberg,PRECINCT 31,"Justice of the Peace, Precinct No. 3",,Sam Brown,DEM,200,88,107,5,0
Kleberg,PRECINCT 31,Constitutional Amendment Election,,FOR,,341,137,186,18,0
Kleberg,PRECINCT 31,Constitutional Amendment Election,,AGAINST,,59,25,31,3,0
Kleberg,PRECINCT 31,"Trustee, Position 1, Expired Term RICARDO ISD",,Rosanna G. Arevalo,,14,4,10,0,0
Kleberg,PRECINCT 31,"Trustee, Position 2, Expired Term RICARDO ISD",,"Elias Arredondo, Jr.",,13,4,9,0,0
Kleberg,PRECINCT 31,"Trustee, Position 3, Expired Term RICARDO ISD",,Kelso Currie,,10,2,8,0,0
Kleberg,PRECINCT 31,"Trustee, Position 3, Expired Term RICARDO ISD",,Mario A. Mendietta,,5,2,3,0,0
Kleberg,PRECINCT 32,Ballots Cast,,,,354,172,164,17,1
Kleberg,PRECINCT 32,Straight Party,,Republican,REP,73,34,37,2,0
Kleberg,PRECINCT 32,Straight Party,,Democratic,DEM,65,37,22,6,0
Kleberg,PRECINCT 32,Straight Party,,Libertarian,LIB,4,3,1,0,0
Kleberg,PRECINCT 32,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 32,U.S. Senate,,John Cornyn,REP,187,79,102,5,1
Kleberg,PRECINCT 32,U.S. Senate,,David M. Alameel,DEM,127,68,49,10,0
Kleberg,PRECINCT 32,U.S. Senate,,Rebecca Paddock,LIB,10,6,4,0,0
Kleberg,PRECINCT 32,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,8,5,3,0,0
Kleberg,PRECINCT 32,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 32,U.S. House,34,Larry S. Smith,REP,167,71,90,5,1
Kleberg,PRECINCT 32,U.S. House,34,Filemon B. Vela,DEM,157,83,64,10,0
Kleberg,PRECINCT 32,U.S. House,34,Ryan Rowley,LIB,10,6,4,0,0
Kleberg,PRECINCT 32,Governor,,Greg Abbott,REP,186,83,97,5,1
Kleberg,PRECINCT 32,Governor,,Wendy R. Davis,DEM,151,77,64,10,0
Kleberg,PRECINCT 32,Governor,,Kathie Glass,LIB,5,4,1,0,0
Kleberg,PRECINCT 32,Governor,,Brandon Parmer,GRN,1,0,1,0,0
Kleberg,PRECINCT 32,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 32,Lieutenant Governor,,Dan Patrick,REP,175,75,94,5,1
Kleberg,PRECINCT 32,Lieutenant Governor,,Leticia Van de Putte,DEM,152,81,61,10,0
Kleberg,PRECINCT 32,Lieutenant Governor,,Robert D. Butler,LIB,5,2,3,0,0
Kleberg,PRECINCT 32,Lieutenant Governor,,Chandrakantha Courtney,GRN,1,1,0,0,0
Kleberg,PRECINCT 32,Attorney General,,Ken Paxton,REP,169,70,94,4,1
Kleberg,PRECINCT 32,Attorney General,,Sam Houston,DEM,155,84,61,10,0
Kleberg,PRECINCT 32,Attorney General,,Jamie Balagia,LIB,9,6,3,0,0
Kleberg,PRECINCT 32,Attorney General,,Jamar Osborne,GRN,0,0,0,0,0
Kleberg,PRECINCT 32,Comptroller of Public Accounts,,Glenn Hegar,REP,162,69,88,4,1
Kleberg,PRECINCT 32,Comptroller of Public Accounts,,Mike Collier,DEM,144,74,60,10,0
Kleberg,PRECINCT 32,Comptroller of Public Accounts,,Ben Sanders,LIB,16,9,7,0,0
Kleberg,PRECINCT 32,Comptroller of Public Accounts,,Deb Shafto,GRN,3,2,1,0,0
Kleberg,PRECINCT 32,Commissioner of the General Land Office,,George P. Bush,REP,194,83,104,6,1
Kleberg,PRECINCT 32,Commissioner of the General Land Office,,John Cook . .,DEM,133,75,49,9,0
Kleberg,PRECINCT 32,Commissioner of the General Land Office,,Justin Knight,LIB,7,3,4,0,0
Kleberg,PRECINCT 32,Commissioner of the General Land Office,,Valerie Alessi,GRN,3,1,2,0,0
Kleberg,PRECINCT 32,Commissioner of Agriculture,,Sid Miller,REP,162,67,90,4,1
Kleberg,PRECINCT 32,Commissioner of Agriculture,,Jim Hogan,DEM,148,80,58,10,0
Kleberg,PRECINCT 32,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,7,5,2,0,0
Kleberg,PRECINCT 32,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,2,4,0,0
Kleberg,PRECINCT 32,Railroad Commissioner,,Ryan Sitton,REP,160,68,87,4,1
Kleberg,PRECINCT 32,Railroad Commissioner,,Steve Brown,DEM,141,78,54,9,0
Kleberg,PRECINCT 32,Railroad Commissioner,,Mark A. Miller,LIB,10,3,7,0,0
Kleberg,PRECINCT 32,Railroad Commissioner,,Martina Salinas,GRN,17,7,9,1,0
Kleberg,PRECINCT 32,"Chief Justice, Supreme Court",,Nathan Hecht,REP,175,71,99,4,1
Kleberg,PRECINCT 32,"Chief Justice, Supreme Court",,William Moody,DEM,142,79,53,10,0
Kleberg,PRECINCT 32,"Chief Justice, Supreme Court",,Tom Oxford,LIB,8,5,3,0,0
Kleberg,PRECINCT 32,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,177,77,94,5,1
Kleberg,PRECINCT 32,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,144,77,57,10,0
Kleberg,PRECINCT 32,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,11,6,5,0,0
