county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional
Howard,41,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,4,3,1,0,0
Howard,41,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,3,0,2,1,0
Howard,41,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,0,0,0,0,0
Howard,41,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,4,3,1,0,0
Howard,41,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,3,0,2,1,0
Howard,41,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,3,3,0,0,0
Howard,41,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,4,0,3,1,0
Howard,41,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,3,2,1,0,0
Howard,41,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,3,0,2,1,0
Howard,41,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",4,3,1,0,0
Howard,41,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,3,0,2,1,0
Howard,41,County Judge,NA,REP,Randy S. Johnson,4,3,1,0,0
Howard,41,County Judge,NA,DEM,Steven Hobbs,3,0,2,1,0
Howard,42,U.S. House,19,REP,Jodey C. Arrington,161,104,53,4,0
Howard,42,U.S. House,19,IND,Ind Nathan Lewis,41,23,17,1,0
Howard,42,Governor,NA,REP,Greg Abbott,154,100,50,4,0
Howard,42,Governor,NA,DEM,Beto O'Rourke,57,38,17,2,0
Howard,42,Governor,NA,LIB,Mark Tippetts,2,0,2,0,0
Howard,42,Governor,NA,GRN,Delilah Barrios,2,0,2,0,0
Howard,42,Governor,NA,NON,Write-in,2,1,1,0,0
Howard,42,Lieutenant Governor,NA,REP,Dan Patrick,150,95,51,4,0
Howard,42,Lieutenant Governor,NA,DEM,Mike Collier,57,38,17,2,0
Howard,42,Lieutenant Governor,NA,LIB,Shanna Steele,4,2,2,0,0
Howard,42,Attorney General,NA,REP,Ken Paxton,146,96,47,3,0
Howard,42,Attorney General,NA,DEM,Rochelle Mercedes Garza,64,43,19,2,0
Howard,42,Attorney General,NA,LIB,Mark Ash,4,0,4,0,0
Howard,42,Comptroller of Public Accounts,NA,REP,Glenn Hegar,147,98,46,3,0
Howard,42,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,56,36,19,1,0
Howard,42,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,7,2,5,0,0
Howard,42,Commissioner of General Land Office,NA,REP,Dawn Buckingham,145,94,48,3,0
Howard,42,Commissioner of General Land Office,NA,DEM,Jay Kleberg,58,37,19,2,0
Howard,42,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",5,3,2,0,0
Howard,42,Commissioner of General Land Office,NA,NON,Write-in,1,1,0,0,0
Howard,42,Commissioner of Agriculture,NA,REP,Sid Miller,149,96,50,3,0
Howard,42,Commissioner of Agriculture,NA,DEM,Susan Hays,63,42,20,1,0
Howard,42,Railroad Commissioner,NA,REP,Wayne Christian,143,94,46,3,0
Howard,42,Railroad Commissioner,NA,DEM,Luke Warford,55,36,17,2,0
Howard,42,Railroad Commissioner,NA,LIB,Jaime Andres Diez,5,1,4,0,0
Howard,42,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,3,0,3,0,0
Howard,42,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,144,95,46,3,0
Howard,42,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,59,36,20,3,0
Howard,42,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,5,2,3,0,0
Howard,42,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,148,95,50,3,0
Howard,42,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,58,38,18,2,0
Howard,42,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,149,96,50,3,0
Howard,42,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,61,40,19,2,0
Howard,42,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,143,91,49,3,0
Howard,42,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,61,40,19,2,0
Howard,42,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",143,92,48,3,0
Howard,42,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,66,42,21,3,0
Howard,42,County Judge,NA,REP,Randy S. Johnson,152,101,48,3,0
Howard,42,County Judge,NA,DEM,Steven Hobbs,63,38,23,2,0
Howard,45,U.S. House,19,REP,Jodey C. Arrington,179,103,59,17,0
Howard,45,U.S. House,19,IND,Ind Nathan Lewis,44,27,15,2,0
Howard,45,Governor,NA,REP,Greg Abbott,180,103,59,18,0
Howard,45,Governor,NA,DEM,Beto O'Rourke,46,27,16,3,0
Howard,45,Governor,NA,LIB,Mark Tippetts,2,1,1,0,0
Howard,45,Governor,NA,GRN,Delilah Barrios,1,1,0,0,0
Howard,45,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,45,Lieutenant Governor,NA,REP,Dan Patrick,170,97,56,17,0
Howard,45,Lieutenant Governor,NA,DEM,Mike Collier,50,28,18,4,0
Howard,45,Lieutenant Governor,NA,LIB,Shanna Steele,7,7,0,0,0
Howard,45,Attorney General,NA,REP,Ken Paxton,173,100,57,16,0
Howard,45,Attorney General,NA,DEM,Rochelle Mercedes Garza,48,28,16,4,0
Howard,45,Attorney General,NA,LIB,Mark Ash,6,4,2,0,0
Howard,45,Comptroller of Public Accounts,NA,REP,Glenn Hegar,177,101,58,18,0
Howard,45,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,45,26,16,3,0
Howard,45,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,5,3,2,0,0
Howard,45,Commissioner of General Land Office,NA,REP,Dawn Buckingham,179,102,60,17,0
Howard,45,Commissioner of General Land Office,NA,DEM,Jay Kleberg,47,27,16,4,0
Howard,45,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",3,3,0,0,0
Howard,45,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,45,Commissioner of Agriculture,NA,REP,Sid Miller,175,100,58,17,0
Howard,45,Commissioner of Agriculture,NA,DEM,Susan Hays,50,30,17,3,0
Howard,45,Railroad Commissioner,NA,REP,Wayne Christian,173,100,58,15,0
Howard,45,Railroad Commissioner,NA,DEM,Luke Warford,49,28,17,4,0
Howard,45,Railroad Commissioner,NA,LIB,Jaime Andres Diez,4,3,1,0,0
Howard,45,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,45,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,173,100,57,16,0
Howard,45,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,49,28,17,4,0
Howard,45,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,6,4,2,0,0
Howard,45,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,180,104,60,16,0
Howard,45,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,48,28,16,4,0
Howard,45,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,173,99,58,16,0
Howard,45,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,53,31,18,4,0
Howard,45,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,176,101,59,16,0
Howard,45,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,50,29,17,4,0
Howard,45,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",176,103,58,15,0
Howard,45,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,49,27,18,4,0
Howard,45,County Judge,NA,REP,Randy S. Johnson,173,99,58,16,0
Howard,45,County Judge,NA,DEM,Steven Hobbs,52,30,18,4,0
Howard,46,U.S. House,19,REP,Jodey C. Arrington,295,160,126,9,0
Howard,46,U.S. House,19,IND,Ind Nathan Lewis,61,41,18,2,0
Howard,46,Governor,NA,REP,Greg Abbott,302,165,128,9,0
Howard,46,Governor,NA,DEM,Beto O'Rourke,66,47,15,4,0
Howard,46,Governor,NA,LIB,Mark Tippetts,6,1,5,0,0
Howard,46,Governor,NA,GRN,Delilah Barrios,3,0,3,0,0
Howard,46,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,46,Lieutenant Governor,NA,REP,Dan Patrick,295,160,126,9,0
Howard,46,Lieutenant Governor,NA,DEM,Mike Collier,70,49,17,4,0
Howard,46,Lieutenant Governor,NA,LIB,Shanna Steele,6,1,5,0,0
Howard,46,Attorney General,NA,REP,Ken Paxton,296,164,123,9,0
Howard,46,Attorney General,NA,DEM,Rochelle Mercedes Garza,69,45,20,4,0
Howard,46,Attorney General,NA,LIB,Mark Ash,7,0,7,0,0
Howard,46,Comptroller of Public Accounts,NA,REP,Glenn Hegar,292,161,122,9,0
Howard,46,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,63,44,15,4,0
Howard,46,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,9,1,8,0,0
Howard,46,Commissioner of General Land Office,NA,REP,Dawn Buckingham,297,161,127,9,0
Howard,46,Commissioner of General Land Office,NA,DEM,Jay Kleberg,62,44,14,4,0
Howard,46,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",4,3,1,0,0
Howard,46,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,46,Commissioner of Agriculture,NA,REP,Sid Miller,297,162,126,9,0
Howard,46,Commissioner of Agriculture,NA,DEM,Susan Hays,69,47,18,4,0
Howard,46,Railroad Commissioner,NA,REP,Wayne Christian,286,159,119,8,0
Howard,46,Railroad Commissioner,NA,DEM,Luke Warford,64,43,17,4,0
Howard,46,Railroad Commissioner,NA,LIB,Jaime Andres Diez,11,3,8,0,0
Howard,46,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,2,2,0,0,0
Howard,46,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,295,161,126,8,0
Howard,46,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,68,49,16,3,0
Howard,46,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,7,1,5,1,0
Howard,46,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,298,163,127,8,0
Howard,46,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,70,48,18,4,0
Howard,46,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,300,164,129,7,0
Howard,46,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,69,46,19,4,0
Howard,46,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,296,163,126,7,0
Howard,46,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,66,45,17,4,0
Howard,46,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",293,159,127,7,0
Howard,46,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,69,48,18,3,0
Howard,46,County Judge,NA,REP,Randy S. Johnson,298,160,129,9,0
Howard,46,County Judge,NA,DEM,Steven Hobbs,73,51,20,2,0
Howard,404,U.S. House,19,REP,Jodey C. Arrington,237,151,69,16,1
Howard,404,U.S. House,19,IND,Ind Nathan Lewis,25,14,11,0,0
Howard,404,Governor,NA,REP,Greg Abbott,242,149,75,17,1
Howard,404,Governor,NA,DEM,Beto O'Rourke,27,15,10,2,0
Howard,404,Governor,NA,LIB,Mark Tippetts,3,3,0,0,0
Howard,404,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,404,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,404,Lieutenant Governor,NA,REP,Dan Patrick,237,146,73,17,1
Howard,404,Lieutenant Governor,NA,DEM,Mike Collier,27,17,8,2,0
Howard,404,Lieutenant Governor,NA,LIB,Shanna Steele,2,1,1,0,0
Howard,404,Attorney General,NA,REP,Ken Paxton,236,147,71,17,1
Howard,404,Attorney General,NA,DEM,Rochelle Mercedes Garza,28,15,11,2,0
Howard,404,Attorney General,NA,LIB,Mark Ash,4,3,1,0,0
Howard,404,Comptroller of Public Accounts,NA,REP,Glenn Hegar,230,143,69,17,1
Howard,404,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,28,16,10,2,0
Howard,404,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,4,3,1,0,0
Howard,404,Commissioner of General Land Office,NA,REP,Dawn Buckingham,234,146,70,17,1
Howard,404,Commissioner of General Land Office,NA,DEM,Jay Kleberg,27,16,9,2,0
Howard,404,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",2,1,1,0,0
Howard,404,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,404,Commissioner of Agriculture,NA,REP,Sid Miller,237,147,73,16,1
Howard,404,Commissioner of Agriculture,NA,DEM,Susan Hays,29,17,10,2,0
Howard,404,Railroad Commissioner,NA,REP,Wayne Christian,231,143,71,16,1
Howard,404,Railroad Commissioner,NA,DEM,Luke Warford,28,18,8,2,0
Howard,404,Railroad Commissioner,NA,LIB,Jaime Andres Diez,4,2,2,0,0
Howard,404,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,404,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,236,148,71,16,1
Howard,404,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,25,14,9,2,0
Howard,404,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,3,3,0,0,0
Howard,404,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,232,147,68,16,1
Howard,404,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,27,16,9,2,0
Howard,404,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,236,149,70,16,1
Howard,404,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,27,16,9,2,0
Howard,404,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,239,150,72,16,1
Howard,404,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,26,15,9,2,0
Howard,404,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",238,150,71,16,1
Howard,404,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,27,16,9,2,0
Howard,404,County Judge,NA,REP,Randy S. Johnson,240,153,71,15,1
Howard,404,County Judge,NA,DEM,Steven Hobbs,27,14,11,2,0
Howard,405,U.S. House,19,REP,Jodey C. Arrington,127,87,38,2,0
Howard,405,U.S. House,19,IND,Ind Nathan Lewis,10,6,4,0,0
Howard,405,Governor,NA,REP,Greg Abbott,124,85,37,2,0
Howard,405,Governor,NA,DEM,Beto O'Rourke,10,9,1,0,0
Howard,405,Governor,NA,LIB,Mark Tippetts,2,0,2,0,0
Howard,405,Governor,NA,GRN,Delilah Barrios,1,0,1,0,0
Howard,405,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,405,Lieutenant Governor,NA,REP,Dan Patrick,123,83,38,2,0
Howard,405,Lieutenant Governor,NA,DEM,Mike Collier,11,9,2,0,0
Howard,405,Lieutenant Governor,NA,LIB,Shanna Steele,3,2,1,0,0
Howard,405,Attorney General,NA,REP,Ken Paxton,125,84,39,2,0
Howard,405,Attorney General,NA,DEM,Rochelle Mercedes Garza,11,10,1,0,0
Howard,405,Attorney General,NA,LIB,Mark Ash,2,0,2,0,0
Howard,405,Comptroller of Public Accounts,NA,REP,Glenn Hegar,123,82,39,2,0
Howard,405,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,10,9,1,0,0
Howard,405,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,3,2,1,0,0
Howard,405,Commissioner of General Land Office,NA,REP,Dawn Buckingham,125,84,39,2,0
Howard,405,Commissioner of General Land Office,NA,DEM,Jay Kleberg,10,9,1,0,0
Howard,405,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",2,0,2,0,0
Howard,405,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,405,Commissioner of Agriculture,NA,REP,Sid Miller,124,82,40,2,0
Howard,405,Commissioner of Agriculture,NA,DEM,Susan Hays,12,11,1,0,0
Howard,405,Railroad Commissioner,NA,REP,Wayne Christian,125,84,39,2,0
Howard,405,Railroad Commissioner,NA,DEM,Luke Warford,8,7,1,0,0
Howard,405,Railroad Commissioner,NA,LIB,Jaime Andres Diez,2,1,1,0,0
Howard,405,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,2,1,1,0,0
Howard,405,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,123,82,39,2,0
Howard,405,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,9,8,1,0,0
Howard,405,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,4,2,2,0,0
Howard,405,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,126,84,40,2,0
Howard,405,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,10,9,1,0,0
Howard,405,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,127,86,41,0,0
Howard,405,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,9,8,1,0,0
Howard,405,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,127,84,41,2,0
Howard,405,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,10,9,1,0,0
Howard,405,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",125,82,41,2,0
Howard,405,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,13,12,1,0,0
Howard,405,County Judge,NA,REP,Randy S. Johnson,126,83,41,2,0
Howard,405,County Judge,NA,DEM,Steven Hobbs,10,9,1,0,0
Howard,408,U.S. House,19,REP,Jodey C. Arrington,34,27,6,1,0
Howard,408,U.S. House,19,IND,Ind Nathan Lewis,0,0,0,0,0
Howard,408,Governor,NA,REP,Greg Abbott,33,26,6,1,0
Howard,408,Governor,NA,DEM,Beto O'Rourke,1,1,0,0,0
Howard,408,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,408,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,408,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,408,Lieutenant Governor,NA,REP,Dan Patrick,32,26,5,1,0
Howard,408,Lieutenant Governor,NA,DEM,Mike Collier,2,1,1,0,0
Howard,408,Lieutenant Governor,NA,LIB,Shanna Steele,0,0,0,0,0
Howard,408,Attorney General,NA,REP,Ken Paxton,33,26,6,1,0
Howard,408,Attorney General,NA,DEM,Rochelle Mercedes Garza,0,0,0,0,0
Howard,408,Attorney General,NA,LIB,Mark Ash,0,0,0,0,0
Howard,408,Comptroller of Public Accounts,NA,REP,Glenn Hegar,34,27,6,1,0
Howard,408,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,0,0,0,0,0
Howard,408,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0
Howard,408,Commissioner of General Land Office,NA,REP,Dawn Buckingham,34,27,6,1,0
Howard,408,Commissioner of General Land Office,NA,DEM,Jay Kleberg,0,0,0,0,0
Howard,408,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,408,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,408,Commissioner of Agriculture,NA,REP,Sid Miller,33,26,6,1,0
Howard,408,Commissioner of Agriculture,NA,DEM,Susan Hays,1,1,0,0,0
Howard,408,Railroad Commissioner,NA,REP,Wayne Christian,34,27,6,1,0
Howard,408,Railroad Commissioner,NA,DEM,Luke Warford,0,0,0,0,0
Howard,408,Railroad Commissioner,NA,LIB,Jaime Andres Diez,0,0,0,0,0
Howard,408,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,408,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,33,26,6,1,0
Howard,408,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,0,0,0,0,0
Howard,408,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,0,0,0,0,0
Howard,408,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,33,26,6,1,0
Howard,408,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,0,0,0,0,0
Howard,408,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,33,26,6,1,0
Howard,408,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,0,0,0,0,0
Howard,408,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,33,26,6,1,0
Howard,408,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,0,0,0,0,0
Howard,408,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",33,26,6,1,0
Howard,408,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,0,0,0,0,0
Howard,408,County Judge,NA,REP,Randy S. Johnson,33,26,6,1,0
Howard,408,County Judge,NA,DEM,Steven Hobbs,1,1,0,0,0
Howard,409,U.S. House,19,REP,Jodey C. Arrington,224,128,83,13,0
Howard,409,U.S. House,19,IND,Ind Nathan Lewis,15,8,6,1,0
Howard,409,Governor,NA,REP,Greg Abbott,224,130,81,13,0
Howard,409,Governor,NA,DEM,Beto O'Rourke,12,5,6,1,0
Howard,409,Governor,NA,LIB,Mark Tippetts,6,4,2,0,0
Howard,409,Governor,NA,GRN,Delilah Barrios,1,0,1,0,0
Howard,409,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,409,Lieutenant Governor,NA,REP,Dan Patrick,220,125,83,12,0
Howard,409,Lieutenant Governor,NA,DEM,Mike Collier,16,8,6,2,0
Howard,409,Lieutenant Governor,NA,LIB,Shanna Steele,5,4,1,0,0
Howard,409,Attorney General,NA,REP,Ken Paxton,222,129,82,11,0
Howard,409,Attorney General,NA,DEM,Rochelle Mercedes Garza,17,8,6,3,0
Howard,409,Attorney General,NA,LIB,Mark Ash,5,2,3,0,0
Howard,409,Comptroller of Public Accounts,NA,REP,Glenn Hegar,224,131,80,13,0
Howard,409,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,14,6,7,1,0
Howard,409,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,3,1,2,0,0
Howard,409,Commissioner of General Land Office,NA,REP,Dawn Buckingham,222,126,83,13,0
Howard,409,Commissioner of General Land Office,NA,DEM,Jay Kleberg,17,9,7,1,0
Howard,409,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",1,1,0,0,0
Howard,409,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,409,Commissioner of Agriculture,NA,REP,Sid Miller,225,128,84,13,0
Howard,409,Commissioner of Agriculture,NA,DEM,Susan Hays,18,10,7,1,0
Howard,409,Railroad Commissioner,NA,REP,Wayne Christian,218,124,82,12,0
Howard,409,Railroad Commissioner,NA,DEM,Luke Warford,16,8,7,1,0
Howard,409,Railroad Commissioner,NA,LIB,Jaime Andres Diez,2,1,1,0,0
Howard,409,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,3,3,0,0,0
Howard,409,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,222,128,81,13,0
Howard,409,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,14,6,7,1,0
Howard,409,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,3,1,2,0,0
Howard,409,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,223,127,83,13,0
Howard,409,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,14,6,7,1,0
Howard,409,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,226,129,84,13,0
Howard,409,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,15,7,7,1,0
Howard,409,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,225,129,83,13,0
Howard,409,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,14,7,6,1,0
Howard,409,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",225,128,84,13,0
Howard,409,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,14,7,6,1,0
Howard,409,County Judge,NA,REP,Randy S. Johnson,225,130,82,13,0
Howard,409,County Judge,NA,DEM,Steven Hobbs,18,9,8,1,0
